candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,lock_order,locked,rp_winner_overall,state_fips,state_abbr
CON_hi_pc,CON_lo_pc,161.00917895680476,279.3811829928718,118.37,26.8789,2,True,CON_lo_pc,1,AL
CON_hi_pc,CUP_hi_pc,260.070537639496,180.31982431018048,79.75,18.1091,6,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_lo_so,260.6393364306399,179.75102551903663,80.89,18.3674,5,True,CON_lo_pc,1,AL
CON_hi_pc,STY_hi_id,225.99554504426305,214.39481690541348,11.6,2.6342,9,True,CON_lo_pc,1,AL
CON_lo_pc,CUP_hi_pc,245.65634247789137,194.73401947178516,50.92,11.563,7,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_lo_so,276.09455503553704,164.2958069141395,111.8,25.3863,3,True,CON_lo_pc,1,AL
CON_lo_pc,STY_hi_id,241.99859318521743,198.3917687644591,43.61,9.9019,8,True,CON_lo_pc,1,AL
CUP_hi_pc,LBR_lo_so,217.62649431737447,222.76386763230204,5.14,1.1665,10,True,CON_lo_pc,1,AL
CUP_hi_pc,STY_hi_id,176.82062799967082,263.5697339500057,86.75,19.6982,4,True,CON_lo_pc,1,AL
LBR_lo_so,STY_hi_id,142.2677090994891,298.1226528501874,155.85,35.3902,1,True,CON_lo_pc,1,AL
CON_lo_id,CUP_hi_pc,29.401188952679252,48.97762164788511,19.58,24.9767,6,True,STY_lo_id,2,AK
CON_lo_id,LBR_lo_so,36.58005778094635,41.798752819617995,5.22,6.6583,9,True,STY_lo_id,2,AK
CON_lo_id,LIB,39.59754387540467,38.78126672515969,0.82,1.0415,10,True,STY_lo_id,2,AK
CON_lo_id,STY_lo_id,29.3448667629602,49.033943837604156,19.69,25.1204,5,True,STY_lo_id,2,AK
CUP_hi_pc,LBR_lo_so,30.954725694083933,47.424084906480424,16.47,21.0125,8,True,STY_lo_id,2,AK
CUP_hi_pc,LIB,51.05745057580526,27.321360024759105,23.74,30.2838,4,True,STY_lo_id,2,AK
CUP_hi_pc,STY_lo_id,24.265476524021626,54.113334076542735,29.85,38.0815,3,True,STY_lo_id,2,AK
LBR_lo_so,LIB,65.52422735745597,12.854583243108383,52.67,67.1988,1,True,STY_lo_id,2,AK
LBR_lo_so,STY_lo_id,29.642813747271383,48.73599685329298,19.09,24.3601,7,True,STY_lo_id,2,AK
LIB,STY_lo_id,14.998954369072399,63.379856231491964,48.38,61.727,2,True,STY_lo_id,2,AK
CON_hi_id,CON_hi_pc,543.9902447539083,206.7335493127696,337.26,44.9242,3,True,STY_lo_id,4,AZ
CON_hi_id,DSA_lo_id,512.8168534224549,237.9069406442231,274.91,36.6193,4,True,STY_lo_id,4,AZ
CON_hi_id,LBR_lo_id,386.64512481119067,364.0786692554873,22.57,3.006,9,True,STY_lo_id,4,AZ
CON_hi_id,STY_lo_id,349.27308266883983,401.45071139783806,52.18,6.9503,8,True,STY_lo_id,4,AZ
CON_hi_pc,DSA_lo_id,502.5902614771867,248.13353258949127,254.46,33.8949,5,True,STY_lo_id,4,AZ
CON_hi_pc,LBR_lo_id,377.96784973151637,372.75594433516164,5.21,0.6943,10,True,STY_lo_id,4,AZ
CON_hi_pc,STY_lo_id,332.5739340610526,418.1498600056253,85.58,11.3991,7,True,STY_lo_id,4,AZ
DSA_lo_id,LBR_lo_id,140.4767533728478,610.2470406938302,469.77,62.5756,1,True,STY_lo_id,4,AZ
DSA_lo_id,STY_lo_id,158.47779002053363,592.2460040461444,433.77,57.78,2,True,STY_lo_id,4,AZ
LBR_lo_id,STY_lo_id,282.4785623135872,468.24523175309076,185.77,24.745,6,True,STY_lo_id,4,AZ
CON_hi_pc,CON_lo_pc,95.09747439714243,163.03715242985143,67.94,26.3195,1,True,STY_hi_pc,5,AR
CON_hi_pc,LBR_hi_so,117.51847861042513,140.61614821656872,23.1,8.9479,7,True,STY_hi_pc,5,AR
CON_hi_pc,POP_lo_id,117.1515103118221,140.9831165151718,23.83,9.2322,6,True,STY_hi_pc,5,AR
CON_hi_pc,STY_hi_pc,106.49439339926856,151.64023342772532,45.15,17.4893,4,True,STY_hi_pc,5,AR
CON_lo_pc,LBR_hi_so,130.34214969363595,127.79247713335792,2.55,0.9877,10,False,STY_hi_pc,5,AR
CON_lo_pc,POP_lo_id,101.40012598323601,156.73450084375787,55.33,21.4362,2,True,STY_hi_pc,5,AR
CON_lo_pc,STY_hi_pc,117.7208798664439,140.41374696055,22.69,8.7911,8,True,STY_hi_pc,5,AR
LBR_hi_so,POP_lo_id,133.52094042034574,124.61368640664813,8.91,3.4506,9,True,STY_hi_pc,5,AR
LBR_hi_so,STY_hi_pc,112.42885682356186,145.705770003432,33.28,12.8913,5,True,STY_hi_pc,5,AR
POP_lo_id,STY_hi_pc,105.15228461449996,152.9823422124939,47.83,18.5291,3,True,STY_hi_pc,5,AR
CON_hi_pc,CON_lo_pc,625.8740155325947,1855.8132415676887,1229.94,49.5606,1,True,STY_lo_id,6,CA
CON_hi_pc,LBR_lo_so,936.8575906336557,1544.8296664666277,607.97,24.4983,6,True,STY_lo_id,6,CA
CON_hi_pc,LIB,1241.6027433813993,1240.0845137188844,1.52,0.0612,10,True,STY_lo_id,6,CA
CON_hi_pc,STY_lo_id,721.7001749492531,1759.9870821510306,1038.29,41.8379,3,True,STY_lo_id,6,CA
CON_lo_pc,LBR_lo_so,1081.5190248414533,1400.1682322588301,318.65,12.84,8,True,STY_lo_id,6,CA
CON_lo_pc,LIB,1338.40563421579,1143.2816228844931,195.12,7.8626,9,True,STY_lo_id,6,CA
CON_lo_pc,STY_lo_id,921.9004272095563,1559.7868298907272,637.89,25.7037,5,True,STY_lo_id,6,CA
LBR_lo_so,LIB,1800.5935834412894,681.093673658994,1119.5,45.1104,2,True,STY_lo_id,6,CA
LBR_lo_so,STY_lo_id,1059.6995201958503,1421.9877369044332,362.29,14.5985,7,True,STY_lo_id,6,CA
LIB,STY_lo_id,756.4994721615299,1725.1877849387536,968.69,39.0335,4,True,STY_lo_id,6,CA
CON_hi_pc,LBR_lo_so,242.92226577517192,296.8222357993658,53.9,9.9862,9,True,STY_lo_id,8,CO
CON_hi_pc,LIB_lo_pc,279.1280350052882,260.6164665692495,18.51,3.4297,10,True,STY_lo_id,8,CO
CON_hi_pc,POP_hi_id,209.9410533511028,329.8034482234349,119.86,22.2072,5,True,STY_lo_id,8,CO
CON_hi_pc,STY_lo_id,195.69686971891318,344.04763185562456,148.35,27.4854,4,True,STY_lo_id,8,CO
LBR_lo_so,LIB_lo_pc,406.61290766824385,133.13159390629386,273.48,50.6687,1,True,STY_lo_id,8,CO
LBR_lo_so,POP_hi_id,302.59047593636603,237.15402563817167,65.44,12.1236,8,True,STY_lo_id,8,CO
LBR_lo_so,STY_lo_id,231.5730211667704,308.1714804077673,76.6,14.1916,7,True,STY_lo_id,8,CO
LIB_lo_pc,POP_hi_id,220.44206156205394,319.30244001248377,98.86,18.3161,6,True,STY_lo_id,8,CO
LIB_lo_pc,STY_lo_id,164.92567503257544,374.8188265419623,209.89,38.8875,2,True,STY_lo_id,8,CO
POP_hi_id,STY_lo_id,180.80801673326306,358.93648484127465,178.13,33.0024,3,True,STY_lo_id,8,CO
CON_hi_id,CON_lo_pc,94.70447600602739,223.67604298923135,128.97,40.5086,1,True,LBR_hi_so,9,CT
CON_hi_id,LBR_hi_so,117.05675134380952,201.3237676514492,84.27,26.4674,4,True,LBR_hi_so,9,CT
CON_hi_id,LIB,161.17654855268245,157.2039704425763,3.97,1.2477,10,True,LBR_hi_so,9,CT
CON_hi_id,STY_lo_id,119.87879483687878,198.50172415837994,78.62,24.6946,5,True,LBR_hi_so,9,CT
CON_lo_pc,LBR_hi_so,129.64587132898345,188.7346476662753,59.09,18.5592,7,True,LBR_hi_so,9,CT
CON_lo_pc,LIB,168.93823142010262,149.44228757515612,19.5,6.1235,8,True,LBR_hi_so,9,CT
CON_lo_pc,STY_lo_id,129.57826238593373,188.802256609325,59.22,18.6016,6,True,LBR_hi_so,9,CT
LBR_hi_so,LIB,221.47408573028497,96.90643326497371,124.57,39.1254,2,True,LBR_hi_so,9,CT
LBR_hi_so,STY_lo_id,163.55292369360626,154.82759530165242,8.73,2.7405,9,True,LBR_hi_so,9,CT
LIB,STY_lo_id,109.05122079516033,209.32929820009838,100.28,31.4963,3,True,LBR_hi_so,9,CT
CON_hi_pc,CON_lo_pc,32.42863586976147,106.00613377776486,73.58,53.1496,3,True,LBR_hi_so,10,DE
CON_hi_pc,LBR_hi_so,43.32074887329504,95.1140207742313,51.79,37.4135,6,True,LBR_hi_so,10,DE
CON_hi_pc,LBR_lo_id,49.256815319408126,89.1779543281182,39.92,28.8375,8,True,LBR_hi_so,10,DE
CON_hi_pc,OAO,106.72464447323348,31.710125174292852,75.01,54.1876,2,True,LBR_hi_so,10,DE
CON_lo_pc,LBR_hi_so,63.838929335058616,74.5958403124677,10.76,7.7704,9,True,LBR_hi_so,10,DE
CON_lo_pc,LBR_lo_id,70.29339186669678,68.14137778082956,2.15,1.5545,10,True,LBR_hi_so,10,DE
