party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,110,67,27,204,23.37
1,Labor,113,60,19,192,21.99
5,Populist,66,52,19,137,15.69
6,Civic Union Party,56,39,13,108,12.37
4,Liberal,67,27,6,100,11.45
3,Nationalist,21,23,12,56,6.41
8,DSA,20,11,2,33,3.78
7,Order and Opportunity Party,14,7,3,24,2.75
9,Progressive,14,4,1,19,2.18
