party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,110,67,28,205,23.48
1,Labor,114,60,19,193,22.11
5,Populist,68,52,19,139,15.92
6,Civic Union Party,55,39,13,107,12.26
4,Liberal,66,27,6,99,11.34
3,Nationalist,21,24,11,56,6.41
8,DSA,20,10,2,32,3.67
7,Order and Opportunity Party,14,7,3,24,2.75
9,Progressive,13,4,1,18,2.06
