party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,78,64,19,161,22.36
1,Labor,67,45,11,123,17.08
4,Liberal,61,26,10,97,13.47
3,Nationalist,35,39,6,80,11.11
5,Populist,27,30,11,68,9.44
6,Civic Union Party,33,25,3,61,8.47
2,Solidarity,35,17,1,53,7.36
9,Progressive,22,12,3,37,5.14
8,DSA,16,6,1,23,3.19
7,Order and Opportunity Party,10,6,1,17,2.36
