party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,156,94,54,304,21.71
1,Labor,131,67,29,227,16.21
4,Liberal,111,45,20,176,12.57
3,Nationalist,77,55,18,150,10.71
5,Populist,66,42,23,131,9.36
2,Solidarity,68,44,9,121,8.64
6,Civic Union Party,55,37,19,111,7.93
9,Progressive,52,17,12,81,5.79
8,DSA,33,14,5,52,3.71
7,Order and Opportunity Party,31,11,5,47,3.36
