variable,domain,type,stat_label,question,overall,CON,CON_hi_id,CON_lo_id,CON_hi_pc,CON_lo_pc,LBR,LBR_hi_so,LBR_lo_so,LBR_hi_id,LBR_lo_id,LBR_hi_pc,LBR_lo_pc,STY,STY_hi_so,STY_lo_so,STY_hi_id,STY_lo_id,STY_hi_pc,STY_lo_pc,NAT,NAT_hi_id,NAT_lo_id,LIB,LIB_hi_pc,LIB_lo_pc,POP,POP_hi_id,POP_lo_id,POP_hi_pc,POP_lo_pc,CUP,CUP_hi_pc,CUP_lo_pc,DSA,DSA_hi_id,DSA_lo_id,PRG,OAO,factor_sensitive_so,factor_sensitive_es,factor_sensitive_rt,factor_sensitive_pc
CC24_441g,Racial & Gender,likert5_dist,% Agree,Whites don't understand the problems African Americans face,25.71,20.28,18.9271,21.6329,18.3314,22.2286,32.11,31.1238,33.0962,30.7571,33.4629,30.1614,34.0586,26.85,25.8638,27.8362,25.4971,28.2029,24.9014,28.7986,5.68,4.3271,7.0329,32.09,30.1414,34.0386,15.91,14.5571,17.2629,13.9614,17.8586,28.07,26.1214,30.0186,23.66,22.3071,25.0129,33.25,31.46,False,False,False,False
CC24_441g,Racial & Gender,likert5_dist,% Neither,Whites don't understand the problems African Americans face,27.04,34.56,35.4426,33.6774,36.0683,33.0517,29.65,31.4582,27.8418,30.5326,28.7674,31.1583,28.1417,30.13,31.9382,28.3218,31.0126,29.2474,31.6383,28.6217,29.02,29.9026,28.1374,16.72,18.2283,15.2117,33.59,34.4726,32.7074,35.0983,32.0817,22.86,24.3683,21.3517,12.7,13.5826,11.8174,6.17,31.25,False,False,False,False
CC24_441g,Racial & Gender,likert5_dist,% Disagree,Whites don't understand the problems African Americans face,7.99,13.63,13.8428,13.4172,14.8752,12.3848,4.52,5.7022,3.3378,4.7328,4.3072,5.7652,3.2748,6.02,7.2022,4.8378,6.2328,5.8072,7.2652,4.7748,19.23,19.4428,19.0172,5.37,6.6152,4.1248,10.78,10.9928,10.5672,12.0252,9.5348,12.08,13.3252,10.8348,1.0,1.2128,0.7872,1.14,8.21,False,False,False,False
CC24_441g,Racial & Gender,likert5_dist,% Strongly Disagree,Whites don't understand the problems African Americans face,9.19,14.97,16.2112,13.7288,18.0992,11.8408,2.4,4.3804,0.4196,3.6412,1.1588,5.5292,-0.7292,3.76,5.7404,1.7796,5.0012,2.5188,6.8892,0.6308,44.51,45.7512,43.2688,3.18,6.3092,0.0508,21.61,22.8512,20.3688,24.7392,18.4808,12.81,15.9392,9.6808,1.16,2.4012,-0.0812,0.46,2.25,False,False,False,False
CC24_445a,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Race in admissions violates Equal Protection (Agree/Disagree),67.4348,84.8388,86.5727,83.1049,89.9479,79.7297,55.6298,61.1461,50.1135,57.3637,53.8959,60.7389,50.5207,71.2793,76.7956,65.763,73.0132,69.5454,76.3884,66.1702,91.0881,92.822,89.3542,41.635,46.7441,36.5259,83.6675,85.4014,81.9336,88.7766,78.5584,79.6506,84.7597,74.5415,30.5111,32.245,28.7772,15.0246,76.3065,False,False,False,False
CC24_445b,Racial & Gender,binary_agree,% Agreeing,SCOTUS: Constitution doesn't protect abortion; Roe overruled (Agree/Disagree),53.2276,79.4661,82.0619,76.8703,86.5591,72.3731,31.314,37.6461,24.9819,33.9098,28.7182,38.407,24.221,51.2356,57.5677,44.9035,53.8314,48.6398,58.3286,44.1426,94.9028,97.4986,92.307,17.128,24.221,10.035,76.8646,79.4604,74.2688,83.9576,69.7716,64.6591,71.7521,57.5661,10.3602,12.956,7.7644,4.9538,48.7106,False,False,False,False
CC24_421_1,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Elections in the U.S. are fair,2.3653,2.3808,2.5487,2.2129,2.4623,2.2993,2.3782,2.3623,2.3941,2.5461,2.2103,2.4597,2.2967,3.0445,3.0286,3.0604,3.2124,2.8766,3.126,2.963,2.8104,2.9783,2.6425,1.4053,1.4868,1.3238,3.0863,3.2542,2.9184,3.1678,3.0048,1.4932,1.5747,1.4117,3.2445,3.4124,3.0766,1.6584,1.6007,False,False,False,False
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Agree,Elections in the U.S. are fair,25.05,13.55,7.9534,19.1466,10.2816,16.8184,18.87,18.6116,19.1284,13.2734,24.4666,15.6016,22.1384,9.13,8.8716,9.3884,3.5334,14.7266,5.8616,12.3984,7.84,2.2434,13.4366,67.53,64.2616,70.7984,5.47,-0.1266,11.0666,2.2016,8.7384,58.5,55.2316,61.7684,4.03,-1.5666,9.6266,49.95,50.63,False,False,False,False
CC24_421_1,Elections & Trust,likert5_dist,% Agree,Elections in the U.S. are fair,37.79,50.43,49.9298,50.9302,50.7708,50.0892,42.96,43.8277,42.0923,42.4598,43.4602,43.3008,42.6192,26.39,27.2577,25.5223,25.8898,26.8902,26.7308,26.0492,40.1,39.5998,40.6002,27.02,27.3608,26.6792,30.9,30.3998,31.4002,31.2408,30.5592,35.31,35.6508,34.9692,28.73,28.2298,29.2302,40.83,41.59,False,False,False,False
CC24_421_1,Elections & Trust,likert5_dist,% Neither,Elections in the U.S. are fair,18.62,22.27,24.6809,19.8591,23.7003,20.8397,22.97,23.1694,22.7706,25.3809,20.5591,24.4003,21.5397,31.12,31.3194,30.9206,33.5309,28.7091,32.5503,29.6897,22.89,25.3009,20.4791,3.2,4.6303,1.7697,27.32,29.7309,24.9091,28.7503,25.8897,4.69,6.1203,3.2597,21.27,23.6809,18.8591,4.53,5.42,False,False,False,False
CC24_421_1,Elections & Trust,likert5_dist,% Disagree,Elections in the U.S. are fair,12.63,11.87,14.1441,9.5959,12.9118,10.8282,11.89,11.5139,12.2661,14.1641,9.6159,12.9318,10.8482,17.58,17.2039,17.9561,19.8541,15.3059,18.6218,16.5382,21.53,23.8041,19.2559,1.88,2.9218,0.8382,22.14,24.4141,19.8659,23.1818,21.0982,1.37,2.4118,0.3282,30.73,33.0041,28.4559,2.82,1.78,False,False,False,False
CC24_421_1,Elections & Trust,likert5_dist,% Strongly Disagree,Elections in the U.S. are fair,5.9,1.88,3.2917,0.4683,2.3353,1.4247,3.32,2.8867,3.7533,4.7317,1.9083,3.7753,2.8647,15.76,15.3267,16.1933,17.1717,14.3483,16.2153,15.3047,7.65,9.0617,6.2383,0.36,0.8153,-0.0953,14.16,15.5717,12.7483,14.6153,13.7047,0.13,0.5853,-0.3253,15.25,16.6617,13.8383,1.88,0.57,False,False,False,False
CC24_421_2,Elections & Trust,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",2024 state/local election was fair,1.9098,1.8351,2.0097,1.6605,1.9304,1.7398,1.8687,1.8702,1.8672,2.0433,1.6941,1.964,1.7734,2.8158,2.8173,2.8143,2.9904,2.6412,2.9111,2.7205,2.3298,2.5044,2.1552,1.0048,1.1001,0.9095,2.8203,2.9949,2.6457,2.9156,2.725,1.0312,1.1265,0.9359,2.4948,2.6694,2.3202,1.0109,1.2437,False,False,False,False
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Agree,2024 state/local election was fair,45.45,36.38,27.765,44.995,32.0332,40.7268,32.8,32.4006,33.1994,24.185,41.415,28.4532,37.1468,11.83,11.4306,12.2294,3.215,20.445,7.4832,16.1768,29.57,20.955,38.185,99.52,95.1732,103.8668,12.23,3.615,20.845,7.8832,16.5768,96.88,92.5332,101.2268,11.87,3.255,20.485,98.91,75.63,False,False,False,False
CC24_421_2,Elections & Trust,likert5_dist,% Agree,2024 state/local election was fair,29.21,44.67,47.6426,41.6974,45.9791,43.3609,47.65,48.3258,46.9742,50.6226,44.6774,48.9591,46.3409,27.22,27.8958,26.5442,30.1926,24.2474,28.5291,25.9109,33.17,36.1426,30.1974,0.48,1.7891,-0.8291,29.78,32.7526,26.8074,31.0891,28.4709,3.12,4.4291,1.8109,45.9,48.8726,42.9274,1.09,24.37,False,False,False,False
CC24_421_2,Elections & Trust,likert5_dist,% Neither,2024 state/local election was fair,17.39,18.03,21.3906,14.6694,19.5315,16.5285,19.45,19.1551,19.7449,22.8106,16.0894,20.9515,17.9485,38.72,38.4251,39.0149,42.0806,35.3594,40.2215,37.2185,18.59,21.9506,15.2294,0.0,1.5015,-1.5015,32.34,35.7006,28.9794,33.8415,30.8385,0.0,1.5015,-1.5015,27.73,31.0906,24.3694,0.0,0.0,False,False,False,False
CC24_421_2,Elections & Trust,likert5_dist,% Disagree,2024 state/local election was fair,4.8,0.9,2.2641,-0.4641,1.8279,-0.0279,0.1,0.1084,0.0916,1.4641,-1.2641,1.0279,-0.8279,12.03,12.0384,12.0216,13.3941,10.6659,12.9579,11.1021,12.05,13.4141,10.6859,0.0,0.9279,-0.9279,15.05,16.4141,13.6859,15.9779,14.1221,0.0,0.9279,-0.9279,9.9,11.2641,8.5359,0.0,0.0,False,False,False,False
CC24_421_2,Elections & Trust,likert5_dist,% Strongly Disagree,2024 state/local election was fair,3.15,0.02,0.9383,-0.8983,0.6281,-0.5881,0.0,0.0095,-0.0095,0.9183,-0.9183,0.6081,-0.6081,10.21,10.2195,10.2005,11.1283,9.2917,10.8181,9.6019,6.62,7.5383,5.7017,0.0,0.6081,-0.6081,10.6,11.5183,9.6817,11.2081,9.9919,0.0,0.6081,-0.6081,4.61,5.5283,3.6917,0.0,0.0,False,False,False,False
CC24_423,Elections & Trust,trust,Weighted mean,Trust in federal government (1=Great deal … 4=None at all),2.7066,2.7572,2.8209,2.6935,2.8004,2.714,2.5967,2.5938,2.5996,2.6604,2.533,2.6399,2.5535,2.7274,2.7245,2.7303,2.7911,2.6637,2.7706,2.6842,3.1769,3.2406,3.1132,2.4015,2.4447,2.3583,3.0608,3.1245,2.9971,3.104,3.0176,2.1954,2.2386,2.1522,3.0138,3.0775,2.9501,2.6714,2.3972,False,False,False,False
CC24_423,Elections & Trust,trust_dist,% Great deal,Trust in federal government (1=Great deal … 4=None at all),6.11,3.15,2.1559,4.1441,2.7907,3.5093,6.19,6.3869,5.9931,5.1959,7.1841,5.8307,6.5493,5.5,5.6969,5.3031,4.5059,6.4941,5.1407,5.8593,0.58,-0.4141,1.5741,10.8,10.4407,11.1593,3.06,2.0659,4.0541,2.7007,3.4193,21.09,20.7307,21.4493,1.03,0.0359,2.0241,4.29,8.36,False,False,False,False
CC24_423,Elections & Trust,trust_dist,% Fair amount,Trust in federal government (1=Great deal … 4=None at all),31.94,30.1,27.5794,32.6206,28.0716,32.1284,37.91,37.9011,37.9189,35.3894,40.4306,35.8816,39.9384,33.19,33.1811,33.1989,30.6694,35.7106,31.1616,35.2184,11.9,9.3794,14.4206,45.55,43.5216,47.5784,16.52,13.9994,19.0406,14.4916,18.5484,44.12,42.0916,46.1484,18.12,15.5994,20.6406,35.92,48.31,False,False,False,False
CC24_423,Elections & Trust,trust_dist,% Not very much,Trust in federal government (1=Great deal … 4=None at all),47.11,54.62,56.2782,52.9618,55.4382,53.8018,45.92,45.6407,46.1993,47.5782,44.2618,46.7382,45.1018,44.39,44.1107,44.6693,46.0482,42.7318,45.2082,43.5718,56.76,58.4182,55.1018,36.34,37.1582,35.5218,51.7,53.3582,50.0418,52.5182,50.8818,28.95,29.7682,28.1318,59.29,60.9482,57.6318,48.16,38.56,False,False,False,False
CC24_423,Elections & Trust,trust_dist,% None at all,Trust in federal government (1=Great deal … 4=None at all),14.83,12.13,13.9868,10.2732,13.6999,10.5601,9.97,10.0611,9.8789,11.8268,8.1132,11.5399,8.4001,16.92,17.0111,16.8289,18.7768,15.0632,18.4899,15.3501,30.76,32.6168,28.9032,7.31,8.8799,5.7401,28.72,30.5768,26.8632,30.2899,27.1501,5.84,7.4099,4.2701,21.56,23.4168,19.7032,11.63,4.76,False,False,False,False
CC24_424,Elections & Trust,trust,Weighted mean,Trust in state government (1=Great deal … 4=None at all),2.4493,2.4074,2.482,2.3328,2.4492,2.3656,2.3903,2.3849,2.3957,2.4649,2.3157,2.4321,2.3485,2.6656,2.6602,2.671,2.7402,2.591,2.7074,2.6238,2.7697,2.8443,2.6951,2.1221,2.1639,2.0803,2.8783,2.9529,2.8037,2.9201,2.8365,2.0054,2.0472,1.9636,2.8161,2.8907,2.7415,2.2008,2.122,False,False,False,False
CC24_424,Elections & Trust,trust_dist,% Great deal,Trust in state government (1=Great deal … 4=None at all),12.9,12.6,10.8002,14.3998,11.8646,13.3354,11.54,11.7558,11.3242,9.7402,13.3398,10.8046,12.2754,7.0,7.2158,6.7842,5.2002,8.7998,6.2646,7.7354,7.8,6.0002,9.5998,21.39,20.6546,22.1254,4.1,2.3002,5.8998,3.3646,4.8354,28.99,28.2546,29.7254,4.76,2.9602,6.5598,17.82,18.1,False,False,False,False
CC24_424,Elections & Trust,trust_dist,% Fair amount,Trust in state government (1=Great deal … 4=None at all),42.36,44.0,42.1455,45.8545,42.7255,45.2745,46.49,46.5744,46.4056,44.6355,48.3445,45.2155,47.7645,37.28,37.3644,37.1956,35.4255,39.1345,36.0055,38.5545,33.69,31.8355,35.5445,50.79,49.5155,52.0645,30.64,28.7855,32.4945,29.3655,31.9145,45.67,44.3955,46.9445,31.34,29.4855,33.1945,50.97,54.52,False,False,False,False
CC24_424,Elections & Trust,trust_dist,% Not very much,Trust in state government (1=Great deal … 4=None at all),31.65,33.45,35.0977,31.8023,34.0275,32.8725,33.37,33.0921,33.6479,35.0177,31.7223,33.9475,32.7925,37.87,37.5921,38.1479,39.5177,36.2223,38.4475,37.2925,32.25,33.8977,30.6023,22.05,22.6275,21.4725,38.59,40.2377,36.9423,39.1675,38.0125,21.17,21.7475,20.5925,41.42,43.0677,39.7723,24.53,24.46,False,False,False,False
CC24_424,Elections & Trust,trust_dist,% None at all,Trust in state government (1=Great deal … 4=None at all),13.09,9.94,11.9457,7.9343,11.3723,8.5077,8.6,8.5778,8.6222,10.6057,6.5943,10.0323,7.1677,17.85,17.8278,17.8722,19.8557,15.8443,19.2823,16.4177,26.26,28.2657,24.2543,5.78,7.2123,4.3477,26.67,28.6757,24.6643,28.1023,25.2377,4.18,5.6123,2.7477,22.47,24.4757,20.4643,6.68,2.92,False,False,False,False
CC24_312a,Approval,approval4,Weighted mean,Job approval — President Biden,2.8887,3.674,3.7728,3.5752,3.8609,3.4871,2.1854,2.3201,2.0507,2.2842,2.0866,2.3723,1.9985,2.7118,2.8465,2.5771,2.8106,2.613,2.8987,2.5249,3.9723,4.0711,3.8735,1.7032,1.8901,1.5163,3.7169,3.8157,3.6181,3.9038,3.53,3.0209,3.2078,2.834,2.3321,2.4309,2.2333,1.8576,2.4678,False,False,False,False
CC24_312a,Approval,approval4_dist,% Strongly approve,Job approval — President Biden,16.69,3.0,0.753,5.247,-0.17,6.17,26.59,24.6041,28.5759,24.343,28.837,23.42,29.76,17.08,15.0941,19.0659,14.833,19.327,13.91,20.25,0.08,-2.167,2.327,45.84,42.67,49.01,2.43,0.183,4.677,-0.74,5.6,14.15,10.98,17.32,17.8,15.553,20.047,35.4,25.31,False,False,False,False
CC24_312a,Approval,approval4_dist,% Somewhat approve,Job approval — President Biden,24.53,7.53,5.8847,9.1753,3.2878,11.7722,42.12,38.7064,45.5336,40.4747,43.7653,37.8778,46.3622,28.34,24.9264,31.7536,26.6947,29.9853,24.0978,32.5822,0.19,-1.4553,1.8353,42.1,37.8578,46.3422,6.23,4.5847,7.8753,1.9878,10.4722,19.64,15.3978,23.8822,47.5,45.8547,49.1453,48.85,33.22,False,False,False,False
CC24_312a,Approval,approval4_dist,% Somewhat disapprove,Job approval — President Biden,11.99,8.55,8.7022,8.3978,7.85,9.25,17.44,16.7574,18.1226,17.5922,17.2878,16.74,18.14,20.89,20.2074,21.5726,21.0422,20.7378,20.19,21.59,2.14,2.2922,1.9878,7.96,7.26,8.66,8.55,8.7022,8.3978,7.85,9.25,16.19,15.49,16.89,18.4,18.5522,18.2478,10.32,10.85,False,False,False,False
CC24_312a,Approval,approval4_dist,% Strongly disapprove,Job approval — President Biden,46.78,80.92,84.6597,77.1803,89.0316,72.8084,13.85,19.9318,7.7682,17.5897,10.1103,21.9616,5.7384,33.68,39.7618,27.5982,37.4197,29.9403,41.7916,25.5684,97.59,101.3297,93.8503,4.1,12.2116,-4.0116,82.78,86.5197,79.0403,90.8916,74.6684,50.02,58.1316,41.9084,16.31,20.0497,12.5703,5.43,30.62,False,False,False,False
CC24_312b,Approval,approval4,Weighted mean,Job approval — U.S. Congress,3.076,3.0242,3.0398,3.0086,3.0259,3.0225,3.061,3.0415,3.0805,3.0766,3.0454,3.0627,3.0593,2.9039,2.8844,2.9234,2.9195,2.8883,2.9056,2.9022,3.2271,3.2427,3.2115,3.1679,3.1696,3.1662,3.2644,3.28,3.2488,3.2661,3.2627,2.786,2.7877,2.7843,3.2994,3.315,3.2838,3.2843,2.8941,False,False,False,False
CC24_312b,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Congress,2.54,1.85,1.6696,2.0304,1.8305,1.8695,2.24,2.4116,2.0684,2.0596,2.4204,2.2205,2.2595,4.89,5.0616,4.7184,4.7096,5.0704,4.8705,4.9095,0.52,0.3396,0.7004,1.95,1.9305,1.9695,1.66,1.4796,1.8404,1.6405,1.6795,7.35,7.3305,7.3695,0.4,0.2196,0.5804,0.38,4.28,False,False,False,False
CC24_312b,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Congress,20.68,20.77,20.2381,21.3019,20.6462,20.8938,22.04,22.6605,21.4195,21.5081,22.5719,21.9162,22.1638,28.63,29.2505,28.0095,28.0981,29.1619,28.5062,28.7538,15.14,14.6081,15.6719,19.01,18.8862,19.1338,13.79,13.2581,14.3219,13.6662,13.9138,30.94,30.8162,31.0638,12.62,12.0881,13.1519,12.41,26.89,False,False,False,False
CC24_312b,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Congress,43.42,50.49,50.5323,50.4477,50.6316,50.3484,43.07,43.2692,42.8708,43.1123,43.0277,43.2116,42.9284,37.67,37.8692,37.4708,37.7123,37.6277,37.8116,37.5284,45.45,45.4923,45.4077,39.33,39.4716,39.1884,41.0,41.0423,40.9577,41.1416,40.8584,37.48,37.6216,37.3384,43.61,43.6523,43.5677,45.62,43.97,False,False,False,False
CC24_312b,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Congress,33.36,26.89,27.5596,26.2204,26.8918,26.8882,32.64,31.6489,33.6311,33.3096,31.9704,32.6418,32.6382,28.8,27.8089,29.7911,29.4696,28.1304,28.8018,28.7982,38.89,39.5596,38.2204,39.71,39.7118,39.7082,43.55,44.2196,42.8804,43.5518,43.5482,24.23,24.2318,24.2282,43.37,44.0396,42.7004,41.59,24.86,False,False,False,False
CC24_312c,Approval,approval4,Weighted mean,Job approval — U.S. Supreme Court,2.8519,2.214,2.1702,2.2578,2.0633,2.3647,3.3809,3.2421,3.5197,3.3371,3.4247,3.2302,3.5316,2.9346,2.7958,3.0734,2.8908,2.9784,2.7839,3.0853,1.9229,1.8791,1.9667,3.6724,3.5217,3.8231,2.519,2.4752,2.5628,2.3683,2.6697,2.4258,2.2751,2.5765,3.7648,3.721,3.8086,3.8393,2.9531,False,False,False,False
CC24_312c,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Supreme Court,11.79,21.92,22.2917,21.5483,24.0398,19.8002,2.47,4.4205,0.5195,2.8417,2.0983,4.5898,0.3502,6.85,8.8005,4.8995,7.2217,6.4783,8.9698,4.7302,28.44,28.8117,28.0683,1.2,3.3198,-0.9198,12.73,13.1017,12.3583,14.8498,10.6102,19.31,21.4298,17.1902,0.34,0.7117,-0.0317,0.09,9.36,False,False,False,False
CC24_312c,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Supreme Court,30.14,47.65,49.2985,46.0015,52.1424,43.1576,15.38,19.2561,11.5039,17.0285,13.7315,19.8724,10.8876,29.08,32.9561,25.2039,30.7285,27.4315,33.5724,24.5876,56.18,57.8285,54.5315,5.06,9.5524,0.5676,45.41,47.0585,43.7615,49.9024,40.9176,39.08,43.5724,34.5876,4.1,5.7485,2.4515,2.77,25.73,False,False,False,False
CC24_312c,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Supreme Court,19.16,17.54,17.506,17.574,17.2629,17.8171,23.75,24.0263,23.4737,23.716,23.784,23.4729,24.0271,27.83,28.1063,27.5537,27.796,27.864,27.5529,28.1071,10.04,10.006,10.074,19.04,18.7629,19.3171,19.1,19.066,19.134,18.8229,19.3771,21.33,21.0529,21.6071,14.28,14.246,14.314,10.27,25.15,False,False,False,False
CC24_312c,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Supreme Court,38.91,12.89,10.9038,14.8762,6.5555,19.2245,58.4,52.2976,64.5024,56.4138,60.3862,52.0655,64.7345,36.24,30.1376,42.3424,34.2538,38.2262,29.9055,42.5745,5.34,3.3538,7.3262,74.7,68.3655,81.0345,22.77,20.7838,24.7562,16.4355,29.1045,20.28,13.9455,26.6145,81.27,79.2838,83.2562,86.87,39.76,False,False,False,False
pew_churatd,Religion,ordinal,Weighted mean,Church attendance (1=More than once/week … 6=Never),4.3047,3.8983,3.8751,3.9215,3.7919,4.0047,4.8238,4.7152,4.9324,4.8006,4.847,4.7174,4.9302,3.9597,3.8511,4.0683,3.9365,3.9829,3.8533,4.0661,3.8532,3.83,3.8764,4.8051,4.6987,4.9115,4.1155,4.0923,4.1387,4.0091,4.2219,3.7676,3.6612,3.874,5.2493,5.2261,5.2725,5.166,4.3379,True,False,False,True
pew_churatd,Religion,ordinal_dist,% More than once/week,Church attendance (1=More than once/week … 6=Never),6.93,9.68,9.9679,9.3921,10.5442,8.8158,2.3,3.0365,1.5635,2.5879,2.0121,3.1642,1.4358,10.57,11.3065,9.8335,10.8579,10.2821,11.4342,9.7058,11.64,11.9279,11.3521,2.87,3.7342,2.0058,7.99,8.2779,7.7021,8.8542,7.1258,10.82,11.6842,9.9558,0.79,1.0779,0.5021,0.87,4.94,False,False,False,False
pew_churatd,Religion,ordinal_dist,% Once/week,Church attendance (1=More than once/week … 6=Never),16.81,21.32,21.5425,21.0975,22.6044,20.0356,9.45,10.7978,8.1022,9.6725,9.2275,10.7344,8.1656,20.57,21.9178,19.2222,20.7925,20.3475,21.8544,19.2856,22.47,22.6925,22.2475,11.07,12.3544,9.7856,19.62,19.8425,19.3975,20.9044,18.3356,24.28,25.5644,22.9956,5.72,5.9425,5.4975,6.59,17.57,False,False,False,False
pew_churatd,Religion,ordinal_dist,% 1–2x/month,Church attendance (1=More than once/week … 6=Never),6.59,8.21,8.1692,8.2508,8.421,7.999,5.53,5.8551,5.2049,5.4892,5.5708,5.741,5.319,7.41,7.7351,7.0849,7.3692,7.4508,7.621,7.199,6.1,6.0592,6.1408,5.64,5.851,5.429,6.91,6.8692,6.9508,7.121,6.699,8.66,8.871,8.449,3.13,3.0892,3.1708,3.91,7.11,False,False,False,False
pew_churatd,Religion,ordinal_dist,% Few times/year,Church attendance (1=More than once/week … 6=Never),13.26,15.41,15.4602,15.3598,15.7594,15.0606,13.21,13.6249,12.7951,13.2602,13.1598,13.5594,12.8606,13.8,14.2149,13.3851,13.8502,13.7498,14.1494,13.4506,14.18,14.2302,14.1298,11.04,11.3894,10.6906,13.52,13.5702,13.4698,13.8694,13.1706,14.14,14.4894,13.7906,8.65,8.7002,8.5998,10.22,13.22,False,False,False,False
pew_churatd,Religion,ordinal_dist,% Seldom,Church attendance (1=More than once/week … 6=Never),21.34,21.04,21.0488,21.0312,20.8815,21.1985,25.3,25.2744,25.3256,25.3088,25.2912,25.1415,25.4585,19.08,19.0544,19.1056,19.0888,19.0712,18.9215,19.2385,19.92,19.9288,19.9112,21.87,21.7115,22.0285,22.2,22.2088,22.1912,22.0415,22.3585,17.78,17.6215,17.9385,21.56,21.5688,21.5512,20.55,23.44,False,False,False,False
pew_churatd,Religion,ordinal_dist,% Never,Church attendance (1=More than once/week … 6=Never),35.06,24.34,23.8108,24.8692,21.7886,26.8914,44.2,41.4004,46.9996,43.6708,44.7292,41.6486,46.7514,28.57,25.7704,31.3696,28.0408,29.0992,26.0186,31.1214,25.68,25.1508,26.2092,47.51,44.9586,50.0614,29.75,29.2208,30.2792,27.1986,32.3014,24.32,21.7686,26.8714,60.15,59.6208,60.6792,57.87,33.71,False,False,False,False
pew_religimp,Religion,ordinal,Weighted mean,Importance of religion (1=Very important … 4=Not at all important),2.2895,1.8674,1.8422,1.8926,1.7582,1.9766,2.6814,2.563,2.7998,2.6562,2.7066,2.5722,2.7906,2.0918,1.9734,2.2102,2.0666,2.117,1.9826,2.201,1.8132,1.788,1.8384,2.7807,2.6715,2.8899,2.0313,2.0061,2.0565,1.9221,2.1405,1.9027,1.7935,2.0119,3.2743,3.2491,3.2995,3.2704,2.1934,True,False,False,True
pew_religimp,Religion,ordinal_dist,% Very important,Importance of religion (1=Very important … 4=Not at all important),36.11,48.48,49.2888,47.6712,51.8604,45.0996,19.72,23.1115,16.3285,20.5288,18.9112,23.1004,16.3396,42.43,45.8215,39.0385,43.2388,41.6212,45.8104,39.0496,53.48,54.2888,52.6712,20.59,23.9704,17.2096,43.65,44.4588,42.8412,47.0304,40.2696,49.94,53.3204,46.5596,9.77,10.5788,8.9612,10.23,36.93,True,False,False,True
pew_religimp,Religion,ordinal_dist,% Somewhat important,Importance of religion (1=Very important … 4=Not at all important),23.67,27.37,27.4984,27.2416,28.0097,26.7303,25.8,26.7848,24.8152,25.9284,25.6716,26.4397,25.1603,25.18,26.1648,24.1952,25.3084,25.0516,25.8197,24.5403,23.18,23.3084,23.0516,20.7,21.3397,20.0603,26.05,26.1784,25.9216,26.6897,25.4103,22.8,23.4397,22.1603,12.29,12.4184,12.1616,14.27,26.69,False,False,False,False
pew_religimp,Religion,ordinal_dist,% Not too important,Importance of religion (1=Very important … 4=Not at all important),15.38,13.08,12.9178,13.2422,12.58,13.58,21.12,20.8192,21.4208,20.9578,21.2822,20.62,21.62,13.17,12.8692,13.4708,13.0078,13.3322,12.67,13.67,11.88,11.7178,12.0422,18.76,18.26,19.26,13.82,13.6578,13.9822,13.32,14.32,14.31,13.81,14.81,18.67,18.5078,18.8322,13.71,16.48,False,False,False,False
pew_religimp,Religion,ordinal_dist,% Not at all important,Importance of religion (1=Very important … 4=Not at all important),24.84,11.07,10.2952,11.8448,7.55,14.59,33.37,29.2947,37.4453,32.5952,34.1448,29.85,36.89,19.22,15.1447,23.2953,18.4452,19.9948,15.7,22.74,11.46,10.6852,12.2348,39.95,36.43,43.47,16.48,15.7052,17.2548,12.96,20.0,12.95,9.43,16.47,59.27,58.4952,60.0448,61.78,19.9,True,False,False,True
pew_bornagain,Religion,binary,% Supporting,Born-again or evangelical Christian,31.2824,42.5602,43.6471,41.4733,45.8989,39.2215,19.1665,22.3441,15.9889,20.2534,18.0796,22.5052,15.8278,37.7053,40.8829,34.5277,38.7922,36.6184,41.044,34.3666,47.6868,48.7737,46.5999,14.1411,17.4798,10.8024,39.8736,40.9605,38.7867,43.2123,36.5349,43.0441,46.3828,39.7054,7.2874,8.3743,6.2005,4.2843,29.7182,True,False,False,True
ideo5,Demographics,ordinal,Weighted mean,Ideological self-identification (1=Very Liberal … 5=Very Conservative),3.0532,3.8076,3.8677,3.7475,4.0099,3.6053,2.4795,2.6722,2.2868,2.5396,2.4194,2.6818,2.2772,2.9469,3.1396,2.7542,3.007,2.8868,3.1492,2.7446,4.2101,4.2702,4.15,2.1897,2.392,1.9874,3.7281,3.7882,3.668,3.9304,3.5258,3.3999,3.6022,3.1976,1.5715,1.6316,1.5114,1.6147,2.996,True,False,False,True
