variable,domain,type,stat_label,question,overall,CON,CON_hi_id,CON_lo_id,CON_hi_pc,CON_lo_pc,LBR,LBR_hi_so,LBR_lo_so,LBR_hi_id,LBR_lo_id,LBR_hi_pc,LBR_lo_pc,STY,STY_hi_so,STY_lo_so,STY_hi_id,STY_lo_id,STY_hi_pc,STY_lo_pc,NAT,NAT_hi_id,NAT_lo_id,LIB,LIB_hi_pc,LIB_lo_pc,POP,POP_hi_id,POP_lo_id,POP_hi_pc,POP_lo_pc,CUP,CUP_hi_pc,CUP_lo_pc,DSA,DSA_hi_id,DSA_lo_id,PRG,OAO,factor_sensitive_so,factor_sensitive_es,factor_sensitive_rt,factor_sensitive_pc
CC24_326f,Environment & Climate,binary,% Supporting,Prevent government from banning gas stoves,67.4904,78.2704,79.2704,77.2704,81.6943,74.8465,61.4964,64.9529,58.0399,62.4964,60.4964,64.9203,58.0725,62.1408,65.5973,58.6843,63.1408,61.1408,65.5647,58.7169,90.4861,91.4861,89.4861,56.6433,60.0672,53.2194,77.1006,78.1006,76.1006,80.5245,73.6767,71.5926,75.0165,68.1687,44.1319,45.1319,43.1319,36.8299,69.0016,True,False,False,True
CC24_328a,Healthcare & Housing,binary,% Supporting,Relax local zoning laws to allow more apartments/condos,50.2392,41.7546,40.2472,43.262,39.4012,44.108,55.0034,53.3206,56.6862,53.496,56.5108,52.65,57.3568,54.3716,52.6888,56.0544,52.8642,55.879,52.0182,56.725,34.7906,33.2832,36.298,63.0486,60.6952,65.402,40.223,38.7156,41.7304,37.8696,42.5764,51.2787,48.9253,53.6321,52.8005,51.2931,54.3079,69.6332,55.8466,False,False,False,False
CC24_328b,Healthcare & Housing,binary,% Supporting,Expand federal tax incentives for affordable housing,72.447,59.6047,57.427,61.7824,54.5919,64.6175,86.792,83.0926,90.4914,84.6143,88.9697,81.7792,91.8048,78.9586,75.2592,82.658,76.7809,81.1363,73.9458,83.9714,32.6072,30.4295,34.7849,92.8938,87.881,97.9066,53.0424,50.8647,55.2201,48.0296,58.0552,72.9798,67.967,77.9926,95.9166,93.7389,98.0943,96.6631,81.7823,True,False,False,True
CC24_328c,Healthcare & Housing,binary,% Supporting,Require able-bodied Medicaid recipients under 64 to work,53.2651,69.5243,70.0115,69.0371,72.9305,66.1181,44.5384,48.9139,40.1629,45.0256,44.0512,47.9446,41.1322,49.3468,53.7223,44.9713,49.834,48.8596,52.753,45.9406,72.7547,73.2419,72.2675,40.1937,43.5999,36.7875,58.3849,58.8721,57.8977,61.7911,54.9787,58.7486,62.1548,55.3424,22.0528,22.54,21.5656,17.1894,67.127,True,False,False,True
CC24_328d,Healthcare & Housing,binary,% Supporting,Repeal the Affordable Care Act,38.4834,62.1169,65.2254,59.0084,69.1843,55.0495,15.0659,20.4686,9.6632,18.1744,11.9574,22.1333,7.9985,33.492,38.8947,28.0893,36.6005,30.3835,40.5594,26.4246,85.7204,88.8289,82.6119,5.0445,12.1119,0.0,67.1593,70.2678,64.0508,74.2267,60.0919,41.3864,48.4538,34.319,3.5629,6.6714,0.4544,1.4684,25.3127,True,True,False,True
CC24_328e,Healthcare & Housing,binary,% Supporting,Expand Medicaid (income <$25k individual / <$40k family),78.6882,67.2118,65.3266,69.097,62.6657,71.7579,93.4622,90.1765,96.7479,91.577,95.3474,88.9161,98.0083,84.2906,81.0049,87.5763,82.4054,86.1758,79.7445,88.8367,38.0257,36.1405,39.9109,95.4068,90.8607,99.9529,65.8631,63.9779,67.7483,61.317,70.4092,79.1274,74.5813,83.6735,98.7615,96.8763,100.0,99.3276,88.5421,True,False,False,True
CC24_440a,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",White people have certain advantages because of their race,2.6905,3.5336,3.619,3.4482,3.7832,3.284,1.912,2.1278,1.6962,1.9974,1.8266,2.1616,1.6624,2.3041,2.5199,2.0883,2.3895,2.2187,2.5537,2.0545,4.3596,4.445,4.2742,1.6061,1.8557,1.3565,3.6628,3.7482,3.5774,3.9124,3.4132,2.9772,3.2268,2.7276,1.2612,1.3466,1.1758,1.2172,2.5245,False,False,False,False
CC24_440a,Racial & Gender,likert5_dist,% Strongly Agree,White people have certain advantages because of their race,29.03,6.85,5.3039,8.3961,1.0042,12.6958,40.08,33.825,46.335,38.5339,41.6261,34.2342,45.9258,32.29,26.035,38.545,30.7439,33.8361,26.4442,38.1358,0.86,-0.6861,2.4061,56.4,50.5542,62.2458,9.43,7.8839,10.9761,3.5842,15.2758,16.06,10.2142,21.9058,76.8,75.2539,78.3461,80.99,22.52,False,False,False,False
CC24_440a,Racial & Gender,likert5_dist,% Agree,White people have certain advantages because of their race,22.83,15.33,14.1864,16.4736,13.3903,17.2697,39.13,38.5343,39.7257,37.9864,40.2736,37.1903,41.0697,28.24,27.6443,28.8357,27.0964,29.3836,26.3003,30.1797,3.15,2.0064,4.2936,32.34,30.4003,34.2797,12.14,10.9964,13.2836,10.2003,14.0797,25.74,23.8003,27.6797,20.9,19.7564,22.0436,17.28,33.42,False,False,False,False
CC24_440a,Racial & Gender,likert5_dist,% Neither,White people have certain advantages because of their race,18.04,26.64,26.9839,26.2961,27.9979,25.2821,13.42,15.2678,11.5722,13.7639,13.0761,14.7779,12.0621,24.58,26.4278,22.7322,24.9239,24.2361,25.9379,23.2221,16.73,17.0739,16.3861,7.43,8.7879,6.0721,22.3,22.6439,21.9561,23.6579,20.9421,23.84,25.1979,22.4821,1.75,2.0939,1.4061,1.16,23.55,False,False,False,False
CC24_440a,Racial & Gender,likert5_dist,% Disagree,White people have certain advantages because of their race,10.27,19.96,20.3412,19.5788,21.4844,18.4356,4.28,5.8053,2.7547,4.6612,3.8988,5.8044,2.7556,6.54,8.0653,5.0147,6.9212,6.1588,8.0644,5.0156,17.66,18.0412,17.2788,1.89,3.4144,0.3656,14.97,15.3512,14.5888,16.4944,13.4456,13.13,14.6544,11.6056,0.47,0.8512,0.0888,0.19,10.11,False,False,False,False
CC24_440a,Racial & Gender,likert5_dist,% Strongly Disagree,White people have certain advantages because of their race,19.83,31.22,33.1842,29.2558,36.1223,26.3177,3.1,6.5768,-0.3768,5.0642,1.1358,8.0023,-1.8023,8.34,11.8168,4.8632,10.3042,6.3758,13.2423,3.4377,61.59,63.5542,59.6258,1.94,6.8423,-2.9623,41.16,43.1242,39.1958,46.0623,36.2577,21.22,26.1223,16.3177,0.08,2.0442,-1.8842,0.39,10.4,False,False,False,False
CC24_440b,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)","Racial problems in the U.S. are rare, isolated situations",3.4832,2.9101,2.8349,2.9853,2.6967,3.1235,4.0527,3.8751,4.2303,3.9775,4.1279,3.8393,4.2661,3.612,3.4344,3.7896,3.5368,3.6872,3.3986,3.8254,1.9846,1.9094,2.0598,4.3917,4.1783,4.6051,2.7983,2.7231,2.8735,2.5849,3.0117,3.1414,2.928,3.3548,4.7575,4.6823,4.8327,4.7779,3.7822,False,False,False,False
CC24_440b,Racial & Gender,likert5_dist,% Strongly Agree,"Racial problems in the U.S. are rare, isolated situations",9.59,12.13,13.3246,10.9354,14.8331,9.4269,1.69,3.3853,-0.0053,2.8846,0.4954,4.3931,-1.0131,6.26,7.9553,4.5647,7.4546,5.0654,8.9631,3.5569,37.33,38.5246,36.1354,0.14,2.8431,-2.5631,17.72,18.9146,16.5254,20.4231,15.0169,10.07,12.7731,7.3669,0.0,1.1946,-1.1946,0.0,2.21,False,False,False,False
CC24_440b,Racial & Gender,likert5_dist,% Agree,"Racial problems in the U.S. are rare, isolated situations",17.26,28.98,29.9653,27.9947,32.0853,25.8747,7.11,9.7221,4.4979,8.0953,6.1247,10.2153,4.0047,12.49,15.1021,9.8779,13.4753,11.5047,15.5953,9.3847,37.28,38.2653,36.2947,1.89,4.9953,-1.2153,27.56,28.5453,26.5747,30.6653,24.4547,24.28,27.3853,21.1747,0.04,1.0253,-0.9453,0.0,12.45,False,False,False,False
CC24_440b,Racial & Gender,likert5_dist,% Neither,"Racial problems in the U.S. are rare, isolated situations",17.16,25.12,25.7027,24.5373,26.6863,23.5537,13.28,14.9685,11.5915,13.8627,12.6973,14.8463,11.7137,23.36,25.0485,21.6715,23.9427,22.7773,24.9263,21.7937,16.58,17.1627,15.9973,7.89,9.4563,6.3237,24.51,25.0927,23.9273,26.0763,22.9437,22.94,24.5063,21.3737,0.89,1.4727,0.3073,0.07,16.1,False,False,False,False
CC24_440b,Racial & Gender,likert5_dist,% Disagree,"Racial problems in the U.S. are rare, isolated situations",27.21,23.28,21.9055,24.6545,21.3552,25.2048,40.09,39.8554,40.3246,38.7155,41.4645,38.1652,42.0148,29.57,29.3354,29.8046,28.1955,30.9445,27.6452,31.4948,7.23,5.8555,8.6045,38.83,36.9052,40.7548,17.6,16.2255,18.9745,15.6752,19.5248,26.84,24.9152,28.7648,22.36,20.9855,23.7345,22.07,43.39,False,False,False,False
CC24_440b,Racial & Gender,likert5_dist,% Strongly Disagree,"Racial problems in the U.S. are rare, isolated situations",28.78,10.48,9.0923,11.8677,5.03,15.93,37.83,32.0683,43.5917,36.4423,39.2177,32.38,43.28,28.32,22.5583,34.0817,26.9323,29.7077,22.87,33.77,1.58,0.1923,2.9677,51.26,45.81,56.71,12.62,11.2323,14.0077,7.17,18.07,15.86,10.41,21.31,76.71,75.3223,78.0977,77.86,25.85,False,False,False,False
CC24_440c,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women seek to gain power by getting control over men,3.5378,3.0973,3.0216,3.173,2.9208,3.2738,3.918,3.7676,4.0684,3.8423,3.9937,3.7415,4.0945,3.326,3.1756,3.4764,3.2503,3.4017,3.1495,3.5025,2.6119,2.5362,2.6876,4.4205,4.244,4.597,2.8228,2.7471,2.8985,2.6463,2.9993,3.2341,3.0576,3.4106,4.7164,4.6407,4.7921,4.8369,3.7537,False,False,False,False
CC24_440c,Racial & Gender,likert5_dist,% Strongly Agree,Women seek to gain power by getting control over men,7.14,8.44,9.1706,7.7094,9.9937,6.8863,2.19,3.2127,1.1673,2.9206,1.4594,3.7437,0.6363,7.74,8.7627,6.7173,8.4706,7.0094,9.2937,6.1863,18.68,19.4106,17.9494,0.76,2.3137,-0.7937,14.85,15.5806,14.1194,16.4037,13.2963,9.59,11.1437,8.0363,0.07,0.8006,-0.6606,0.0,3.18,False,False,False,False
CC24_440c,Racial & Gender,likert5_dist,% Agree,Women seek to gain power by getting control over men,15.54,22.43,23.5357,21.3243,24.9876,19.8724,8.93,10.9322,6.9278,10.0357,7.8243,11.4876,6.3724,16.76,18.7622,14.7578,17.8657,15.6543,19.3176,14.2024,30.24,31.3457,29.1343,2.69,5.2476,0.1324,26.22,27.3257,25.1143,28.7776,23.6624,19.62,22.1776,17.0624,0.36,1.4657,-0.7457,0.04,10.25,False,False,False,False
CC24_440c,Racial & Gender,likert5_dist,% Neither,Women seek to gain power by getting control over men,26.67,34.84,35.7667,33.9133,36.9334,32.7466,25.2,27.4957,22.9043,26.1267,24.2733,27.2934,23.1066,34.32,36.6157,32.0243,35.2467,33.3933,36.4134,32.2266,31.43,32.3567,30.5033,13.23,15.3234,11.1366,33.23,34.1567,32.3033,35.3234,31.1366,29.78,31.8734,27.6866,6.82,7.7467,5.8933,2.72,28.78,False,False,False,False
CC24_440c,Racial & Gender,likert5_dist,% Disagree,Women seek to gain power by getting control over men,17.71,19.53,19.0051,20.0549,19.1055,19.9545,22.25,22.6006,21.8994,21.7251,22.7749,21.8255,22.6745,17.54,17.8906,17.1894,17.0151,18.0649,17.1155,17.9645,10.51,9.9851,11.0349,20.37,19.9455,20.7945,13.17,12.6451,13.6949,12.7455,13.5945,19.83,19.4055,20.2545,13.36,12.8351,13.8849,10.76,23.6,False,False,False,False
CC24_440c,Racial & Gender,likert5_dist,% Strongly Disagree,Women seek to gain power by getting control over men,32.94,14.76,12.5219,16.9981,8.9797,20.5403,41.43,35.7589,47.1011,39.1919,43.6681,35.6497,47.2103,23.64,17.9689,29.3111,21.4019,25.8781,17.8597,29.4203,9.14,6.9019,11.3781,62.94,57.1597,68.7203,12.52,10.2819,14.7581,6.7397,18.3003,21.18,15.3997,26.9603,79.39,77.1519,81.6281,86.48,34.19,False,False,False,False
CC24_440d,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Women are too easily offended,3.2044,2.5764,2.501,2.6518,2.3746,2.7782,3.7287,3.5442,3.9132,3.6533,3.8041,3.5269,3.9305,3.1194,2.9349,3.3039,3.044,3.1948,2.9176,3.3212,2.0821,2.0067,2.1575,4.1691,3.9673,4.3709,2.4685,2.3931,2.5439,2.2667,2.6703,2.8954,2.6936,3.0972,4.5808,4.5054,4.6562,4.6985,3.272,False,False,False,False
CC24_440d,Racial & Gender,likert5_dist,% Strongly Agree,Women are too easily offended,12.16,17.09,18.2307,15.9493,19.7476,14.4324,3.43,5.287,1.573,4.5707,2.2893,6.0876,0.7724,10.4,12.257,8.543,11.5407,9.2593,13.0576,7.7424,33.5,34.6407,32.3593,1.56,4.2176,-1.0976,22.69,23.8307,21.5493,25.3476,20.0324,14.7,17.3576,12.0424,0.28,1.4207,-0.8607,0.08,6.0,False,False,False,False
CC24_440d,Racial & Gender,likert5_dist,% Agree,Women are too easily offended,22.7,34.93,35.8727,33.9873,37.7297,32.1303,14.04,16.7853,11.2947,14.9827,13.0973,16.8397,11.2403,22.34,25.0853,19.5947,23.2827,21.3973,25.1397,19.5403,35.69,36.6327,34.7473,7.62,10.4197,4.8203,32.76,33.7027,31.8173,35.5597,29.9603,28.29,31.0897,25.4903,3.51,4.4527,2.5673,0.77,23.3,False,False,False,False
CC24_440d,Racial & Gender,likert5_dist,% Neither,Women are too easily offended,23.45,27.89,28.329,27.451,29.0289,26.7511,23.74,25.3189,22.1611,24.179,23.301,24.8789,22.6011,31.05,32.6289,29.4711,31.489,30.611,32.1889,29.9111,22.8,23.239,22.361,15.79,16.9289,14.6511,27.48,27.919,27.041,28.6189,26.3411,25.0,26.1389,23.8611,7.46,7.899,7.021,6.66,28.87,False,False,False,False
CC24_440d,Racial & Gender,likert5_dist,% Disagree,Women are too easily offended,15.93,13.42,12.6941,14.1459,12.2902,14.5498,23.82,23.4485,24.1915,23.0941,24.5459,22.6902,24.9498,17.34,16.9685,17.7115,16.6141,18.0659,16.2102,18.4698,5.12,4.3941,5.8459,22.43,21.3002,23.5598,9.15,8.4241,9.8759,8.0202,10.2798,16.79,15.6602,17.9198,15.34,14.6141,16.0659,14.21,21.14,False,False,False,False
CC24_440d,Racial & Gender,likert5_dist,% Strongly Disagree,Women are too easily offended,25.76,6.67,4.8732,8.4668,1.2038,12.1362,34.97,29.1603,40.7797,33.1732,36.7668,29.5038,40.4362,18.87,13.0603,24.6797,17.0732,20.6668,13.4038,24.3362,2.89,1.0932,4.6868,52.61,47.1438,58.0762,7.92,6.1232,9.7168,2.4538,13.3862,15.22,9.7538,20.6862,73.4,71.6032,75.1968,78.28,20.68,False,False,False,False
CC24_441a,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Minorities should work their way up without special favors,2.7418,1.8511,1.7887,1.9135,1.617,2.0852,3.4333,3.1891,3.6775,3.3709,3.4957,3.1992,3.6674,2.8818,2.6376,3.126,2.8194,2.9442,2.6477,3.1159,1.4892,1.4268,1.5516,3.8451,3.611,4.0792,1.9589,1.8965,2.0213,1.7248,2.193,2.2248,1.9907,2.4589,4.4872,4.4248,4.5496,4.6341,2.4367,False,False,False,False
CC24_441a,Racial & Gender,likert5_dist,% Strongly Agree,Minorities should work their way up without special favors,27.84,45.52,47.0899,43.9501,50.6709,40.3691,7.78,12.2446,3.3154,9.3499,6.2101,12.9309,2.6291,18.16,22.6246,13.6954,19.7299,16.5901,23.3109,13.0091,65.64,67.2099,64.0701,5.13,10.2809,-0.0209,45.72,47.2899,44.1501,50.8709,40.5691,35.88,41.0309,30.7291,0.5,2.0699,-1.0699,0.69,26.19,False,False,False,False
CC24_441a,Racial & Gender,likert5_dist,% Agree,Minorities should work their way up without special favors,20.7,31.17,31.2192,31.1208,32.7068,29.6332,15.63,17.9852,13.2748,15.6792,15.5808,17.1668,14.0932,20.46,22.8152,18.1048,20.5092,20.4108,21.9968,18.9232,21.94,21.9892,21.8908,10.36,11.8968,8.8232,25.41,25.4592,25.3608,26.9468,23.8732,27.98,29.5168,26.4432,2.93,2.9792,2.8808,1.56,31.29,False,False,False,False
CC24_441a,Racial & Gender,likert5_dist,% Neither,Minorities should work their way up without special favors,19.78,17.97,18.3406,17.5994,18.1425,17.7975,26.83,27.4309,26.2291,27.2006,26.4594,27.0025,26.6575,32.69,33.2909,32.0891,33.0606,32.3194,32.8625,32.5175,10.95,11.3206,10.5794,16.62,16.7925,16.4475,20.85,21.2206,20.4794,21.0225,20.6775,20.83,21.0025,20.6575,9.56,9.9306,9.1894,4.59,22.7,False,False,False,False
CC24_441a,Racial & Gender,likert5_dist,% Disagree,Minorities should work their way up without special favors,12.79,3.38,2.4519,4.3081,1.2339,5.5261,24.99,23.2885,26.6915,24.0619,25.9181,22.8439,27.1361,12.42,10.7185,14.1215,11.4919,13.3481,10.2739,14.5661,0.82,-0.1081,1.7481,30.65,28.5039,32.7961,3.29,2.3619,4.2181,1.1439,5.4361,8.38,6.2339,10.5261,21.38,20.4519,22.3081,19.98,12.32,False,False,False,False
CC24_441a,Racial & Gender,likert5_dist,% Strongly Disagree,Minorities should work their way up without special favors,18.89,1.96,0.898,3.022,-2.7544,6.6744,24.77,19.0503,30.4897,23.708,25.832,20.0556,29.4844,16.27,10.5503,21.9897,15.208,17.332,11.5556,20.9844,0.65,-0.412,1.712,37.24,32.5256,41.9544,4.73,3.668,5.792,0.0156,9.4444,6.93,2.2156,11.6444,65.63,64.568,66.692,73.19,7.5,False,False,False,False
CC24_441b,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Slavery/discrimination makes it hard for Blacks to rise,2.9061,3.8116,3.887,3.7362,4.0545,3.5687,2.176,2.4056,1.9464,2.2514,2.1006,2.4189,1.9331,2.5874,2.817,2.3578,2.6628,2.512,2.8303,2.3445,4.4692,4.5446,4.3938,1.829,2.0719,1.5861,3.7137,3.7891,3.6383,3.9566,3.4708,3.1982,3.4411,2.9553,1.3499,1.4253,1.2745,1.2508,2.9616,False,False,False,False
CC24_441b,Racial & Gender,likert5_dist,% Strongly Agree,Slavery/discrimination makes it hard for Blacks to rise,24.54,4.68,3.3219,6.0381,-0.6445,10.0045,33.08,26.9685,39.1915,31.7219,34.4381,27.7555,38.4045,24.54,18.4285,30.6515,23.1819,25.8981,19.2155,29.8645,0.82,-0.5381,2.1781,47.43,42.1055,52.7545,7.47,6.1119,8.8281,2.1455,12.7945,14.11,8.7855,19.4345,72.59,71.2319,73.9481,78.77,13.62,False,False,False,False
CC24_441b,Racial & Gender,likert5_dist,% Agree,Slavery/discrimination makes it hard for Blacks to rise,21.68,12.69,11.5525,13.8275,10.6423,14.7377,36.06,35.1846,36.9354,34.9225,37.1975,34.0123,38.1077,25.76,24.8846,26.6354,24.6225,26.8975,23.7123,27.8077,3.42,2.2825,4.5575,35.24,33.1923,37.2877,12.38,11.2425,13.5175,10.3323,14.4277,22.93,20.8823,24.9777,22.56,21.4225,23.6975,18.88,30.67,False,False,False,False
CC24_441b,Racial & Gender,likert5_dist,% Neither,Slavery/discrimination makes it hard for Blacks to rise,15.46,17.7,18.263,17.137,18.4556,16.9444,16.43,17.4602,15.3998,16.993,15.867,17.1856,15.6744,26.75,27.7802,25.7198,27.313,26.187,27.5056,25.9944,9.14,9.703,8.577,7.86,8.6156,7.1044,21.33,21.893,20.767,22.0856,20.5744,17.3,18.0556,16.5444,3.15,3.713,2.587,1.23,18.66,False,False,False,False
CC24_441b,Racial & Gender,likert5_dist,% Disagree,Slavery/discrimination makes it hard for Blacks to rise,15.3,26.66,26.8356,26.4844,28.2976,25.0224,9.04,11.0892,6.9908,9.2156,8.8644,10.6776,7.4024,12.3,14.3492,10.2508,12.4756,12.1244,13.9376,10.6624,21.27,21.4456,21.0944,5.93,7.5676,4.2924,18.95,19.1256,18.7744,20.5876,17.3124,20.33,21.9676,18.6924,0.65,0.8256,0.4744,0.72,20.01,False,False,False,False
CC24_441b,Racial & Gender,likert5_dist,% Strongly Disagree,Slavery/discrimination makes it hard for Blacks to rise,23.02,38.27,40.0281,36.5119,43.2498,33.2902,5.39,9.2977,1.4823,7.1481,3.6319,10.3698,0.4102,10.65,14.5577,6.7423,12.4081,8.8919,15.6298,5.6702,65.36,67.1181,63.6019,3.54,8.5198,-1.4398,39.87,41.6281,38.1119,44.8498,34.8902,25.32,30.2998,20.3402,1.05,2.8081,-0.7081,0.39,17.03,False,False,False,False
CC24_441e,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",I resent when Whites deny racial discrimination exists,2.1841,2.7095,2.7993,2.6197,2.9113,2.5077,1.833,1.9826,1.6834,1.9228,1.7432,2.0348,1.6312,2.1083,2.2579,1.9587,2.1981,2.0185,2.3101,1.9065,4.0418,4.1316,3.952,1.5169,1.7187,1.3151,2.9195,3.0093,2.8297,3.1213,2.7177,2.2492,2.451,2.0474,1.3608,1.4506,1.271,1.2057,1.9257,False,False,False,False
CC24_441e,Racial & Gender,likert5_dist,% Strongly Agree,I resent when Whites deny racial discrimination exists,41.59,22.35,19.8214,24.8786,16.4493,28.2507,48.78,43.5873,53.9727,46.2514,51.3086,42.8793,54.6807,39.0,33.8073,44.1927,36.4714,41.5286,33.0993,44.9007,1.74,-0.7886,4.2686,66.82,60.9193,72.7207,19.79,17.2614,22.3186,13.8893,25.6907,37.89,31.9893,43.7907,76.92,74.3914,79.4486,83.66,43.4,False,False,False,False
CC24_441e,Racial & Gender,likert5_dist,% Agree,I resent when Whites deny racial discrimination exists,21.07,18.86,18.2926,19.4274,18.2148,19.5052,26.1,26.3437,25.8563,25.5326,26.6674,25.4548,26.7452,23.88,24.1237,23.6363,23.3126,24.4474,23.2348,24.5252,6.07,5.5026,6.6374,20.3,19.6548,20.9452,18.51,17.9426,19.0774,17.8648,19.1552,24.76,24.1148,25.4052,13.36,12.7926,13.9274,13.38,28.0,False,False,False,False
CC24_441e,Racial & Gender,likert5_dist,% Neither,I resent when Whites deny racial discrimination exists,23.23,36.35,37.4765,35.2235,38.4445,34.2555,20.14,22.2509,18.0291,21.2665,19.0135,22.2345,18.0455,28.11,30.2209,25.9991,29.2365,26.9835,30.2045,26.0155,28.19,29.3165,27.0635,9.82,11.9145,7.7255,31.05,32.1765,29.9235,33.1445,28.9555,22.04,24.1345,19.9455,7.7,8.8265,6.5735,2.05,22.94,False,False,False,False
CC24_441e,Racial & Gender,likert5_dist,% Disagree,I resent when Whites deny racial discrimination exists,5.57,10.35,10.9315,9.7685,11.5168,9.1832,2.98,3.836,2.124,3.5615,2.3985,4.1468,1.8132,5.32,6.176,4.464,5.9015,4.7385,6.4868,4.1532,14.28,14.8615,13.6985,0.47,1.6368,-0.6968,11.27,11.8515,10.6885,12.4368,10.1032,5.18,6.3468,4.0132,0.74,1.3215,0.1585,0.58,3.95,False,False,False,False
CC24_441e,Racial & Gender,likert5_dist,% Strongly Disagree,I resent when Whites deny racial discrimination exists,8.54,12.08,13.4679,10.6921,15.3647,8.7953,2.0,3.9819,0.0181,3.3879,0.6121,5.2847,-1.2847,3.69,5.6719,1.7081,5.0779,2.3021,6.9747,0.4053,49.72,51.1079,48.3321,2.58,5.8647,-0.7047,19.38,20.7679,17.9921,22.6647,16.0953,10.13,13.4147,6.8453,1.27,2.6579,-0.1179,0.34,1.71,False,False,False,False
CC24_441f,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites get away with offenses that African Americans wouldn't,2.2467,2.9596,3.0394,2.8798,3.1774,2.7418,1.8294,2.0037,1.6551,1.9092,1.7496,2.0472,1.6116,2.0119,2.1862,1.8376,2.0917,1.9321,2.2297,1.7941,4.2954,4.3752,4.2156,1.5717,1.7895,1.3539,2.9934,3.0732,2.9136,3.2112,2.7756,2.4389,2.6567,2.2211,1.2969,1.3767,1.2171,1.2437,2.1264,False,False,False,False
CC24_441f,Racial & Gender,likert5_dist,% Strongly Agree,Whites get away with offenses that African Americans wouldn't,41.13,22.66,20.7701,24.5499,17.1176,28.2024,47.07,41.871,52.269,45.1801,48.9599,41.5276,52.6124,41.58,36.381,46.779,39.6901,43.4699,36.0376,47.1224,1.36,-0.5299,3.2499,64.85,59.3076,70.3924,22.87,20.9801,24.7599,17.3276,28.4124,33.89,28.3476,39.4324,77.94,76.0501,79.8299,78.66,38.15,False,False,False,False
CC24_441f,Racial & Gender,likert5_dist,% Agree,Whites get away with offenses that African Americans wouldn't,23.28,16.64,15.9904,17.2896,15.6626,17.6174,31.63,31.4402,31.8198,30.9804,32.2796,30.6526,32.6074,27.66,27.4702,27.8498,27.0104,28.3096,26.6826,28.6374,8.2,7.5504,8.8496,22.05,21.0726,23.0274,16.5,15.8504,17.1496,15.5226,17.4774,26.39,25.4126,27.3674,16.36,15.7104,17.0096,18.8,28.23,False,False,False,False
CC24_441f,Racial & Gender,likert5_dist,% Neither,Whites get away with offenses that African Americans wouldn't,17.45,25.87,26.5462,25.1938,27.0252,24.7148,15.35,16.7893,13.9107,16.0262,14.6738,16.5052,14.1948,22.55,23.9893,21.1107,23.2262,21.8738,23.7052,21.3948,13.21,13.8862,12.5338,7.51,8.6652,6.3548,25.5,26.1762,24.8238,26.6552,24.3448,16.06,17.2152,14.9048,4.62,5.2962,3.9438,2.25,20.96,False,False,False,False
CC24_441f,Racial & Gender,likert5_dist,% Disagree,Whites get away with offenses that African Americans wouldn't,6.08,11.74,11.9121,11.5679,12.7467,10.7333,3.21,4.2649,2.1551,3.3821,3.0379,4.2167,2.2033,4.42,5.4749,3.3651,4.5921,4.2479,5.4267,3.4133,13.99,14.1621,13.8179,2.25,3.2567,1.2433,8.7,8.8721,8.5279,9.7067,7.6933,9.29,10.2967,8.2833,0.21,0.3821,0.0379,0.12,8.15,False,False,False,False
CC24_441f,Racial & Gender,likert5_dist,% Strongly Disagree,Whites get away with offenses that African Americans wouldn't,12.06,23.09,24.7804,21.3996,27.4477,18.7323,2.75,5.6444,-0.1444,4.4404,1.0596,7.1077,-1.6077,3.79,6.6844,0.8956,5.4804,2.0996,8.1477,-0.5677,63.23,64.9204,61.5396,3.34,7.6977,-1.0177,26.44,28.1304,24.7496,30.7977,22.0823,14.38,18.7377,10.0223,0.86,2.5504,-0.8304,0.18,4.51,False,False,False,False
CC24_441g,Racial & Gender,likert5,"Mean (1=Strongly Agree, 5=Strongly Disagree)",Whites don't understand the problems African Americans face,2.4054,2.9019,2.9621,2.8417,3.0751,2.7287,2.1455,2.2865,2.0045,2.2057,2.0853,2.3187,1.9723,2.2023,2.3433,2.0613,2.2625,2.1421,2.3755,2.0291,3.9943,4.0545,3.9341,1.9435,2.1167,1.7703,3.0188,3.079,2.9586,3.192,2.8456,2.613,2.7862,2.4398,1.567,1.6272,1.5068,1.5086,2.2756,False,False,False,False
CC24_441g,Racial & Gender,likert5_dist,% Strongly Agree,Whites don't understand the problems African Americans face,30.07,16.56,15.5763,17.5437,12.6262,20.4938,31.32,27.3359,35.3041,30.3363,32.3037,27.3862,35.2538,33.23,29.2459,37.2141,32.2463,34.2137,29.2962,37.1638,1.57,0.5863,2.5537,42.64,38.7062,46.5738,18.11,17.1263,19.0937,14.1762,22.0438,24.17,20.2362,28.1038,61.48,60.4963,62.4637,58.98,26.84,False,False,False,False
