candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,LBR_1,12794.08632314251,14173.240007595174,1379.15,5.1142,True,10,STY_1
CON_1,LIB_1,16092.756799669385,10874.569531068295,5218.19,19.35,True,7,STY_1
CON_1,NAT_1,23486.509920636436,3480.816410101248,20005.69,74.1849,True,1,STY_1
CON_1,STY_1,12154.613670692077,14812.712660045607,2658.1,9.8567,True,8,STY_1
LBR_1,LIB_1,21054.95092440041,5912.375406337267,15142.58,56.1516,True,3,STY_1
LBR_1,NAT_1,19707.024537578785,7260.3017931588965,12446.72,46.1548,True,5,STY_1
LBR_1,STY_1,12633.643016570843,14333.68331416684,1700.04,6.3041,True,9,STY_1
LIB_1,NAT_1,16431.143158766987,10536.183171970695,5894.96,21.8596,True,6,STY_1
LIB_1,STY_1,7194.366152004484,19772.9601787332,12578.59,46.6438,True,4,STY_1
NAT_1,STY_1,5317.6648199160645,21649.66151082162,16332.0,60.5622,True,2,STY_1
