party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,103,72,28,203,23.25
1,Labor,89,50,17,156,17.87
2,Solidarity,60,41,6,107,12.26
4,Liberal,70,24,6,100,11.45
5,Populist,46,37,14,97,11.11
6,Civic Union Party,47,27,11,85,9.74
3,Nationalist,23,24,13,60,6.87
8,DSA,19,8,2,29,3.32
7,Order and Opportunity Party,11,4,4,19,2.18
9,Progressive,13,3,1,17,1.95
