party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,199,124,67,390,22.6
1,Labor,158,85,36,279,16.16
4,Liberal,132,58,19,209,12.11
3,Nationalist,96,66,30,192,11.12
5,Populist,83,48,24,155,8.98
2,Solidarity,80,54,15,149,8.63
6,Civic Union Party,71,34,21,126,7.3
9,Progressive,66,24,3,93,5.39
7,Order and Opportunity Party,47,13,8,68,3.94
8,DSA,41,17,7,65,3.77
