party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,63,20,163,22.64
1,Labor,70,44,10,124,17.22
4,Liberal,58,24,8,90,12.5
2,Solidarity,41,28,2,71,9.86
3,Nationalist,27,37,5,69,9.58
6,Civic Union Party,35,27,6,68,9.44
5,Populist,29,26,11,66,9.17
9,Progressive,20,9,2,31,4.31
8,DSA,15,5,1,21,2.92
7,Order and Opportunity Party,9,7,1,17,2.36
