party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,65,21,165,22.92
1,Labor,74,47,11,132,18.33
4,Liberal,57,23,8,88,12.22
2,Solidarity,47,34,3,84,11.67
6,Civic Union Party,34,28,6,68,9.44
5,Populist,29,28,9,66,9.17
3,Nationalist,22,27,4,53,7.36
8,DSA,15,8,1,24,3.33
9,Progressive,17,5,2,24,3.33
7,Order and Opportunity Party,10,5,1,16,2.22
