candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,14161.008785888778,14672.699139165985,511.69,1.7746,True,10,LBR_1
CON_1,LBR_1,13591.006517690752,15242.701407364015,1651.69,5.7283,True,9,LBR_1
CON_1,LIB_1,17305.648894988968,11528.059030065802,5777.59,20.0376,True,8,LBR_1
CON_1,NAT_1,25224.504537598463,3609.203387456305,21615.3,74.9654,True,1,LBR_1
CUP_1,LBR_1,11235.2318161246,17598.476108930165,6363.24,22.0688,True,7,LBR_1
CUP_1,LIB_1,18609.11886266343,10224.589062391336,8384.53,29.0789,True,5,LBR_1
CUP_1,NAT_1,21824.651011006114,7009.05691404865,14815.59,51.3829,True,3,LBR_1
LBR_1,LIB_1,22722.32776955159,6111.380155503177,16610.95,57.6095,True,2,LBR_1
LBR_1,NAT_1,21196.495416617603,7637.21250843716,13559.28,47.0258,True,4,LBR_1
LIB_1,NAT_1,17654.555231528968,11179.152693525797,6475.4,22.4578,True,6,LBR_1
