party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,82,68,21,171,23.75
1,Labor,70,47,10,127,17.64
4,Liberal,61,28,9,98,13.61
5,Populist,28,30,11,69,9.58
6,Civic Union Party,34,26,6,66,9.17
3,Nationalist,26,31,5,62,8.61
2,Solidarity,38,19,1,58,8.06
9,Progressive,19,9,1,29,4.03
8,DSA,16,5,1,22,3.06
7,Order and Opportunity Party,10,7,1,18,2.5
