party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,64,20,164,22.78
1,Labor,70,44,10,124,17.22
4,Liberal,58,25,8,91,12.64
2,Solidarity,41,27,2,70,9.72
3,Nationalist,28,37,5,70,9.72
5,Populist,29,26,11,66,9.17
6,Civic Union Party,34,26,6,66,9.17
9,Progressive,20,9,2,31,4.31
8,DSA,15,5,1,21,2.92
7,Order and Opportunity Party,9,7,1,17,2.36
