party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,104,72,27,203,23.25
1,Labor,88,48,18,154,17.64
4,Liberal,70,28,7,105,12.03
2,Solidarity,54,33,5,92,10.54
5,Populist,39,36,13,88,10.08
6,Civic Union Party,45,25,8,78,8.93
3,Nationalist,32,30,14,76,8.71
8,DSA,19,7,3,29,3.32
9,Progressive,18,6,3,27,3.09
7,Order and Opportunity Party,12,5,4,21,2.41
