candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,13705.820227264274,14194.696900631949,488.88,1.7522,True,10,LBR_1
CON_1,LBR_1,13192.546420416631,14707.970707479592,1515.42,5.4315,True,9,LBR_1
CON_1,LIB_1,16699.202847329176,11201.314280567047,5497.89,19.7053,True,8,LBR_1
CON_1,NAT_1,24355.507229117447,3545.009898778776,20810.5,74.5882,True,1,LBR_1
CUP_1,LBR_1,10888.349061008672,17012.168066887552,6123.82,21.9488,True,7,LBR_1
CUP_1,LIB_1,17924.541598693217,9975.975529203008,7948.57,28.489,True,5,LBR_1
CUP_1,NAT_1,21069.839096961026,6830.678030935198,14239.16,51.0355,True,3,LBR_1
LBR_1,LIB_1,21888.639346976,6011.877780920222,15876.76,56.9049,True,2,LBR_1
LBR_1,NAT_1,20451.759977098198,7448.757150798028,13003.0,46.6049,True,4,LBR_1
LIB_1,NAT_1,17042.849195147974,10857.667932748245,6185.18,22.1687,True,6,LBR_1
