party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,195,121,67,383,22.19
1,Labor,162,91,36,289,16.74
4,Liberal,125,51,15,191,11.07
2,Solidarity,107,61,19,187,10.83
3,Nationalist,88,61,26,175,10.14
5,Populist,83,49,27,159,9.21
6,Civic Union Party,77,40,22,139,8.05
9,Progressive,57,19,3,79,4.58
8,DSA,41,17,7,65,3.77
7,Order and Opportunity Party,38,13,8,59,3.42
