party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,157,95,54,306,21.86
1,Labor,135,68,31,234,16.71
4,Liberal,111,45,20,176,12.57
3,Nationalist,71,50,16,137,9.79
5,Populist,71,43,23,137,9.79
2,Solidarity,75,48,10,133,9.5
6,Civic Union Party,57,39,20,116,8.29
9,Progressive,43,15,11,69,4.93
7,Order and Opportunity Party,29,12,5,46,3.29
8,DSA,31,11,4,46,3.29
