pid3,ideo5,inputstate,commonpostweight,govt_trust_imputed,FS_F1,FS_F2,FS_F3,FS_F4_resid,cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9
3.0,3.0,26.0,0.0006199168765479,0,0.3600253470839782,0.4375000845401925,0.6364025020501726,-0.6167604061268299,1,0.2704703267202776,0.4588511574044512,6.4090230112010534e-24,0.04680678249650451,2.280730198354534e-10,0.0015387739960869267,1.4884459339332756e-05,5.870155127081068e-209,6.004881887912008e-07,0.2223174742070785
1.0,2.0,30.0,1.346448737700088,0,-0.3862462997943873,-0.510110527478012,0.9297774756253824,-0.4103930500271566,6,8.540666746543696e-08,0.01749766670373082,4.5294496193152065e-75,0.0027257296540693495,0.2208037493196014,0.010388954074318061,0.7405982249647298,4.737983480431177e-91,0.007985589847169216,2.9714032809877326e-11
3.0,,18.0,1.917349892889358,1,0.8623589269217101,1.1683225687628025,-0.7390823036827302,-0.8747694122432672,0,0.587033092262499,0.0003895322882271844,0.007146517642615333,0.40539607813828715,1.1664573804080409e-48,3.4779668370947014e-05,1.8087256757421482e-27,8.116617228022336e-298,8.408834078497262e-21,1.2844273317338117e-17
4.0,3.0,6.0,1.476286173260118,0,0.5199154044757688,-0.8868661673656257,1.4917854644833732,-0.6031189817785994,9,0.0551820392271815,0.012286484555467667,2.604792101412494e-20,0.0007162198547600913,4.839054169562769e-07,8.281388937599039e-08,1.2539515691505169e-06,3.612420296084768e-288,7.884089124260462e-10,0.9318134349033061
3.0,3.0,39.0,0.4410727158354986,1,1.0809856609819537,1.6482765214308157,-1.7398712165715302,0.2729910251113823,2,0.003706144461566674,4.616297233234746e-16,0.9789376786911628,0.017317410095956057,6.32433312249668e-126,3.876675131396713e-05,1.1645911762845837e-59,6.14642561906e-312,1.9982354644119428e-56,6.025435566762873e-42
1.0,2.0,36.0,4.071452309009937,0,0.5024087974189809,0.3701886727681766,1.5097256442400735,-0.7120908215474686,9,0.15766938628644983,0.07440320598890096,2.4373706254721674e-25,0.0051874983682287205,9.018530413072238e-07,2.0777411254829562e-07,4.232264345078611e-06,4.950228956196614e-271,2.5969395796555874e-08,0.7627345414955258
3.0,5.0,12.0,0.0122947836753478,1,1.0211416300419576,-0.1693188636161544,-1.502681329699964,-0.3646760055033068,2,0.34790962207886,7.868011892497658e-10,0.6399544465209726,0.012033647727190967,7.460451057417574e-63,0.00010228288617536698,2.7565807064562318e-39,0.0,4.6656683109013467e-32,1.5513934318522973e-26
3.0,3.0,6.0,1.719278730872779,0,-0.2467246419304203,0.496859568516511,0.8570843644259889,-0.583734927513605,6,6.314143685548494e-06,0.3929051130850343,2.5945708861737116e-67,0.02306045512303878,0.0001826156603016357,0.014271357920564666,0.534654827150243,4.688300279309782e-105,0.034919282491115367,3.44260165349055e-08
3.0,3.0,22.0,0.0060585411762728,0,-0.1473879154128644,0.8958996900127777,0.2059220740706807,-0.2215178949907285,1,1.5098394928054445e-05,0.8625652077828985,9.901277142223288e-53,0.1165896748411214,6.323221328988362e-16,0.020422754245188,0.00036091641993044824,3.0242304693426493e-94,4.6336421805431605e-05,1.1894127801827311e-08
1.0,3.0,42.0,2.552328779187115,0,0.0352916540748152,0.4764596161973543,-0.1057771750137614,-0.5492380881975112,1,0.0007234107644848196,0.5885164963636169,3.460197062775848e-36,0.20021130523420727,3.1722302120543593e-15,0.21019191318563624,0.00023263843817814014,1.96226915475988e-131,1.6646862918344574e-05,0.00010758915095510706
1.0,1.0,48.0,0.941453709156352,0,-0.5016623585014824,-0.8563261799841807,0.6698132845034471,0.6330335867133897,1,6.691997498660275e-08,0.857477235601784,7.529369922530766e-76,0.1271409564856987,4.065727762417649e-06,0.014682894087063593,0.000252943639123315,1.6257598088044714e-54,0.0004418375385926184,3.05556296827564e-18
2.0,4.0,4.0,0.5058641076917797,1,0.7672426700517047,1.8208854363721507,-0.7394426080359826,-0.2882987580558869,3,0.21380059653559302,1.964934701313964e-05,0.00034716111578929294,0.7855766714721187,3.0095022603660667e-68,0.0002559215294861785,2.5612886334125808e-30,8.775535205797984e-245,2.8025512902032406e-27,2.53857839020304e-19
3.0,3.0,6.0,0.4439615606696335,0,0.4389752853881611,0.2503742129150834,1.1821615405145778,-0.8668542031493417,9,0.13322541900360885,0.08180989261341397,2.2033191224498927e-25,0.006129035427074374,1.3338699196754521e-06,5.706780903889907e-06,9.322409077607687e-06,4.337516516047917e-256,2.460186925963455e-07,0.7788190438773089
1.0,2.0,12.0,0.3996408653851701,0,-0.0229585715091955,-0.712245082013068,0.4523255278370985,-0.6381383195853791,6,0.0005861798104009671,0.10479799576548275,8.435413234154852e-41,0.014944947371818318,0.004921429084736083,0.15934700052107537,0.6925223013833303,1.9509692407013207e-147,0.0011005035344893235,0.021779642528666838
