state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_NAT,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_STY,inc_DSA,inc_PRG
51,VA,LBR_1,LBR,17.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,8.68,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.56,9.24
51,VA,STY_1,STY,10.68,0.0,0.0,1.68,0.0,0.0,0.0,0.0,0.0,3.88,0.0
53,WA,CON_1,CON,13.2,0.0,0.0,2.38,2.06,0.0,0.0,0.0,0.0,0.0,0.0
53,WA,CUP_1,CUP,8.26,10.86,0.0,2.59,0.56,0.0,0.0,0.0,0.67,0.0,0.0
53,WA,LBR_1,LBR,14.16,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,8.52,0.68
53,WA,LIB_1,LIB,11.98,0.0,0.0,1.75,0.0,1.14,6.65,0.0,0.0,0.0,10.31
53,WA,STY_1,STY,8.13,0.0,0.0,0.0,4.16,5.09,0.0,0.0,0.0,0.0,0.0
54,WV,CON_1,CON,19.89,9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,CUP_1,CUP,12.57,0.0,0.52,0.0,0.0,0.0,0.0,7.07,0.0,0.0,0.0
54,WV,LBR_1,LBR,13.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0
54,WV,POP_1,POP,8.2,0.0,1.13,8.73,0.0,0.88,2.49,0.0,0.0,0.0,0.0
54,WV,STY_1,STY,17.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WI,CON_1,CON,22.2,0.0,0.0,0.0,0.0,0.0,2.99,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,13.54,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,4.93,0.0
55,WI,LIB_1,LIB,8.99,0.0,0.0,1.24,0.0,0.0,0.56,0.0,0.0,0.0,7.18
55,WI,POP_1,POP,9.85,9.46,3.18,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0
55,WI,STY_1,STY,9.77,0.0,0.0,1.96,5.2,1.38,1.38,0.53,0.0,0.0,0.0
56,WY,CON_1,CON,28.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,8.43,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CUP_1,CUP,8.66,0.0,2.29,2.27,0.0,0.0,0.0,13.1,2.46,0.0,0.0
56,WY,LBR_1,LBR,9.36,0.0,0.0,2.95,0.0,0.0,0.0,0.0,5.06,0.83,0.0
56,WY,POP_1,POP,18.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
