candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,LBR_1,18770.987782254328,22194.200505861478,3423.21,8.3564,True,9,STY_1
CON_1,LIB_1,25189.447514566215,15775.74077354959,9413.71,22.9798,True,5,STY_1
CON_1,POP_1,16153.023136320979,24812.165151794827,8659.14,21.1378,True,6,STY_1
CON_1,STY_1,17286.19530851461,23678.9929796012,6392.8,15.6054,True,7,STY_1
LBR_1,LIB_1,33560.27726303422,7404.911025081585,26155.37,63.8478,True,1,STY_1
LBR_1,POP_1,21947.738717730834,19017.449570384975,2930.29,7.1531,True,10,STY_1
LBR_1,STY_1,17932.544591499423,23032.643696616386,5100.1,12.4498,True,8,STY_1
LIB_1,POP_1,12837.44132367962,28127.746964436184,15290.31,37.3251,True,3,STY_1
LIB_1,STY_1,9382.43399817621,31582.754289939596,22200.32,54.1931,True,2,STY_1
POP_1,STY_1,15253.849764060036,25711.33852405577,10457.49,25.5277,True,4,STY_1
