state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_LIB,inc_LBR,inc_OAO,inc_CON,inc_POP,inc_CUP,inc_NAT,inc_DSA,inc_PRG
28,MS,POP_1,POP,20.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,23.43,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0
29,MO,CUP_1,CUP,8.99,3.94,0.0,1.63,2.51,2.24,0.0,0.0,0.74,0.0
29,MO,LBR_1,LBR,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,LIB_1,LIB,6.98,0.0,0.0,0.83,0.51,0.0,0.0,0.0,9.65,2.21
29,MO,POP_1,POP,15.07,0.0,1.11,0.0,3.69,0.0,0.0,1.48,0.0,0.0
30,MT,CON_1,CON,16.34,0.0,0.0,0.63,0.0,0.0,4.46,2.3,0.0,0.0
30,MT,LBR_1,LBR,18.08,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0
30,MT,LIB_1,LIB,12.68,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,3.49
30,MT,NAT_1,NAT,20.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,POP_1,POP,11.9,0.0,0.0,0.0,0.95,0.0,2.23,0.79,4.18,0.0
31,NE,CON_1,CON,18.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,14.58,0.0,0.0,1.17,0.0,0.83,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0
31,NE,LIB_1,LIB,6.28,0.0,1.09,1.23,0.0,0.0,0.0,9.2,2.33,2.06
31,NE,POP_1,POP,15.06,0.0,0.86,1.6,0.53,0.0,0.0,0.0,0.0,0.0
32,NV,CON_1,CON,20.31,0.0,0.0,0.0,0.0,0.0,0.0,5.03,0.0,0.0
32,NV,LBR_1,LBR,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LBR_2,LBR,0.0,0.0,6.77,1.24,0.0,0.55,7.87,0.0,4.34,0.59
32,NV,LIB_1,LIB,9.04,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,5.46
32,NV,POP_1,POP,16.04,0.0,0.0,0.0,1.94,0.0,0.0,4.9,0.0,0.0
33,NH,CON_1,CON,12.23,0.0,0.0,0.0,0.0,1.76,3.53,2.49,0.0,0.0
33,NH,DSA_1,DSA,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26
33,NH,LBR_1,LBR,20.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,OAO_1,OAO,13.1,15.78,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0
33,NH,POP_1,POP,8.62,0.0,0.67,0.0,0.0,0.0,6.3,3.6,0.0,0.0
34,NJ,CON_1,CON,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CUP_1,CUP,9.95,1.22,0.0,2.99,0.0,7.24,0.0,1.19,0.0,0.0
34,NJ,LBR_1,LBR,17.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
34,NJ,LIB_1,LIB,12.15,0.0,0.0,3.11,0.0,0.0,0.0,0.0,3.22,7.81
34,NJ,POP_1,POP,12.03,0.0,0.0,1.16,0.7,0.0,0.0,8.13,1.67,0.0
35,NM,CON_1,CON,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,14.2,15.57,0.0,1.55,0.0,0.76,0.0,0.0,0.0,0.0
35,NM,LBR_1,LBR,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LBR_2,LBR,0.0,0.0,13.39,0.0,0.0,0.0,0.0,0.0,4.2,0.0
35,NM,POP_1,POP,11.14,0.0,0.54,0.0,0.0,0.0,0.0,5.8,0.0,0.0
36,NY,CON_1,CON,15.59,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0,0.0
36,NY,CUP_1,CUP,8.98,0.0,0.67,6.88,0.9,1.77,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,20.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0
36,NY,LIB_1,LIB,10.52,0.0,0.76,3.61,0.0,0.0,2.46,0.0,3.42,4.19
36,NY,POP_1,POP,13.89,0.0,1.26,0.0,2.33,0.0,0.0,2.92,0.0,0.0
37,NC,CON_1,CON,23.27,0.0,0.0,0.0,0.0,0.0,0.0,7.81,0.0,0.0
37,NC,CUP_1,CUP,8.86,0.63,0.0,2.67,6.89,0.0,0.0,0.0,0.0,0.0
37,NC,LBR_1,LBR,16.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,LIB_1,LIB,7.43,0.0,0.0,1.51,0.0,0.0,0.0,0.0,1.72,6.49
37,NC,POP_1,POP,14.07,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.71,0.0
38,ND,CON_1,CON,22.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,15.47,0.58,0.7,1.96,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,20.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,LIB_1,LIB,7.73,0.0,3.84,2.49,0.0,0.0,0.0,0.0,0.0,4.19
38,ND,POP_1,POP,16.56,0.0,0.82,0.0,0.0,0.0,0.81,0.0,0.0,0.0
39,OH,CON_1,CON,23.04,0.0,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0
39,OH,CUP_1,CUP,11.4,0.0,0.0,2.46,3.18,1.01,0.0,0.0,0.0,0.0
39,OH,LBR_1,LBR,16.05,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,LIB_1,LIB,8.38,0.0,0.0,0.89,0.0,0.0,0.95,0.0,7.42,2.62
39,OH,POP_1,POP,15.09,0.0,0.0,0.0,3.02,0.0,0.0,1.33,0.0,0.0
40,OK,CON_1,CON,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,12.0,0.0,0.0,3.71,2.96,0.0,0.0,0.0,0.0,0.0
40,OK,LBR_1,LBR,13.68,0.0,0.0,0.0,0.0,0.64,0.95,0.0,6.37,0.0
40,OK,NAT_1,NAT,15.21,16.3,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0
40,OK,POP_1,POP,13.94,0.0,0.0,0.0,2.9,0.0,0.83,0.0,0.0,0.0
41,OR,CON_1,CON,12.86,0.0,0.0,0.68,0.0,0.0,3.66,6.15,0.0,0.0
41,OR,LBR_1,LBR,16.34,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0
41,OR,LIB_1,LIB,13.65,0.0,0.0,1.62,0.0,0.0,0.0,0.0,3.91,0.0
41,OR,POP_1,POP,9.88,1.62,0.73,0.0,0.0,0.0,0.9,7.68,5.5,0.0
41,OR,PRG_1,PRG,13.54,1.6,0.0,0.0,0.0,1.02,0.0,0.0,1.48,0.0
42,PA,CON_1,CON,21.66,0.0,0.0,0.0,0.0,0.0,0.0,5.18,0.0,0.0
42,PA,CUP_1,CUP,7.47,0.93,0.0,5.32,0.93,0.0,0.0,0.0,0.0,8.28
42,PA,LBR_1,LBR,18.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,LIB_1,LIB,12.29,0.0,0.0,2.13,0.0,0.0,0.0,0.0,3.13,0.0
42,PA,POP_1,POP,10.56,0.0,0.74,0.0,3.02,0.0,0.0,3.78,3.34,0.0
44,RI,CON_1,CON,16.39,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0
44,RI,CUP_1,CUP,6.23,4.3,0.0,8.8,0.57,1.05,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,19.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96
44,RI,LIB_1,LIB,14.78,0.0,0.91,0.0,0.0,0.0,0.0,0.0,6.66,7.99
44,RI,POP_1,POP,15.56,0.0,0.88,0.0,1.95,0.0,0.0,1.81,0.0,0.0
45,SC,CON_1,CON,22.85,0.0,0.0,0.0,0.0,0.0,0.0,9.28,0.0,0.0
45,SC,CUP_1,CUP,8.25,6.98,0.0,2.45,2.39,1.39,0.0,0.0,0.0,0.0
45,SC,DSA_1,DSA,8.6,3.68,1.33,0.0,0.0,0.0,3.02,0.0,0.0,0.94
45,SC,LBR_1,LBR,22.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,12.42,0.0,2.17,0.0,4.46,0.0,0.0,2.24,0.0,0.0
46,SD,CON_1,CON,18.41,0.0,0.0,0.0,0.0,0.0,0.0,10.81,0.0,0.0
46,SD,CUP_1,CUP,13.74,0.0,0.0,4.64,0.0,0.98,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,11.22,0.0,0.0,0.87,0.0,2.42,2.23,0.0,5.99,0.0
46,SD,LIB_1,LIB,6.58,0.0,5.3,1.47,0.0,0.0,0.0,0.0,1.63,2.41
46,SD,POP_1,POP,20.84,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0
47,TN,CON_1,CON,30.03,0.0,0.0,0.0,0.0,0.0,0.0,14.86,0.0,0.0
47,TN,CON_2,CON,0.0,0.0,0.0,1.87,13.27,1.36,1.13,0.0,0.0,0.0
47,TN,CUP_1,CUP,9.47,0.86,0.0,4.33,0.0,0.0,0.0,0.0,4.17,0.0
47,TN,LBR_1,LBR,12.6,3.67,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,POP_1,POP,12.87,0.0,0.0,0.0,0.0,0.0,1.02,0.0,4.19,0.0
48,TX,CON_1,CON,21.73,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0
48,TX,CUP_1,CUP,12.12,0.0,0.59,5.83,1.65,0.58,0.0,0.0,0.0,0.0
48,TX,LBR_1,LBR,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,LIB_1,LIB,6.73,0.0,0.96,1.12,0.0,0.0,3.15,0.0,9.34,1.19
48,TX,POP_1,POP,12.75,0.0,3.21,0.0,2.09,0.0,0.0,1.51,0.0,0.0
49,UT,CON_1,CON,15.59,0.0,0.0,1.13,0.0,0.0,0.0,9.02,0.0,0.0
49,UT,CUP_1,CUP,9.85,0.62,0.0,1.57,6.08,0.0,0.0,0.0,0.0,0.0
49,UT,LBR_1,LBR,26.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.11,0.0
49,UT,LBR_2,LBR,0.0,4.99,9.6,0.66,2.82,0.0,1.26,0.0,0.0,0.0
49,UT,POP_1,POP,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,CON_1,CON,12.33,0.0,0.0,8.54,0.0,0.0,3.56,3.93,0.0,0.0
50,VT,LBR_1,LBR,15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.33,0.0
50,VT,LIB_1,LIB,12.53,0.0,1.17,1.47,0.0,0.0,0.0,0.0,0.0,8.59
50,VT,POP_1,POP,7.13,4.79,1.29,0.0,1.89,0.0,3.81,0.0,0.0,0.0
50,VT,PRG_1,PRG,25.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,CON_1,CON,20.06,0.0,0.0,0.0,0.0,0.0,0.0,8.27,0.0,0.0
51,VA,CUP_1,CUP,8.02,8.1,1.16,2.62,1.31,0.0,0.0,0.0,0.55,0.0
51,VA,LBR_1,LBR,21.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,8.68,0.0,1.13,1.02,0.0,0.0,0.0,0.0,4.69,9.27
51,VA,POP_1,POP,12.86,0.0,1.9,1.46,1.29,0.0,0.0,2.01,0.0,0.0
53,WA,CON_1,CON,13.99,0.0,0.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0
53,WA,CUP_1,CUP,9.17,2.36,0.0,2.59,0.0,2.47,0.0,0.0,0.0,0.0
53,WA,LBR_1,LBR,17.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.0
53,WA,LIB_1,LIB,11.98,0.0,0.0,1.81,0.0,0.0,0.0,0.0,3.2,7.51
53,WA,POP_1,POP,9.9,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0
54,WV,CON_1,CON,20.01,0.0,0.0,0.0,0.0,0.0,0.0,9.43,0.0,0.0
54,WV,CUP_1,CUP,13.16,0.78,2.42,4.28,0.78,0.0,0.0,0.0,0.0,0.0
54,WV,LBR_1,LBR,21.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,WV,LBR_2,LBR,0.0,5.95,4.42,3.93,0.0,0.0,0.0,0.0,4.66,0.0
54,WV,POP_1,POP,17.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,WI,CON_1,CON,22.62,0.0,0.0,0.0,0.0,0.0,0.0,6.23,0.0,0.0
55,WI,CUP_1,CUP,7.07,6.5,0.0,6.61,1.16,0.56,0.0,0.0,0.0,0.0
55,WI,LBR_1,LBR,15.59,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0
55,WI,LIB_1,LIB,8.99,0.0,0.0,1.85,0.0,0.0,0.0,0.0,3.7,8.63
55,WI,POP_1,POP,15.67,0.0,0.0,0.0,3.68,0.0,0.0,3.51,0.0,0.0
56,WY,CON_1,CON,28.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,WY,CON_2,CON,0.0,0.0,0.0,0.0,10.99,1.42,0.0,8.43,0.0,0.0
56,WY,CUP_1,CUP,9.82,0.0,0.0,2.27,2.71,3.37,0.0,0.0,0.0,0.0
56,WY,LBR_1,LBR,10.71,12.98,0.0,2.95,0.0,0.9,0.0,0.0,0.83,0.0
