candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CUP_1,15981.763020386796,16584.708093302135,602.95,1.8514,True,10,STY_1
CON_1,LBR_1,15184.846906787236,17381.624206901695,2196.78,6.7455,True,9,STY_1
CON_1,LIB_1,19731.43308562812,12835.038028060813,6896.4,21.1764,True,6,STY_1
CON_1,STY_1,14207.246325821088,18359.224787867846,4151.98,12.7492,True,7,STY_1
CUP_1,LBR_1,12622.762836588312,19943.708277100617,7320.95,22.48,True,5,STY_1
CUP_1,LIB_1,21347.42791854428,11219.043195144652,10128.38,31.1007,True,3,STY_1
CUP_1,STY_1,11644.439090231075,20922.032023457854,9277.59,28.4882,True,4,STY_1
LBR_1,LIB_1,26057.081459853936,6509.3896538349945,19547.69,60.024,True,1,STY_1
LBR_1,STY_1,14753.203646542275,17813.26746714666,3060.06,9.3964,True,8,STY_1
LIB_1,STY_1,8069.593290473174,24496.877823215757,16427.28,50.4423,True,2,STY_1
