candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CON_2,32039.62543795532,0.0,32039.63,100.0,True,1,STY_1
CON_1,LBR_1,14970.922390623586,17068.703047331735,2097.78,6.5475,True,9,STY_1
CON_1,LIB_1,19369.595776787486,12670.029661167835,6699.57,20.9103,True,4,STY_1
CON_1,STY_1,14027.894495848841,18011.73094210648,3983.84,12.4341,True,6,STY_1
CON_2,LBR_1,14970.922390623586,17068.703047331735,2097.78,6.5475,True,10,STY_1
CON_2,LIB_1,19369.595776787486,12670.029661167835,6699.57,20.9103,True,5,STY_1
CON_2,STY_1,14027.894495848841,18011.73094210648,3983.84,12.4341,True,7,STY_1
LBR_1,LIB_1,25557.696332814892,6481.929105140426,19075.77,59.538,True,2,STY_1
LBR_1,STY_1,14594.958689439718,17444.666748515603,2849.71,8.8943,True,8,STY_1
LIB_1,STY_1,8020.572657141301,24019.052780814018,15998.48,49.9334,True,3,STY_1
