round,candidate_code,candidate_name,vote_total,vote_pct,eliminated,winner
1,CON_1,CON_1,12668.0568,39.5387,False,False
1,CON_2,CON_2,0.0,0.0,True,False
1,LBR_1,LBR_1,6979.1349,21.7828,False,False
1,LIB_1,LIB_1,6368.7197,19.8776,False,False
1,STY_1,STY_1,6023.714,18.8008,False,False
2,CON_1,CON_1,12668.0568,39.5387,False,False
2,LBR_1,LBR_1,6979.1349,21.7828,False,False
2,LIB_1,LIB_1,6368.7197,19.8776,False,False
2,STY_1,STY_1,6023.714,18.8008,True,False
3,CON_1,CON_1,14892.4122,46.4812,False,False
3,LBR_1,LBR_1,10728.4273,33.4849,False,False
3,LIB_1,LIB_1,6418.7859,20.0339,True,False
4,CON_1,CON_1,14970.9224,46.7263,False,False
4,LBR_1,LBR_1,17068.703,53.2737,False,True
