party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,106,73,28,207,23.71
1,Labor,86,48,18,152,17.41
4,Liberal,71,33,7,111,12.71
5,Populist,42,30,12,84,9.62
3,Nationalist,33,33,14,80,9.16
2,Solidarity,45,30,4,79,9.05
6,Civic Union Party,43,23,9,75,8.59
9,Progressive,23,7,3,33,3.78
8,DSA,17,7,3,27,3.09
7,Order and Opportunity Party,15,6,4,25,2.86
