party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,66,21,167,23.19
1,Labor,71,46,10,127,17.64
4,Liberal,58,26,8,92,12.78
5,Populist,31,33,10,74,10.28
2,Solidarity,42,27,3,72,10.0
6,Civic Union Party,35,26,6,67,9.31
3,Nationalist,25,30,5,60,8.33
9,Progressive,21,6,1,28,3.89
8,DSA,14,4,1,19,2.64
7,Order and Opportunity Party,7,6,1,14,1.94
