winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,177.75,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,115.13,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,64.91,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,52.35,surplus
After_Retail,STY_1,STY_1,STY_2,STY_2,33.67,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,16.01,surplus
After_Retail,OAO_1,OAO_1,CUP_1,CUP_1,4.57,surplus
After_Retail,OAO_1,OAO_1,LIB_2,LIB_2,3.3,surplus
After_Retail,OAO_1,OAO_1,CON_3,CON_3,2.74,surplus
After_Retail,OAO_1,OAO_1,LBR_2,LBR_2,1.64,surplus
After_Retail,LBR_2,LBR_2,LBR_3,LBR_3,3.94,surplus
After_Retail,CUP_1,CUP_1,CUP_2,CUP_2,1.16,surplus
After_Retail,CUP_2,CUP_2,CON_3,CON_3,0.47,elimination
After_Retail,CUP_2,CUP_2,LBR_3,LBR_3,0.26,elimination
After_Retail,CUP_2,CUP_2,POP_1,POP_1,0.19,elimination
After_Retail,CUP_2,CUP_2,STY_2,STY_2,0.17,elimination
After_Retail,CUP_2,CUP_2,LIB_2,LIB_2,0.07,elimination
After_Retail,LBR_3,LBR_3,STY_2,STY_2,2.39,elimination
After_Retail,LBR_3,LBR_3,LIB_2,LIB_2,0.5,elimination
After_Retail,LBR_3,LBR_3,DSA_1,DSA_1,0.35,elimination
After_Retail,LBR_3,LBR_3,CON_3,CON_3,0.1,elimination
After_Retail,LBR_3,LBR_3,POP_1,POP_1,0.08,elimination
After_Retail,LBR_3,LBR_3,PRG_1,PRG_1,0.02,elimination
After_Retail,LIB_2,LIB_2,DSA_1,DSA_1,3.91,elimination
After_Retail,LIB_2,LIB_2,PRG_1,PRG_1,2.97,elimination
After_Retail,LIB_2,LIB_2,STY_2,STY_2,0.05,elimination
After_Retail,LIB_2,LIB_2,CON_3,CON_3,0.02,elimination
After_Retail,STY_2,STY_2,POP_1,POP_1,28.39,elimination
After_Retail,STY_2,STY_2,DSA_1,DSA_1,2.46,elimination
After_Retail,STY_2,STY_2,CON_3,CON_3,0.77,elimination
After_Retail,STY_2,STY_2,PRG_1,PRG_1,0.0,elimination
After_Retail,POP_1,POP_1,CON_3,CON_3,5.55,surplus
After_Retail,POP_1,POP_1,NAT_2,NAT_2,0.98,surplus
After_Retail,NAT_2,NAT_2,CON_3,CON_3,38.91,elimination
After_Retail,PRG_1,PRG_1,DSA_1,DSA_1,65.94,elimination
After_Pod_A,CON_1,CON_1,CON_2,CON_2,780.97,surplus
After_Pod_A,LBR_1,LBR_1,LBR_2,LBR_2,385.82,surplus
After_Pod_A,LIB_1,LIB_1,LBR_2,LBR_2,177.5,surplus
After_Pod_A,LIB_1,LIB_1,DSA_1,DSA_1,99.64,surplus
After_Pod_A,LIB_1,LIB_1,CUP_1,CUP_1,41.07,surplus
After_Pod_A,LIB_1,LIB_1,OAO_1,OAO_1,9.39,surplus
After_Pod_A,LIB_1,LIB_1,STY_1,STY_1,0.13,surplus
After_Pod_A,NAT_1,NAT_1,CON_2,CON_2,16.05,surplus
