party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,93,55,302,21.57
1,Labor,135,65,31,231,16.5
4,Liberal,103,40,17,160,11.43
2,Solidarity,90,53,12,155,11.07
3,Nationalist,70,48,16,134,9.57
5,Populist,65,45,22,132,9.43
6,Civic Union Party,55,44,19,118,8.43
9,Progressive,43,14,12,69,4.93
8,DSA,32,13,5,50,3.57
7,Order and Opportunity Party,33,11,5,49,3.5
