candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,lock_order,locked,rp_winner_overall,state_fips,state_abbr
CON_hi_pc,CON_lo_pc,174.38224184298494,313.6444095952578,139.26,28.5358,6,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_lo_so,283.0445090954803,204.98214234276244,78.06,15.9955,8,True,CON_lo_pc,1,AL
CON_hi_pc,NAT_lo_id,428.8295414058239,59.19711003241886,369.63,75.7402,1,True,CON_lo_pc,1,AL
CON_hi_pc,STY_hi_id,243.90524798782815,244.12140345041456,0.22,0.0443,10,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_lo_so,300.6294616127296,187.39718982551312,113.23,23.2021,7,True,CON_lo_pc,1,AL
CON_lo_pc,NAT_lo_id,403.9813564430731,84.04529499516961,319.94,65.5571,2,True,CON_lo_pc,1,AL
CON_lo_pc,STY_hi_id,261.5780445653701,226.44860687287263,35.13,7.1983,9,True,CON_lo_pc,1,AL
LBR_lo_so,NAT_lo_id,337.25673120628056,150.7699202319621,186.49,38.2124,4,True,CON_lo_pc,1,AL
LBR_lo_so,STY_hi_id,156.0357072420312,331.99094419621144,175.96,36.0544,5,True,CON_lo_pc,1,AL
NAT_lo_id,STY_hi_id,114.69145361799923,373.3351978202435,258.64,52.9979,3,True,CON_lo_pc,1,AL
CON_lo_id,CUP_hi_pc,32.26520125039773,54.823530577534804,22.56,25.9027,7,True,STY_lo_id,2,AK
CON_lo_id,LBR_lo_so,40.11890665269618,46.969825175236345,6.85,7.8666,9,True,STY_lo_id,2,AK
CON_lo_id,LIB,43.75231959605351,43.336412231879024,0.42,0.4776,10,True,STY_lo_id,2,AK
CON_lo_id,STY_lo_id,31.90108143053898,55.18765039739354,23.29,26.7389,5,True,STY_lo_id,2,AK
CUP_hi_pc,LBR_lo_so,34.06251033933907,53.026221488593464,18.96,21.7752,8,True,STY_lo_id,2,AK
CUP_hi_pc,LIB,57.431221883182545,29.657509944749982,27.77,31.8913,4,True,STY_lo_id,2,AK
CUP_hi_pc,STY_lo_id,26.78402827864727,60.30470354928526,33.52,38.4903,3,True,STY_lo_id,2,AK
LBR_lo_so,LIB,73.59519931532766,13.493532512604876,60.1,69.012,1,True,STY_lo_id,2,AK
LBR_lo_so,STY_lo_id,32.22045237556937,54.868279452363154,22.65,26.0055,6,True,STY_lo_id,2,AK
LIB,STY_lo_id,15.87355461507362,71.2151772128589,55.34,63.5462,2,True,STY_lo_id,2,AK
CON_hi_id,CON_hi_pc,596.1758418752781,222.77819442769106,373.4,45.5945,3,True,STY_lo_id,4,AZ
CON_hi_id,DSA_lo_id,562.8736009476509,256.0804353553184,306.79,37.4616,4,True,STY_lo_id,4,AZ
CON_hi_id,LBR_lo_id,418.5528001542863,400.40123614868287,18.15,2.2164,9,True,STY_lo_id,4,AZ
CON_hi_id,STY_lo_id,375.3897637309258,443.56427257204336,68.17,8.3246,8,True,STY_lo_id,4,AZ
CON_hi_pc,DSA_lo_id,551.7637174958629,267.1903188071061,284.57,34.7484,5,True,STY_lo_id,4,AZ
CON_hi_pc,LBR_lo_id,408.61614063800073,410.3378956649684,1.72,0.2102,10,True,STY_lo_id,4,AZ
CON_hi_pc,STY_lo_id,357.43216284600413,461.52187345696507,104.09,12.7101,7,True,STY_lo_id,4,AZ
DSA_lo_id,LBR_lo_id,150.4802295152196,668.4738067877496,517.99,63.2506,1,True,STY_lo_id,4,AZ
