party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,109,68,30,207,23.71
1,Labor,120,62,19,201,23.02
5,Populist,68,52,18,138,15.81
6,Civic Union Party,54,38,13,105,12.03
4,Liberal,67,27,6,100,11.45
3,Nationalist,20,23,11,54,6.19
8,DSA,20,9,2,31,3.55
7,Order and Opportunity Party,13,7,2,22,2.52
9,Progressive,10,4,1,15,1.72
