party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,194,116,66,376,21.78
1,Labor,151,86,35,272,15.76
4,Liberal,133,58,24,215,12.46
3,Nationalist,98,70,29,197,11.41
5,Populist,81,40,22,143,8.29
2,Solidarity,73,51,14,138,8.0
6,Civic Union Party,67,35,20,122,7.07
9,Progressive,73,31,4,108,6.26
7,Order and Opportunity Party,58,17,10,85,4.92
8,DSA,45,19,6,70,4.06
