state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_STY,inc_NAT,inc_PRG,inc_DSA
23,ME,POP_1,POP,13.4,0.0,0.0,0.0,0.0,1.17,0.0,1.8,8.3,0.0,0.0
23,ME,PRG_1,PRG,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
24,MD,CON_1,CON,14.41,0.0,0.0,0.0,0.0,2.37,0.0,0.0,5.4,0.0,0.0
24,MD,LBR_1,LBR,18.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,MD,LIB_1,LIB,11.73,0.0,2.63,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.6
24,MD,POP_1,POP,9.11,3.55,0.0,0.0,0.0,0.98,0.0,0.0,3.23,0.0,0.0
24,MD,PRG_1,PRG,13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,CON_1,CON,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,LBR_1,LBR,14.98,0.0,0.0,0.0,0.0,0.73,0.0,3.48,0.0,0.0,0.0
25,MA,LIB_1,LIB,15.64,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,5.75,0.94,0.0,0.0,0.0,0.98,0.0,2.42,6.3,0.0,0.0
25,MA,PRG_1,PRG,12.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
26,MI,CON_1,CON,22.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,LBR_1,LBR,12.29,0.0,0.78,0.0,0.0,0.0,0.0,1.49,0.0,0.0,5.58
26,MI,LIB_1,LIB,11.95,0.0,1.56,0.0,0.85,0.0,0.0,0.0,0.0,8.03,0.0
26,MI,NAT_1,NAT,16.03,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,POP_1,POP,8.41,3.14,0.0,0.0,0.56,3.73,0.0,2.51,0.0,0.0,0.0
27,MN,CON_1,CON,15.65,0.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0
27,MN,LBR_1,LBR,11.32,0.0,4.72,0.0,0.0,1.84,0.0,1.16,0.0,0.0,2.04
27,MN,LIB_1,LIB,16.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
27,MN,POP_1,POP,9.67,0.92,0.0,0.0,0.74,1.21,0.0,1.83,10.38,0.0,0.0
27,MN,PRG_1,PRG,14.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,12.01,0.0,0.0,0.0,0.0,0.0,4.33,0.0,0.0,0.0,2.85
28,MS,OAO_1,OAO,11.98,0.0,0.0,0.0,0.0,0.52,0.77,0.0,0.0,0.0,0.0
28,MS,POP_1,POP,8.43,1.85,0.0,0.0,0.0,5.86,0.0,0.0,7.14,0.0,0.0
