state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_NAT,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_PRG
40,OK,STY_1,STY,9.62,0.0,0.6,0.0,0.0,0.0,8.66,0.0,4.94,2.79,0.0
41,OR,CON_1,CON,12.48,0.0,0.0,0.68,0.0,0.0,0.0,3.38,0.0,0.0,0.0
41,OR,LBR_1,LBR,11.88,0.0,0.0,0.0,0.0,3.19,0.0,1.63,0.0,8.58,0.0
41,OR,LIB_1,LIB,14.55,5.33,0.0,1.62,1.72,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,14.66,0.0,0.0,0.0,7.82,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,14.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,1.28,0.0
42,PA,CON_1,CON,21.64,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,CUP_1,CUP,6.72,0.0,0.9,3.33,0.0,4.65,0.0,0.0,3.5,0.0,0.0
42,PA,LBR_1,LBR,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0.0
42,PA,LIB_1,LIB,13.3,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,8.4
42,PA,STY_1,STY,7.1,0.0,0.72,2.04,7.33,0.0,1.34,0.0,3.6,0.56,0.0
44,RI,CON_1,CON,16.59,4.12,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0
44,RI,LBR_1,LBR,16.15,0.0,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,1.02
44,RI,LIB_1,LIB,16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,8.91
44,RI,POP_1,POP,8.73,1.95,2.48,2.22,0.0,4.81,0.0,0.0,0.0,0.0,0.0
44,RI,STY_1,STY,7.77,0.0,0.8,6.43,0.0,0.0,0.0,1.78,0.0,5.2,0.0
45,SC,CON_1,CON,23.16,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,CUP_1,CUP,6.57,0.0,2.18,2.52,0.0,0.0,0.0,0.0,11.24,0.0,0.0
45,SC,LBR_1,LBR,13.77,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,5.82,0.0
45,SC,POP_1,POP,9.29,2.46,2.47,0.0,0.0,1.29,0.0,5.88,0.0,0.0,0.0
45,SC,STY_1,STY,11.49,0.0,1.27,0.0,0.0,0.0,3.06,0.0,0.0,2.57,0.0
