party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,198,123,66,387,22.42
1,Labor,162,91,35,288,16.69
2,Solidarity,110,64,20,194,11.24
4,Liberal,126,52,15,193,11.18
3,Nationalist,80,54,25,159,9.21
5,Populist,84,46,28,158,9.15
6,Civic Union Party,78,46,23,147,8.52
9,Progressive,52,20,3,75,4.35
7,Order and Opportunity Party,42,13,9,64,3.71
8,DSA,41,14,6,61,3.53
