party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,193,114,66,373,21.61
1,Labor,153,89,35,277,16.05
4,Liberal,118,55,19,192,11.12
3,Nationalist,97,64,27,188,10.89
2,Solidarity,99,60,17,176,10.2
5,Populist,79,45,24,148,8.57
6,Civic Union Party,73,44,23,140,8.11
9,Progressive,59,21,3,83,4.81
7,Order and Opportunity Party,57,14,9,80,4.63
8,DSA,45,17,7,69,4.0
