state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_STY,inc_NAT,inc_PRG,inc_DSA
27,MN,PRG_1,PRG,14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,CON_1,CON,21.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,MS,LBR_1,LBR,11.98,0.0,0.0,0.0,0.0,0.0,4.22,0.77,0.0,0.0,2.85
28,MS,OAO_1,OAO,11.82,0.0,0.0,0.0,0.0,0.53,0.75,0.0,0.0,0.0,0.0
28,MS,POP_1,POP,8.44,1.74,0.0,0.0,0.0,5.88,0.0,0.67,0.0,0.0,0.0
28,MS,STY_1,STY,18.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,24.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,LBR_1,LBR,12.53,0.0,0.79,0.0,0.0,0.0,0.0,0.73,0.0,0.0,8.42
29,MO,LIB_1,LIB,8.76,0.0,0.9,0.0,1.04,0.88,0.0,0.0,0.0,2.92,1.66
29,MO,NAT_1,NAT,13.29,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,STY_1,STY,9.45,4.29,0.0,4.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CON_1,CON,16.54,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CUP_1,CUP,7.93,1.26,0.0,1.3,0.0,0.0,0.0,1.04,2.09,0.0,0.0
30,MT,LBR_1,LBR,11.7,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,3.45
30,MT,LIB_1,LIB,15.28,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,4.81,0.0
30,MT,NAT_1,NAT,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CON_1,CON,19.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,NE,CUP_1,CUP,12.54,0.81,1.28,1.49,0.0,0.0,0.0,0.0,2.1,0.0,0.0
31,NE,LBR_1,LBR,14.17,0.0,0.98,0.0,0.0,0.0,0.0,3.31,0.0,0.0,0.0
31,NE,LIB_1,LIB,7.95,0.0,1.17,0.0,0.51,0.0,0.0,0.0,0.0,2.77,2.75
31,NE,POP_1,POP,9.69,1.01,0.0,0.0,0.0,0.0,0.0,3.11,9.25,0.0,0.0
32,NV,CON_1,CON,21.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LBR_1,LBR,16.34,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62
32,NV,LIB_1,LIB,11.19,0.0,3.52,0.0,0.0,0.85,0.0,0.0,0.0,7.82,0.0
32,NV,POP_1,POP,7.95,2.27,0.0,0.0,0.0,3.02,0.0,0.0,11.65,0.0,0.0
32,NV,STY_1,STY,8.67,0.0,0.98,0.0,1.99,0.85,0.64,0.0,0.0,0.0,1.56
33,NH,CON_1,CON,12.24,0.0,0.0,2.18,0.0,0.0,0.0,0.0,7.2,0.0,0.0
33,NH,CUP_1,CUP,7.34,1.1,0.0,4.18,0.0,0.0,3.68,0.8,0.0,0.0,0.0
33,NH,LBR_1,LBR,17.05,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0
33,NH,OAO_1,OAO,13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,NH,PRG_1,PRG,12.15,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,4.64
34,NJ,CON_1,CON,18.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CUP_1,CUP,6.21,0.0,2.76,0.0,0.0,0.0,0.87,1.53,1.41,0.0,0.0
34,NJ,LBR_1,LBR,12.52,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,5.76
34,NJ,LIB_1,LIB,14.58,0.0,2.8,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,POP_1,POP,7.95,0.71,0.0,0.0,0.54,0.0,0.0,2.04,9.66,0.0,0.0
35,NM,CON_1,CON,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.41,0.0,1.71,2.01,0.9,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LBR_1,LBR,21.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,10.17,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,7.88,0.0
35,NM,STY_1,STY,9.25,0.0,0.0,2.94,7.89,0.0,0.0,0.0,0.0,0.0,0.0
36,NY,CON_1,CON,15.95,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,15.08,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0
36,NY,LIB_1,LIB,12.86,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,9.6,0.0
36,NY,OAO_1,OAO,9.25,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0
36,NY,POP_1,POP,7.77,0.58,0.0,0.0,0.0,2.22,0.0,3.25,7.34,0.0,0.0
37,NC,CON_1,CON,23.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,LBR_1,LBR,10.67,0.0,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08
37,NC,LIB_1,LIB,9.11,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,8.22,0.0
37,NC,NAT_1,NAT,13.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,NC,POP_1,POP,9.56,2.58,0.0,0.0,0.0,0.0,0.0,5.24,0.0,0.0,0.0
38,ND,CON_1,CON,24.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ND,CUP_1,CUP,12.86,3.89,2.12,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0
38,ND,LBR_1,LBR,15.39,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,2.47
38,ND,LIB_1,LIB,9.66,0.0,2.69,0.0,1.41,0.0,0.0,0.0,0.0,5.47,0.0
38,ND,POP_1,POP,13.95,6.71,0.0,0.0,0.6,0.0,0.0,0.89,0.0,0.0,0.0
39,OH,CON_1,CON,24.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,CUP_1,CUP,9.66,3.49,2.64,0.0,0.0,0.0,0.0,0.0,6.93,0.0,0.0
39,OH,LBR_1,LBR,10.85,0.0,1.06,0.0,0.0,0.0,0.0,4.28,0.0,0.0,4.51
39,OH,LIB_1,LIB,10.36,0.0,0.95,0.0,0.62,0.0,0.0,0.0,0.0,3.46,1.25
39,OH,POP_1,POP,8.88,2.36,0.0,0.0,0.91,0.0,0.0,3.33,7.38,0.0,0.0
40,OK,CON_1,CON,24.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,CUP_1,CUP,9.76,4.52,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,LBR_1,LBR,7.43,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,6.07
40,OK,NAT_1,NAT,18.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,OK,POP_1,POP,8.79,4.42,0.0,0.0,0.0,0.57,0.0,2.65,0.0,0.0,0.0
41,OR,CON_1,CON,12.43,0.0,0.68,6.02,0.0,3.06,0.0,0.0,0.0,0.0,0.0
41,OR,LBR_1,LBR,10.95,0.0,0.0,1.22,0.0,1.82,0.0,2.26,0.0,0.0,0.0
41,OR,LIB_1,LIB,15.74,0.0,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,NAT_1,NAT,15.78,0.59,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,OR,PRG_1,PRG,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49
42,PA,CON_1,CON,22.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,LBR_1,LBR,13.14,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,5.56
42,PA,LIB_1,LIB,14.7,0.0,2.31,0.0,0.79,0.68,0.0,0.0,0.0,0.0,0.0
42,PA,NAT_1,NAT,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,PA,POP_1,POP,6.97,3.16,0.0,0.0,1.28,3.63,0.0,1.61,0.0,0.0,0.0
44,RI,CON_1,CON,16.93,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0
44,RI,LBR_1,LBR,15.26,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,6.26
44,RI,LIB_1,LIB,17.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,RI,POP_1,POP,8.09,0.0,0.0,0.0,0.0,0.0,0.0,6.97,6.45,0.0,0.0
44,RI,PRG_1,PRG,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,CON_1,CON,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,SC,LBR_1,LBR,13.3,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9
45,SC,NAT_1,NAT,14.25,0.95,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0
45,SC,POP_1,POP,8.82,2.85,0.0,0.0,0.0,3.83,0.0,0.58,0.0,0.0,0.0
45,SC,STY_1,STY,8.53,1.42,0.0,0.0,2.58,3.48,0.0,0.0,0.0,0.0,2.59
46,SD,CON_1,CON,19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,CUP_1,CUP,12.05,0.72,5.02,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,LBR_1,LBR,10.22,0.0,0.74,0.0,0.0,0.0,12.92,0.0,0.0,0.0,4.33
46,SD,NAT_1,NAT,15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,SD,STY_1,STY,9.26,0.0,0.0,5.08,0.0,0.82,0.0,0.0,0.0,0.0,1.89
47,TN,CON_1,CON,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,CON_2,CON,0.0,13.87,2.37,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0
47,TN,CUP_1,CUP,7.65,0.51,4.22,1.6,0.64,0.0,4.92,0.0,0.0,0.0,0.0
47,TN,NAT_1,NAT,18.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,TN,STY_1,STY,6.88,0.0,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,4.96
48,TX,CON_1,CON,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,CUP_1,CUP,9.44,2.0,4.31,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,LBR_1,LBR,13.29,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
48,TX,NAT_1,NAT,11.35,0.62,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,TX,STY_1,STY,11.35,0.53,0.82,0.0,2.23,0.0,0.0,0.0,0.0,0.0,2.38
49,UT,CON_1,CON,17.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,CUP_1,CUP,8.62,0.0,1.74,0.0,0.0,0.0,5.99,1.01,0.0,0.0,0.0
49,UT,DSA_1,DSA,8.51,0.0,0.0,0.0,0.0,0.0,3.69,1.8,0.0,2.03,0.0
49,UT,LBR_1,LBR,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,UT,POP_1,POP,11.31,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0
50,VT,CON_1,CON,11.96,0.0,0.0,0.0,0.0,2.21,0.0,0.0,5.15,0.0,0.0
50,VT,LBR_1,LBR,10.14,0.0,0.0,0.0,0.0,2.42,0.0,2.37,0.0,0.0,4.86
50,VT,LIB_1,LIB,14.14,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_1,PRG,31.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,VT,PRG_2,PRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,0.0
51,VA,CON_1,CON,20.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LBR_1,LBR,15.83,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,LIB_1,LIB,10.54,0.0,0.77,0.0,0.0,1.0,0.0,0.0,0.0,10.38,0.55
51,VA,NAT_1,NAT,12.36,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,VA,STY_1,STY,6.53,0.0,0.71,6.07,0.0,0.0,0.0,0.0,0.0,0.0,3.82
53,WA,CON_1,CON,13.5,0.0,4.76,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0
53,WA,LBR_1,LBR,12.84,0.0,0.0,0.0,0.0,2.66,0.0,2.29,0.0,0.0,0.0
