candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,locked,lock_order,condorcet_winner
CON_1,CON_2,33738.56504244947,0.0,33738.57,100.0,True,1,STY_1
CON_1,LBR_1,15694.968125373754,18043.596917075716,2348.63,6.9613,True,9,STY_1
CON_1,LIB_1,20476.10602379719,13262.459018652276,7213.65,21.381,True,4,STY_1
CON_1,STY_1,14648.997999008001,19089.567043441468,4440.57,13.1617,True,6,STY_1
CON_2,LBR_1,15694.968125373754,18043.596917075716,2348.63,6.9613,True,10,STY_1
CON_2,LIB_1,20476.10602379719,13262.459018652276,7213.65,21.381,True,5,STY_1
CON_2,STY_1,14648.997999008001,19089.567043441468,4440.57,13.1617,True,7,STY_1
LBR_1,LIB_1,27079.074213202053,6659.490829247417,20419.58,60.523,True,2,STY_1
LBR_1,STY_1,15232.944492819204,18505.620549630265,3272.68,9.7001,True,8,STY_1
LIB_1,STY_1,8281.974818361152,25456.590224088315,17174.62,50.905,True,3,STY_1
