respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9,rank_10,rank_11,rank_12,rank_13,rank_14,rank_15,rank_16,rank_17,rank_18,rank_19,rank_20,rank_21,rank_22,rank_23,rank_24,rank_25
0,LIB_dsa,PRG_dsa,LIB_sd,CO,SD_lib,JR,MW,DSA_prg,DSA_lib,SD_sty,ZN,CTR_sty,STY_sd,STY_ctr,MRJ,LK,CTR_con,CON_ctr,REF_con,BE,RH,DH,REF_nat,CON_ref,NAT_ref
1,CO,LIB_sd,LIB_dsa,MW,SD_sty,STY_sd,SD_lib,CTR_sty,DSA_lib,STY_ctr,LK,PRG_dsa,JR,MRJ,CTR_con,DSA_prg,ZN,CON_ctr,RH,CON_ref,REF_con,DH,NAT_ref,REF_nat,BE
2,DSA_lib,DSA_prg,PRG_dsa,ZN,JR,LIB_dsa,LIB_sd,CO,MW,SD_lib,SD_sty,STY_sd,STY_ctr,MRJ,CTR_sty,LK,CTR_con,REF_nat,RH,CON_ref,BE,DH,NAT_ref,CON_ctr,REF_con
3,MW,SD_lib,SD_sty,LIB_dsa,DSA_prg,STY_sd,MRJ,LIB_sd,CO,STY_ctr,DSA_lib,ZN,PRG_dsa,CTR_sty,JR,LK,CTR_con,CON_ctr,CON_ref,RH,DH,REF_con,REF_nat,NAT_ref,BE
4,CTR_sty,LK,STY_ctr,CTR_con,CON_ctr,CON_ref,MRJ,STY_sd,RH,REF_con,DH,MW,REF_nat,SD_sty,SD_lib,BE,LIB_dsa,NAT_ref,LIB_sd,CO,DSA_prg,DSA_lib,ZN,JR,PRG_dsa
5,PRG_dsa,JR,LIB_dsa,CO,LIB_sd,DSA_lib,DSA_prg,ZN,MW,SD_lib,SD_sty,STY_sd,STY_ctr,MRJ,LK,CTR_sty,REF_nat,CTR_con,CON_ctr,RH,DH,BE,NAT_ref,REF_con,CON_ref
6,JR,PRG_dsa,ZN,DSA_lib,LIB_dsa,CO,DSA_prg,LIB_sd,SD_lib,MW,SD_sty,STY_sd,STY_ctr,MRJ,CTR_sty,LK,CTR_con,CON_ctr,REF_nat,RH,CON_ref,NAT_ref,DH,BE,REF_con
7,REF_nat,NAT_ref,BE,DH,REF_con,CON_ref,ZN,RH,CON_ctr,STY_sd,CTR_sty,LK,JR,MRJ,STY_ctr,DSA_lib,SD_sty,PRG_dsa,DSA_prg,CTR_con,LIB_sd,SD_lib,MW,LIB_dsa,CO
8,NAT_ref,REF_con,BE,DH,REF_nat,CON_ref,RH,CON_ctr,STY_ctr,MRJ,CTR_con,STY_sd,CTR_sty,LK,SD_sty,MW,DSA_lib,JR,CO,LIB_dsa,LIB_sd,SD_lib,ZN,DSA_prg,PRG_dsa
9,STY_sd,SD_sty,STY_ctr,MW,MRJ,SD_lib,CTR_sty,LIB_dsa,CO,CTR_con,DSA_lib,LIB_sd,CON_ctr,DSA_prg,ZN,CON_ref,LK,RH,PRG_dsa,DH,REF_con,JR,REF_nat,NAT_ref,BE
10,REF_nat,DH,REF_con,MRJ,CON_ref,STY_sd,STY_ctr,RH,NAT_ref,CON_ctr,CTR_sty,BE,CTR_con,SD_sty,LK,MW,SD_lib,DSA_lib,ZN,LIB_sd,LIB_dsa,JR,DSA_prg,CO,PRG_dsa
11,NAT_ref,BE,CON_ref,REF_nat,DH,REF_con,CON_ctr,RH,CTR_con,CTR_sty,LK,STY_ctr,MRJ,STY_sd,SD_sty,CO,JR,ZN,SD_lib,MW,LIB_sd,LIB_dsa,PRG_dsa,DSA_lib,DSA_prg
12,CON_ctr,CON_ref,NAT_ref,RH,CTR_con,REF_con,REF_nat,BE,CTR_sty,LK,DH,STY_ctr,STY_sd,MRJ,SD_sty,SD_lib,MW,CO,LIB_sd,LIB_dsa,PRG_dsa,JR,DSA_prg,DSA_lib,ZN
13,RH,DH,REF_nat,REF_con,CON_ref,CON_ctr,STY_ctr,NAT_ref,BE,MRJ,STY_sd,CTR_sty,CTR_con,SD_sty,LK,JR,DSA_prg,ZN,DSA_lib,LIB_dsa,CO,MW,PRG_dsa,SD_lib,LIB_sd
14,DH,CON_ref,REF_con,REF_nat,RH,CON_ctr,NAT_ref,CTR_con,STY_ctr,BE,CTR_sty,STY_sd,MRJ,LK,MW,SD_sty,SD_lib,CO,LIB_sd,LIB_dsa,DSA_lib,ZN,DSA_prg,JR,PRG_dsa
15,CON_ref,RH,CON_ctr,LK,CTR_con,NAT_ref,CTR_sty,REF_con,BE,DH,REF_nat,STY_ctr,STY_sd,MRJ,SD_lib,SD_sty,MW,LIB_sd,CO,JR,DSA_lib,ZN,LIB_dsa,DSA_prg,PRG_dsa
16,RH,CON_ctr,CTR_sty,CTR_con,CON_ref,LK,STY_ctr,DH,REF_con,SD_sty,STY_sd,LIB_sd,MW,MRJ,REF_nat,NAT_ref,SD_lib,BE,CO,LIB_dsa,DSA_lib,JR,ZN,PRG_dsa,DSA_prg
17,CON_ctr,LK,CON_ref,CTR_sty,CTR_con,RH,STY_ctr,LIB_sd,REF_con,MW,SD_lib,SD_sty,DH,STY_sd,NAT_ref,MRJ,CO,LIB_dsa,REF_nat,BE,DSA_prg,JR,PRG_dsa,DSA_lib,ZN
18,LK,RH,CON_ctr,CTR_sty,CTR_con,SD_sty,CON_ref,SD_lib,STY_ctr,LIB_sd,MRJ,MW,STY_sd,REF_con,LIB_dsa,CO,REF_nat,DH,NAT_ref,BE,DSA_lib,DSA_prg,JR,PRG_dsa,ZN
19,JR,CO,LIB_sd,LIB_dsa,PRG_dsa,DSA_lib,SD_lib,SD_sty,MW,DSA_prg,ZN,STY_sd,CTR_sty,STY_ctr,LK,MRJ,CTR_con,CON_ctr,REF_nat,RH,DH,NAT_ref,REF_con,CON_ref,BE
20,MW,RH,SD_lib,SD_sty,CTR_sty,CO,LIB_sd,STY_ctr,CON_ref,LIB_dsa,STY_sd,CON_ctr,CTR_con,LK,MRJ,DSA_prg,DSA_lib,ZN,REF_con,PRG_dsa,JR,DH,BE,REF_nat,NAT_ref
21,JR,PRG_dsa,DSA_prg,ZN,DSA_lib,LIB_dsa,LIB_sd,CO,MW,SD_lib,SD_sty,STY_sd,STY_ctr,MRJ,CTR_sty,BE,LK,CTR_con,CON_ctr,REF_nat,REF_con,RH,NAT_ref,CON_ref,DH
22,STY_sd,MRJ,SD_sty,STY_ctr,MW,CON_ref,REF_nat,SD_lib,DH,REF_con,ZN,LK,DSA_lib,CON_ctr,DSA_prg,RH,CTR_sty,LIB_sd,CTR_con,LIB_dsa,CO,NAT_ref,PRG_dsa,JR,BE
23,NAT_ref,BE,REF_nat,DH,REF_con,CON_ref,RH,CON_ctr,CTR_sty,CTR_con,STY_ctr,MRJ,STY_sd,LK,SD_sty,ZN,PRG_dsa,LIB_dsa,SD_lib,DSA_prg,CO,DSA_lib,JR,LIB_sd,MW
24,RH,CON_ref,STY_ctr,MRJ,STY_sd,CON_ctr,CTR_con,CTR_sty,DH,LK,REF_con,SD_sty,REF_nat,MW,SD_lib,NAT_ref,LIB_sd,BE,LIB_dsa,CO,DSA_lib,DSA_prg,ZN,PRG_dsa,JR
25,PRG_dsa,ZN,CO,LIB_dsa,DSA_prg,JR,DSA_lib,SD_lib,MW,LIB_sd,SD_sty,STY_sd,MRJ,STY_ctr,CTR_sty,CTR_con,LK,NAT_ref,REF_con,DH,CON_ctr,CON_ref,RH,BE,REF_nat
26,DSA_prg,ZN,DSA_lib,JR,MW,SD_lib,PRG_dsa,SD_sty,LIB_dsa,LIB_sd,CO,STY_ctr,MRJ,STY_sd,CTR_sty,CTR_con,LK,REF_nat,CON_ref,CON_ctr,RH,DH,NAT_ref,BE,REF_con
27,JR,DSA_lib,LIB_dsa,PRG_dsa,CO,LIB_sd,DSA_prg,SD_sty,MW,SD_lib,ZN,STY_sd,MRJ,STY_ctr,CTR_sty,LK,CTR_con,CON_ctr,NAT_ref,DH,CON_ref,REF_nat,BE,RH,REF_con
28,CTR_con,RH,CON_ctr,CON_ref,LK,CTR_sty,BE,DH,REF_con,STY_ctr,NAT_ref,REF_nat,STY_sd,SD_sty,SD_lib,MRJ,MW,LIB_sd,CO,LIB_dsa,DSA_lib,PRG_dsa,DSA_prg,JR,ZN
29,DSA_prg,ZN,DSA_lib,MRJ,STY_sd,SD_sty,STY_ctr,PRG_dsa,SD_lib,MW,LIB_dsa,JR,CO,LIB_sd,CTR_sty,DH,REF_con,LK,CTR_con,REF_nat,CON_ref,NAT_ref,BE,RH,CON_ctr
30,MRJ,STY_sd,DH,STY_ctr,REF_con,REF_nat,SD_sty,MW,ZN,SD_lib,DSA_lib,CTR_sty,DSA_prg,CON_ref,CON_ctr,JR,LIB_dsa,RH,CTR_con,LK,LIB_sd,CO,NAT_ref,PRG_dsa,BE
31,CTR_con,SD_lib,CTR_sty,LIB_sd,LK,LIB_dsa,CO,MW,RH,CON_ctr,SD_sty,CON_ref,STY_ctr,STY_sd,REF_con,MRJ,DSA_lib,NAT_ref,DH,PRG_dsa,JR,DSA_prg,REF_nat,ZN,BE
32,CO,MW,CTR_con,CTR_sty,LK,STY_sd,SD_sty,LIB_sd,SD_lib,LIB_dsa,STY_ctr,JR,MRJ,PRG_dsa,CON_ctr,RH,DSA_prg,CON_ref,DSA_lib,ZN,REF_con,REF_nat,DH,BE,NAT_ref
33,LK,CTR_sty,CTR_con,CON_ctr,MW,LIB_sd,SD_lib,CO,RH,SD_sty,LIB_dsa,STY_ctr,CON_ref,STY_sd,MRJ,PRG_dsa,JR,REF_con,DSA_lib,DSA_prg,REF_nat,DH,BE,ZN,NAT_ref
34,CO,LIB_dsa,LIB_sd,SD_lib,SD_sty,MW,JR,CTR_sty,CTR_con,PRG_dsa,LK,STY_ctr,DSA_lib,ZN,DSA_prg,STY_sd,CON_ctr,MRJ,RH,CON_ref,DH,BE,NAT_ref,REF_con,REF_nat
35,REF_con,DH,CON_ref,CON_ctr,BE,NAT_ref,CTR_sty,CTR_con,REF_nat,RH,LK,STY_ctr,STY_sd,MRJ,SD_sty,MW,SD_lib,LIB_sd,CO,DSA_prg,DSA_lib,JR,ZN,LIB_dsa,PRG_dsa
36,LK,CO,CTR_sty,CTR_con,LIB_dsa,LIB_sd,SD_sty,CON_ctr,SD_lib,RH,STY_ctr,MW,CON_ref,STY_sd,MRJ,JR,PRG_dsa,DSA_lib,REF_con,ZN,REF_nat,DSA_prg,BE,NAT_ref,DH
37,STY_ctr,DH,REF_con,MRJ,REF_nat,STY_sd,NAT_ref,RH,BE,CON_ctr,CON_ref,CTR_sty,MW,LK,CTR_con,SD_sty,SD_lib,LIB_dsa,DSA_prg,DSA_lib,CO,LIB_sd,ZN,PRG_dsa,JR
38,REF_nat,DH,MRJ,REF_con,NAT_ref,BE,STY_sd,CON_ref,STY_ctr,CON_ctr,RH,CTR_sty,SD_sty,CTR_con,LIB_dsa,DSA_lib,MW,DSA_prg,CO,PRG_dsa,SD_lib,ZN,JR,LK,LIB_sd
39,PRG_dsa,DSA_lib,ZN,SD_sty,JR,DSA_prg,MW,LIB_dsa,SD_lib,LIB_sd,CO,MRJ,STY_sd,STY_ctr,CTR_sty,LK,CTR_con,CON_ctr,BE,RH,NAT_ref,CON_ref,DH,REF_con,REF_nat
40,DSA_lib,DSA_prg,JR,MRJ,SD_sty,ZN,PRG_dsa,SD_lib,STY_ctr,LIB_dsa,STY_sd,MW,CO,LIB_sd,CTR_sty,LK,CTR_con,CON_ctr,DH,REF_con,REF_nat,RH,CON_ref,NAT_ref,BE
41,REF_con,CON_ref,NAT_ref,CON_ctr,REF_nat,RH,BE,DH,CTR_con,LK,CTR_sty,STY_ctr,MRJ,STY_sd,LIB_dsa,SD_sty,JR,LIB_sd,MW,SD_lib,DSA_lib,DSA_prg,ZN,PRG_dsa,CO
42,JR,SD_lib,CO,LIB_dsa,ZN,PRG_dsa,DSA_lib,LIB_sd,DSA_prg,SD_sty,MW,STY_sd,STY_ctr,MRJ,LK,CTR_sty,CTR_con,DH,CON_ref,REF_nat,BE,REF_con,NAT_ref,RH,CON_ctr
43,JR,DSA_lib,PRG_dsa,ZN,LIB_sd,CO,DSA_prg,MW,LIB_dsa,SD_sty,SD_lib,STY_sd,STY_ctr,MRJ,CTR_sty,LK,CTR_con,REF_con,CON_ctr,CON_ref,BE,REF_nat,RH,DH,NAT_ref
44,PRG_dsa,JR,DSA_prg,DSA_lib,LIB_dsa,ZN,LIB_sd,CO,SD_lib,SD_sty,MW,STY_ctr,STY_sd,CTR_sty,MRJ,LK,REF_con,CTR_con,RH,DH,CON_ref,CON_ctr,BE,REF_nat,NAT_ref
45,PRG_dsa,MW,DSA_lib,ZN,JR,DSA_prg,LIB_dsa,SD_sty,SD_lib,LIB_sd,CO,STY_sd,MRJ,STY_ctr,CTR_sty,LK,CTR_con,CON_ref,DH,NAT_ref,RH,REF_con,BE,CON_ctr,REF_nat
46,JR,PRG_dsa,DSA_prg,LIB_dsa,DSA_lib,SD_lib,ZN,CO,LIB_sd,SD_sty,STY_sd,MW,STY_ctr,MRJ,LK,CTR_sty,DH,BE,CON_ctr,CTR_con,REF_con,NAT_ref,REF_nat,CON_ref,RH
47,RH,CTR_sty,CON_ref,SD_sty,STY_ctr,CTR_con,LK,MW,MRJ,CON_ctr,STY_sd,SD_lib,REF_con,DH,REF_nat,LIB_sd,CO,LIB_dsa,BE,NAT_ref,DSA_lib,ZN,DSA_prg,PRG_dsa,JR
48,DSA_lib,JR,ZN,PRG_dsa,DSA_prg,LIB_dsa,STY_sd,CO,MRJ,SD_lib,STY_ctr,SD_sty,MW,LIB_sd,CTR_sty,LK,CTR_con,BE,RH,DH,CON_ctr,REF_con,REF_nat,NAT_ref,CON_ref
49,REF_nat,DH,NAT_ref,BE,REF_con,RH,CON_ref,CON_ctr,STY_ctr,CTR_con,STY_sd,CTR_sty,LK,MRJ,SD_sty,DSA_lib,CO,SD_lib,LIB_sd,MW,JR,ZN,LIB_dsa,DSA_prg,PRG_dsa
50,DSA_prg,SD_lib,ZN,MRJ,DSA_lib,MW,STY_ctr,STY_sd,SD_sty,PRG_dsa,LIB_dsa,JR,LIB_sd,CO,REF_con,CTR_sty,CTR_con,DH,LK,REF_nat,CON_ref,BE,CON_ctr,RH,NAT_ref
51,ZN,DSA_prg,DSA_lib,MW,PRG_dsa,SD_sty,JR,STY_sd,MRJ,SD_lib,LIB_dsa,CO,STY_ctr,LIB_sd,CTR_sty,LK,CTR_con,CON_ref,CON_ctr,NAT_ref,RH,BE,DH,REF_nat,REF_con
52,SD_lib,LIB_dsa,MW,SD_sty,LIB_sd,CO,DSA_lib,STY_sd,ZN,JR,STY_ctr,DSA_prg,MRJ,PRG_dsa,LK,CTR_sty,CTR_con,CON_ctr,RH,REF_con,CON_ref,REF_nat,DH,BE,NAT_ref
53,REF_nat,NAT_ref,DH,REF_con,CON_ref,BE,RH,CON_ctr,CTR_con,STY_ctr,LK,SD_sty,CTR_sty,MRJ,STY_sd,MW,PRG_dsa,SD_lib,ZN,LIB_sd,CO,LIB_dsa,DSA_lib,JR,DSA_prg
54,LK,LIB_sd,SD_lib,CTR_sty,CO,LIB_dsa,CTR_con,MW,RH,SD_sty,CON_ctr,CON_ref,STY_ctr,STY_sd,MRJ,DSA_lib,JR,PRG_dsa,REF_con,DSA_prg,REF_nat,ZN,DH,NAT_ref,BE
55,SD_sty,STY_sd,MRJ,MW,SD_lib,DSA_lib,LIB_dsa,ZN,DSA_prg,STY_ctr,LIB_sd,CO,LK,PRG_dsa,CTR_sty,CON_ref,CON_ctr,RH,JR,CTR_con,DH,BE,REF_con,REF_nat,NAT_ref
56,RH,CON_ref,CON_ctr,CTR_con,LK,DH,CTR_sty,NAT_ref,REF_nat,BE,REF_con,STY_ctr,STY_sd,SD_sty,MRJ,MW,SD_lib,LIB_sd,CO,LIB_dsa,ZN,DSA_prg,PRG_dsa,JR,DSA_lib
57,ZN,DSA_prg,DSA_lib,PRG_dsa,MW,STY_sd,MRJ,SD_sty,SD_lib,LIB_dsa,STY_ctr,JR,LIB_sd,CO,CTR_sty,REF_con,REF_nat,LK,BE,NAT_ref,RH,CON_ctr,CON_ref,DH,CTR_con
58,CO,LIB_sd,LIB_dsa,ZN,PRG_dsa,DSA_lib,JR,SD_lib,MW,DSA_prg,SD_sty,STY_sd,CTR_sty,MRJ,STY_ctr,LK,CTR_con,REF_nat,CON_ctr,RH,REF_con,BE,NAT_ref,CON_ref,DH
59,LIB_dsa,JR,CO,DSA_prg,LIB_sd,PRG_dsa,SD_sty,MW,DSA_lib,SD_lib,ZN,STY_sd,MRJ,STY_ctr,CTR_sty,LK,CTR_con,CON_ctr,REF_con,REF_nat,CON_ref,BE,RH,NAT_ref,DH
60,MRJ,STY_sd,SD_sty,MW,STY_ctr,SD_lib,DSA_lib,LIB_sd,LK,LIB_dsa,CON_ctr,CTR_sty,DSA_prg,CTR_con,PRG_dsa,RH,ZN,CON_ref,DH,CO,REF_con,REF_nat,JR,BE,NAT_ref
61,CTR_sty,CON_ctr,STY_sd,STY_ctr,RH,CTR_con,SD_lib,LK,SD_sty,MRJ,MW,CON_ref,REF_con,CO,LIB_sd,LIB_dsa,DH,REF_nat,DSA_prg,DSA_lib,BE,NAT_ref,PRG_dsa,ZN,JR
62,CO,LIB_dsa,SD_lib,LIB_sd,MW,SD_sty,JR,CTR_sty,PRG_dsa,CTR_con,LK,STY_sd,STY_ctr,DSA_lib,DSA_prg,ZN,MRJ,CON_ctr,RH,CON_ref,BE,REF_con,DH,NAT_ref,REF_nat
63,REF_con,DH,RH,REF_nat,CON_ref,NAT_ref,CON_ctr,STY_ctr,BE,STY_sd,LK,MRJ,CTR_sty,CTR_con,SD_sty,MW,SD_lib,LIB_sd,CO,JR,LIB_dsa,DSA_prg,PRG_dsa,ZN,DSA_lib
64,LIB_sd,SD_lib,LK,CTR_sty,CO,CTR_con,MW,SD_sty,CON_ctr,LIB_dsa,RH,CON_ref,STY_sd,STY_ctr,MRJ,JR,PRG_dsa,REF_nat,DSA_lib,REF_con,DSA_prg,DH,BE,ZN,NAT_ref
65,DH,REF_nat,BE,REF_con,NAT_ref,CON_ref,RH,CON_ctr,CTR_sty,LIB_dsa,JR,STY_ctr,DSA_prg,MRJ,DSA_lib,SD_lib,STY_sd,SD_sty,LIB_sd,MW,CO,PRG_dsa,CTR_con,LK,ZN
66,CTR_sty,CTR_con,MW,LIB_sd,SD_lib,RH,CON_ctr,LK,MRJ,CON_ref,SD_sty,LIB_dsa,CO,STY_sd,STY_ctr,DSA_lib,PRG_dsa,REF_con,ZN,DSA_prg,JR,DH,REF_nat,NAT_ref,BE
67,BE,REF_nat,NAT_ref,RH,CON_ref,REF_con,CON_ctr,DH,LK,CTR_con,CTR_sty,STY_ctr,MRJ,STY_sd,JR,PRG_dsa,CO,SD_sty,DSA_lib,ZN,MW,LIB_dsa,DSA_prg,LIB_sd,SD_lib
68,MW,SD_sty,LIB_dsa,SD_lib,LIB_sd,CO,MRJ,STY_sd,STY_ctr,JR,ZN,DSA_prg,DSA_lib,CTR_sty,CTR_con,PRG_dsa,LK,RH,CON_ctr,CON_ref,REF_con,DH,REF_nat,NAT_ref,BE
69,STY_ctr,STY_sd,MRJ,SD_sty,MW,DH,CTR_sty,SD_lib,CON_ref,REF_con,ZN,DSA_lib,DSA_prg,REF_nat,LIB_sd,RH,CON_ctr,LIB_dsa,CTR_con,CO,LK,PRG_dsa,NAT_ref,JR,BE
70,SD_lib,MRJ,CON_ref,STY_ctr,SD_sty,STY_sd,RH,CON_ctr,MW,CTR_con,CTR_sty,REF_con,DSA_lib,LK,DH,LIB_sd,LIB_dsa,REF_nat,CO,ZN,PRG_dsa,DSA_prg,NAT_ref,BE,JR
71,SD_lib,SD_sty,LIB_sd,CO,LK,CTR_sty,LIB_dsa,CTR_con,MW,STY_sd,STY_ctr,PRG_dsa,MRJ,JR,RH,DSA_lib,CON_ctr,ZN,CON_ref,DSA_prg,REF_con,DH,REF_nat,BE,NAT_ref
72,NAT_ref,DH,REF_con,REF_nat,CON_ref,BE,RH,MRJ,STY_ctr,CON_ctr,STY_sd,CTR_con,SD_sty,SD_lib,CTR_sty,LIB_sd,LK,MW,ZN,JR,CO,DSA_lib,LIB_dsa,PRG_dsa,DSA_prg
73,CO,SD_lib,MW,CON_ctr,LIB_sd,CTR_sty,STY_ctr,RH,CTR_con,SD_sty,STY_sd,LK,LIB_dsa,MRJ,CON_ref,REF_con,DSA_prg,DSA_lib,ZN,JR,PRG_dsa,DH,REF_nat,NAT_ref,BE
74,CO,LK,SD_sty,SD_lib,LIB_sd,LIB_dsa,MW,CTR_sty,STY_sd,CTR_con,MRJ,DSA_lib,STY_ctr,JR,CON_ctr,PRG_dsa,RH,DSA_prg,CON_ref,ZN,REF_con,DH,REF_nat,BE,NAT_ref
75,CO,LIB_dsa,SD_lib,LIB_sd,JR,PRG_dsa,MW,SD_sty,LK,CTR_sty,CTR_con,DSA_lib,STY_sd,DSA_prg,STY_ctr,ZN,MRJ,CON_ctr,RH,CON_ref,REF_con,BE,REF_nat,NAT_ref,DH
76,STY_ctr,RH,CTR_con,CON_ctr,CTR_sty,CON_ref,MRJ,LK,REF_con,STY_sd,REF_nat,SD_sty,MW,DH,LIB_sd,SD_lib,NAT_ref,CO,BE,LIB_dsa,DSA_lib,DSA_prg,ZN,PRG_dsa,JR
77,STY_sd,LIB_sd,CTR_sty,LK,SD_lib,CO,SD_sty,STY_ctr,CTR_con,MW,MRJ,LIB_dsa,JR,PRG_dsa,CON_ctr,DSA_lib,DSA_prg,ZN,RH,CON_ref,REF_con,DH,REF_nat,BE,NAT_ref
78,SD_sty,CO,LIB_dsa,LIB_sd,SD_lib,MW,STY_sd,PRG_dsa,JR,CTR_sty,DSA_lib,ZN,DSA_prg,STY_ctr,CTR_con,MRJ,LK,CON_ctr,RH,CON_ref,DH,NAT_ref,REF_con,REF_nat,BE
79,REF_nat,BE,CON_ref,RH,NAT_ref,DH,REF_con,CON_ctr,CTR_con,CTR_sty,LK,STY_ctr,STY_sd,MRJ,SD_sty,MW,DSA_prg,CO,SD_lib,DSA_lib,LIB_sd,JR,PRG_dsa,LIB_dsa,ZN
80,CON_ref,RH,CON_ctr,LK,REF_con,DH,CTR_sty,CTR_con,REF_nat,STY_sd,STY_ctr,MRJ,MW,BE,SD_sty,NAT_ref,SD_lib,LIB_sd,CO,LIB_dsa,DSA_prg,DSA_lib,JR,ZN,PRG_dsa
81,REF_nat,STY_ctr,DH,BE,MRJ,STY_sd,REF_con,CON_ref,NAT_ref,RH,CTR_sty,CON_ctr,CTR_con,LK,SD_sty,SD_lib,MW,DSA_lib,LIB_sd,LIB_dsa,DSA_prg,ZN,CO,PRG_dsa,JR
82,RH,CON_ctr,CTR_con,LK,CON_ref,CTR_sty,REF_nat,SD_sty,REF_con,STY_ctr,MRJ,BE,STY_sd,SD_lib,MW,DH,LIB_dsa,LIB_sd,NAT_ref,CO,DSA_lib,DSA_prg,JR,PRG_dsa,ZN
83,CTR_sty,CTR_con,LK,CON_ctr,RH,CON_ref,STY_ctr,MW,SD_lib,REF_nat,LIB_sd,LIB_dsa,SD_sty,CO,STY_sd,DH,MRJ,REF_con,BE,JR,NAT_ref,DSA_lib,ZN,PRG_dsa,DSA_prg
84,CTR_con,SD_lib,SD_sty,MW,CO,CTR_sty,LIB_sd,LK,STY_ctr,STY_sd,CON_ctr,LIB_dsa,MRJ,RH,CON_ref,REF_con,DSA_lib,ZN,DSA_prg,JR,REF_nat,PRG_dsa,DH,NAT_ref,BE
85,CON_ref,CTR_sty,CON_ctr,NAT_ref,CTR_con,REF_nat,REF_con,DH,RH,LK,STY_ctr,STY_sd,BE,MRJ,SD_sty,MW,SD_lib,LIB_sd,LIB_dsa,DSA_lib,CO,PRG_dsa,JR,ZN,DSA_prg
86,JR,PRG_dsa,LIB_dsa,DSA_lib,DSA_prg,ZN,LIB_sd,CO,SD_lib,MW,SD_sty,MRJ,STY_sd,STY_ctr,CTR_sty,LK,CTR_con,CON_ctr,REF_con,REF_nat,DH,NAT_ref,RH,CON_ref,BE
87,LIB_sd,CO,SD_sty,LIB_dsa,STY_sd,SD_lib,MW,PRG_dsa,DSA_lib,CTR_sty,JR,LK,STY_ctr,MRJ,CTR_con,DSA_prg,ZN,CON_ctr,CON_ref,RH,REF_con,DH,REF_nat,BE,NAT_ref
88,LIB_dsa,CO,LIB_sd,SD_lib,MW,SD_sty,LK,PRG_dsa,JR,CTR_sty,STY_sd,DSA_lib,CTR_con,DSA_prg,ZN,STY_ctr,MRJ,CON_ctr,CON_ref,RH,REF_con,REF_nat,NAT_ref,DH,BE
89,PRG_dsa,DSA_lib,JR,CO,DSA_prg,MW,LIB_dsa,ZN,LIB_sd,SD_lib,SD_sty,MRJ,STY_sd,STY_ctr,CTR_sty,LK,CTR_con,DH,RH,NAT_ref,REF_nat,CON_ref,CON_ctr,REF_con,BE
90,LK,CTR_sty,MW,CTR_con,SD_sty,SD_lib,CO,LIB_sd,LIB_dsa,CON_ctr,STY_ctr,RH,CON_ref,STY_sd,DSA_lib,MRJ,JR,PRG_dsa,ZN,REF_con,DSA_prg,DH,BE,NAT_ref,REF_nat
91,LK,CTR_sty,CTR_con,LIB_dsa,CO,SD_lib,LIB_sd,CON_ctr,MW,RH,SD_sty,STY_ctr,CON_ref,STY_sd,MRJ,JR,DSA_lib,REF_con,PRG_dsa,ZN,DH,DSA_prg,REF_nat,NAT_ref,BE
92,NAT_ref,BE,CON_ref,REF_con,DH,REF_nat,RH,CON_ctr,CTR_con,LK,CTR_sty,STY_ctr,STY_sd,MRJ,JR,SD_sty,DSA_lib,CO,LIB_dsa,SD_lib,DSA_prg,PRG_dsa,ZN,MW,LIB_sd
93,REF_nat,DH,REF_con,NAT_ref,MRJ,BE,STY_sd,CON_ref,RH,STY_ctr,CON_ctr,CTR_sty,CTR_con,LK,SD_sty,MW,SD_lib,CO,LIB_sd,ZN,LIB_dsa,JR,DSA_lib,PRG_dsa,DSA_prg
94,CON_ctr,LK,CTR_con,CON_ref,CTR_sty,RH,REF_con,STY_ctr,DH,REF_nat,MRJ,NAT_ref,SD_sty,BE,STY_sd,SD_lib,MW,CO,LIB_sd,LIB_dsa,DSA_prg,ZN,DSA_lib,PRG_dsa,JR
95,NAT_ref,REF_nat,REF_con,BE,DH,CON_ref,RH,CTR_sty,CON_ctr,MRJ,JR,PRG_dsa,SD_sty,ZN,DSA_lib,SD_lib,CO,LK,LIB_sd,LIB_dsa,DSA_prg,CTR_con,MW,STY_ctr,STY_sd
96,DSA_prg,DSA_lib,ZN,STY_sd,MRJ,MW,SD_sty,LIB_dsa,CO,PRG_dsa,JR,SD_lib,STY_ctr,LIB_sd,CTR_sty,CTR_con,LK,DH,REF_con,REF_nat,CON_ctr,CON_ref,RH,BE,NAT_ref
97,CTR_sty,CTR_con,REF_con,REF_nat,CON_ref,DH,CON_ctr,STY_ctr,STY_sd,MW,LK,MRJ,RH,BE,NAT_ref,SD_sty,SD_lib,LIB_sd,LIB_dsa,CO,DSA_prg,DSA_lib,PRG_dsa,ZN,JR
98,CON_ctr,RH,CON_ref,CTR_sty,CTR_con,LK,STY_sd,REF_con,DH,STY_ctr,REF_nat,BE,LIB_sd,NAT_ref,SD_sty,MRJ,MW,SD_lib,CO,LIB_dsa,DSA_lib,PRG_dsa,JR,DSA_prg,ZN
99,RH,CTR_con,CON_ref,CON_ctr,DH,CTR_sty,STY_ctr,LK,REF_con,STY_sd,SD_sty,REF_nat,MRJ,NAT_ref,MW,SD_lib,LIB_sd,BE,CO,LIB_dsa,DSA_lib,DSA_prg,JR,ZN,PRG_dsa
