respondent_id,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6,rank_7,rank_8,rank_9
10756,LK,RH,DH,MW,MRJ,BE,CO,JR,ZN
10757,RH,BE,LK,DH,MRJ,MW,ZN,CO,JR
10758,LK,RH,MRJ,DH,MW,BE,CO,JR,ZN
10759,MW,CO,MRJ,LK,RH,JR,ZN,DH,BE
10760,DH,BE,RH,MRJ,CO,LK,ZN,MW,JR
10761,MW,CO,ZN,JR,MRJ,LK,RH,DH,BE
10762,ZN,JR,CO,MW,MRJ,LK,BE,DH,RH
10763,MRJ,DH,MW,ZN,RH,CO,BE,LK,JR
10764,LK,RH,MRJ,MW,DH,CO,BE,JR,ZN
10765,LK,CO,MW,JR,ZN,MRJ,RH,DH,BE
10766,BE,DH,RH,LK,MRJ,JR,MW,ZN,CO
10767,CO,JR,MW,ZN,MRJ,LK,RH,DH,BE
10768,MW,CO,LK,JR,MRJ,RH,ZN,BE,DH
10769,CO,MW,JR,LK,ZN,MRJ,RH,DH,BE
10770,RH,LK,DH,BE,MRJ,MW,CO,ZN,JR
10771,MW,MRJ,CO,LK,ZN,DH,RH,JR,BE
10772,JR,MW,CO,ZN,MRJ,LK,RH,BE,DH
10773,RH,BE,LK,DH,MRJ,CO,MW,JR,ZN
10774,CO,LK,MW,JR,MRJ,ZN,RH,DH,BE
10775,RH,MRJ,LK,DH,MW,BE,CO,ZN,JR
10776,BE,DH,RH,LK,MRJ,MW,CO,ZN,JR
10777,BE,DH,RH,MRJ,LK,CO,ZN,MW,JR
10778,MW,MRJ,CO,LK,JR,RH,ZN,DH,BE
10779,BE,DH,RH,LK,MRJ,MW,ZN,CO,JR
10780,MW,CO,LK,MRJ,JR,RH,ZN,DH,BE
10781,RH,DH,BE,MRJ,LK,MW,ZN,JR,CO
10782,ZN,JR,MW,MRJ,CO,LK,RH,BE,DH
10783,JR,ZN,CO,MW,MRJ,LK,DH,RH,BE
10784,CO,MW,ZN,MRJ,JR,LK,RH,DH,BE
10785,RH,MRJ,DH,LK,MW,CO,BE,ZN,JR
10786,CO,MW,LK,JR,MRJ,ZN,RH,DH,BE
10787,BE,DH,RH,MRJ,LK,CO,MW,JR,ZN
10788,LK,MW,CO,MRJ,JR,RH,ZN,DH,BE
10789,MW,CO,MRJ,LK,ZN,JR,RH,DH,BE
10790,LK,CO,MW,MRJ,JR,RH,ZN,DH,BE
10791,ZN,JR,CO,MRJ,MW,LK,DH,BE,RH
10792,MW,CO,MRJ,LK,JR,RH,ZN,DH,BE
10793,CO,JR,ZN,MW,MRJ,LK,RH,BE,DH
10794,MW,CO,LK,MRJ,RH,JR,ZN,DH,BE
10795,LK,CO,MW,RH,MRJ,JR,ZN,DH,BE
10796,CO,LK,MW,JR,MRJ,RH,ZN,DH,BE
10797,CO,JR,MW,ZN,LK,MRJ,RH,DH,BE
10798,MW,JR,CO,LK,MRJ,ZN,RH,DH,BE
10799,CO,MW,LK,MRJ,JR,ZN,RH,DH,BE
10800,LK,CO,MW,RH,MRJ,JR,ZN,DH,BE
10801,LK,RH,MW,CO,MRJ,DH,JR,BE,ZN
10802,JR,ZN,CO,MRJ,MW,LK,RH,DH,BE
10803,RH,LK,CO,MW,DH,MRJ,BE,ZN,JR
10804,LK,RH,CO,MW,MRJ,DH,BE,JR,ZN
10805,MW,CO,JR,LK,ZN,MRJ,RH,BE,DH
10806,RH,LK,MW,DH,MRJ,BE,CO,JR,ZN
10807,ZN,MW,CO,MRJ,JR,LK,DH,RH,BE
10808,MW,MRJ,CO,LK,ZN,RH,JR,DH,BE
10809,CO,MW,JR,ZN,LK,MRJ,RH,DH,BE
10810,CO,MW,LK,MRJ,JR,RH,ZN,DH,BE
10811,JR,ZN,CO,MW,MRJ,LK,RH,DH,BE
10812,LK,CO,MW,JR,RH,MRJ,ZN,DH,BE
10813,LK,CO,MW,RH,MRJ,JR,DH,ZN,BE
10814,BE,DH,RH,MRJ,LK,MW,ZN,JR,CO
10815,MRJ,RH,MW,DH,LK,BE,CO,ZN,JR
10816,CO,JR,ZN,MW,MRJ,LK,RH,BE,DH
10817,CO,JR,MW,ZN,MRJ,LK,BE,RH,DH
10818,RH,LK,MRJ,DH,BE,MW,CO,ZN,JR
10819,JR,ZN,MW,CO,MRJ,LK,RH,DH,BE
10820,BE,DH,RH,LK,MRJ,ZN,MW,JR,CO
10821,LK,CO,RH,MW,MRJ,ZN,DH,JR,BE
10822,CO,MW,LK,MRJ,RH,JR,ZN,DH,BE
10823,MW,CO,MRJ,ZN,LK,RH,JR,DH,BE
10824,CO,MW,JR,LK,MRJ,ZN,RH,DH,BE
10825,BE,DH,RH,MRJ,ZN,LK,MW,CO,JR
10826,BE,DH,RH,MRJ,LK,CO,ZN,MW,JR
10827,ZN,JR,MW,MRJ,CO,LK,RH,BE,DH
10828,LK,RH,MRJ,MW,DH,CO,BE,JR,ZN
10829,JR,CO,ZN,MW,MRJ,LK,BE,RH,DH
10830,MW,JR,CO,LK,ZN,MRJ,RH,DH,BE
10831,JR,CO,MW,ZN,MRJ,LK,RH,DH,BE
10832,RH,LK,BE,DH,MRJ,MW,CO,JR,ZN
10833,RH,LK,DH,MW,BE,MRJ,CO,JR,ZN
10834,MW,MRJ,RH,CO,ZN,LK,DH,JR,BE
10835,CO,MW,LK,MRJ,JR,RH,ZN,DH,BE
10836,BE,RH,DH,LK,MRJ,JR,MW,ZN,CO
10837,MRJ,MW,CO,ZN,JR,RH,LK,DH,BE
10838,ZN,JR,MW,CO,MRJ,LK,RH,DH,BE
10839,ZN,JR,MRJ,MW,CO,LK,DH,RH,BE
10840,JR,ZN,CO,MW,MRJ,LK,RH,DH,BE
10841,BE,DH,MW,RH,MRJ,JR,CO,ZN,LK
10842,BE,DH,RH,ZN,JR,CO,MW,MRJ,LK
10843,JR,CO,ZN,MW,MRJ,LK,DH,RH,BE
10844,RH,LK,DH,MRJ,BE,MW,CO,ZN,JR
10845,ZN,JR,MRJ,MW,CO,LK,DH,BE,RH
10846,ZN,MRJ,MW,JR,CO,BE,DH,LK,RH
10847,BE,RH,DH,LK,MRJ,MW,CO,ZN,JR
10848,MW,CO,JR,ZN,MRJ,LK,RH,DH,BE
10849,JR,MW,CO,ZN,LK,MRJ,RH,DH,BE
10850,CO,LK,MW,JR,MRJ,RH,ZN,DH,BE
10851,CO,ZN,JR,MW,MRJ,LK,BE,RH,DH
10852,ZN,CO,JR,MW,MRJ,LK,RH,BE,DH
10853,MW,CO,LK,MRJ,JR,ZN,RH,DH,BE
10854,LK,MRJ,RH,DH,MW,CO,BE,ZN,JR
10855,CO,JR,MW,ZN,LK,MRJ,RH,DH,BE
10856,MW,CO,MRJ,LK,RH,ZN,DH,JR,BE
10857,LK,CO,MW,RH,MRJ,JR,DH,ZN,BE
10858,BE,DH,RH,JR,MRJ,CO,MW,LK,ZN
10859,RH,LK,MRJ,DH,BE,MW,CO,ZN,JR
10860,ZN,JR,CO,MW,MRJ,LK,DH,RH,BE
10861,LK,RH,MW,CO,MRJ,DH,JR,BE,ZN
10862,DH,MRJ,RH,MW,LK,BE,ZN,CO,JR
10863,CO,JR,ZN,MW,MRJ,LK,DH,RH,BE
10864,RH,BE,DH,LK,MRJ,MW,CO,ZN,JR
10865,MW,MRJ,ZN,CO,JR,LK,RH,DH,BE
10866,ZN,CO,MW,JR,MRJ,LK,DH,RH,BE
10867,ZN,JR,MW,CO,MRJ,LK,RH,BE,DH
10868,CO,MW,JR,LK,MRJ,ZN,RH,DH,BE
10869,CO,MW,ZN,JR,MRJ,LK,RH,DH,BE
10870,BE,DH,RH,LK,MRJ,CO,MW,JR,ZN
10871,MRJ,MW,ZN,CO,JR,LK,DH,RH,BE
10872,RH,DH,LK,BE,MRJ,MW,CO,JR,ZN
10873,BE,RH,DH,LK,MW,ZN,MRJ,CO,JR
10874,LK,RH,MW,DH,MRJ,CO,BE,JR,ZN
10875,DH,RH,BE,LK,MRJ,MW,CO,ZN,JR
10876,BE,DH,RH,MW,MRJ,ZN,LK,CO,JR
10877,MRJ,MW,ZN,JR,CO,LK,RH,DH,BE
10878,ZN,JR,CO,MW,MRJ,LK,DH,BE,RH
10879,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
10880,ZN,JR,MRJ,MW,CO,LK,BE,RH,DH
10881,BE,DH,RH,LK,MW,ZN,JR,CO,MRJ
10882,RH,LK,MW,CO,MRJ,DH,BE,JR,ZN
10883,LK,RH,DH,BE,MRJ,CO,MW,JR,ZN
10884,RH,LK,BE,DH,MRJ,MW,CO,JR,ZN
10885,LK,RH,DH,BE,MRJ,MW,CO,JR,ZN
10886,LK,MW,RH,CO,MRJ,DH,JR,ZN,BE
10887,MW,CO,ZN,MRJ,JR,LK,RH,DH,BE
10888,JR,ZN,MW,CO,MRJ,LK,BE,RH,DH
10889,JR,CO,ZN,MW,MRJ,LK,DH,RH,BE
10890,MRJ,MW,ZN,JR,LK,CO,RH,DH,BE
10891,LK,RH,DH,MW,MRJ,BE,CO,ZN,JR
10892,RH,LK,MRJ,DH,MW,BE,CO,JR,ZN
10893,MRJ,MW,DH,LK,RH,ZN,CO,JR,BE
10894,LK,RH,MW,CO,MRJ,DH,BE,JR,ZN
10895,MRJ,LK,MW,RH,CO,ZN,DH,JR,BE
10896,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
10897,RH,DH,MRJ,BE,LK,MW,CO,ZN,JR
10898,ZN,JR,MW,MRJ,CO,LK,RH,DH,BE
10899,RH,LK,DH,BE,MW,MRJ,CO,JR,ZN
10900,CO,JR,ZN,MW,MRJ,LK,DH,RH,BE
10901,RH,DH,BE,LK,MRJ,MW,CO,JR,ZN
10902,RH,BE,DH,LK,MRJ,MW,CO,JR,ZN
10903,LK,RH,MRJ,MW,DH,CO,BE,ZN,JR
10904,ZN,MW,MRJ,JR,CO,LK,DH,RH,BE
10905,JR,CO,ZN,MW,MRJ,LK,BE,RH,DH
10906,BE,DH,RH,MW,LK,MRJ,JR,ZN,CO
10907,RH,LK,MRJ,MW,DH,CO,BE,ZN,JR
10908,LK,RH,BE,DH,MRJ,JR,MW,CO,ZN
10909,MW,MRJ,CO,LK,RH,ZN,JR,DH,BE
10910,RH,LK,MW,MRJ,CO,DH,ZN,BE,JR
10911,CO,MW,LK,RH,MRJ,JR,ZN,DH,BE
10912,ZN,MRJ,JR,MW,CO,LK,BE,DH,RH
10913,BE,DH,RH,MRJ,LK,CO,JR,MW,ZN
10914,RH,DH,BE,LK,MRJ,MW,CO,ZN,JR
10915,JR,CO,ZN,MW,MRJ,LK,RH,BE,DH
10916,LK,RH,CO,MW,MRJ,DH,BE,JR,ZN
10917,CO,LK,MW,JR,MRJ,ZN,RH,DH,BE
10918,JR,MW,ZN,CO,MRJ,LK,RH,DH,BE
10919,CO,MW,LK,JR,MRJ,ZN,RH,DH,BE
10920,MRJ,MW,LK,RH,CO,ZN,DH,JR,BE
10921,CO,MW,ZN,JR,MRJ,LK,RH,DH,BE
10922,RH,BE,LK,DH,MRJ,MW,JR,ZN,CO
10923,DH,BE,RH,MRJ,CO,LK,JR,MW,ZN
10924,MW,CO,MRJ,LK,RH,ZN,JR,DH,BE
10925,CO,MW,LK,RH,MRJ,JR,ZN,BE,DH
10926,MRJ,ZN,MW,DH,JR,CO,LK,RH,BE
10927,JR,CO,ZN,MW,MRJ,LK,RH,DH,BE
10928,JR,CO,MW,ZN,LK,MRJ,RH,DH,BE
10929,RH,LK,BE,DH,MRJ,MW,CO,JR,ZN
10930,MW,MRJ,CO,DH,RH,LK,ZN,JR,BE
10931,BE,DH,RH,MRJ,LK,MW,ZN,CO,JR
10932,MW,CO,MRJ,JR,LK,ZN,RH,DH,BE
10933,ZN,JR,CO,MW,MRJ,LK,RH,BE,DH
10934,MW,JR,CO,ZN,MRJ,LK,RH,DH,BE
10935,JR,ZN,MW,CO,MRJ,LK,RH,BE,DH
10936,ZN,MW,MRJ,JR,CO,DH,BE,LK,RH
10937,MW,CO,LK,MRJ,ZN,JR,RH,DH,BE
10938,RH,BE,LK,DH,MRJ,MW,CO,ZN,JR
10939,JR,MW,CO,ZN,MRJ,LK,BE,RH,DH
10940,CO,JR,MW,ZN,LK,MRJ,RH,DH,BE
10941,BE,DH,RH,MRJ,LK,MW,CO,JR,ZN
10942,CO,MW,LK,RH,MRJ,JR,ZN,BE,DH
10943,DH,LK,MRJ,RH,BE,MW,CO,JR,ZN
10944,CO,MW,JR,LK,ZN,MRJ,RH,BE,DH
10945,ZN,MRJ,JR,MW,LK,BE,CO,DH,RH
10946,CO,JR,MW,ZN,MRJ,LK,RH,BE,DH
10947,MW,JR,CO,ZN,MRJ,LK,RH,BE,DH
10948,CO,JR,MW,ZN,MRJ,LK,RH,DH,BE
10949,MW,MRJ,CO,JR,ZN,LK,RH,DH,BE
10950,RH,LK,MRJ,MW,DH,CO,BE,JR,ZN
10951,MW,CO,LK,MRJ,RH,JR,ZN,DH,BE
10952,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
10953,ZN,JR,MW,CO,MRJ,LK,BE,DH,RH
10954,ZN,JR,MW,CO,MRJ,LK,RH,DH,BE
10955,LK,MW,MRJ,CO,RH,JR,ZN,DH,BE
10956,ZN,JR,MW,MRJ,CO,LK,DH,RH,BE
10957,DH,BE,RH,LK,MRJ,MW,JR,ZN,CO
10958,MRJ,MW,DH,RH,LK,ZN,CO,BE,JR
10959,JR,ZN,CO,MW,MRJ,LK,BE,RH,DH
10960,DH,BE,RH,LK,MRJ,MW,ZN,JR,CO
10961,JR,CO,MW,ZN,LK,MRJ,RH,DH,BE
10962,MW,CO,JR,ZN,MRJ,LK,DH,RH,BE
10963,BE,DH,RH,MRJ,LK,ZN,JR,MW,CO
10964,MW,CO,MRJ,JR,ZN,LK,RH,DH,BE
10965,JR,ZN,CO,MW,MRJ,LK,RH,DH,BE
10966,JR,ZN,CO,MW,MRJ,LK,DH,RH,BE
10967,ZN,MW,JR,MRJ,CO,LK,DH,RH,BE
10968,ZN,JR,MW,CO,MRJ,LK,DH,BE,RH
10969,ZN,JR,MW,CO,MRJ,LK,DH,RH,BE
10970,BE,RH,DH,LK,MRJ,MW,CO,ZN,JR
10971,JR,ZN,CO,MW,MRJ,LK,DH,RH,BE
10972,DH,BE,MRJ,RH,LK,MW,CO,ZN,JR
10973,CO,MW,LK,MRJ,RH,JR,ZN,DH,BE
10974,ZN,MRJ,MW,LK,DH,JR,CO,BE,RH
10975,RH,LK,MRJ,MW,CO,DH,JR,ZN,BE
10976,ZN,JR,MW,CO,MRJ,LK,DH,RH,BE
10977,MW,MRJ,RH,LK,CO,DH,ZN,JR,BE
10978,LK,RH,DH,MRJ,MW,BE,CO,ZN,JR
10979,RH,DH,LK,BE,MRJ,MW,CO,JR,ZN
10980,RH,MRJ,DH,MW,LK,BE,CO,ZN,JR
10981,MW,JR,ZN,CO,MRJ,LK,DH,RH,BE
10982,ZN,CO,MW,MRJ,JR,LK,DH,BE,RH
10983,DH,LK,RH,BE,MW,MRJ,CO,JR,ZN
10984,BE,DH,RH,MRJ,LK,JR,ZN,CO,MW
10985,CO,LK,MW,MRJ,JR,RH,ZN,DH,BE
10986,JR,CO,ZN,MW,MRJ,LK,RH,DH,BE
10987,MW,LK,CO,MRJ,RH,JR,ZN,DH,BE
10988,BE,DH,RH,LK,MRJ,MW,CO,JR,ZN
10989,LK,RH,MRJ,CO,MW,DH,BE,JR,ZN
10990,BE,RH,DH,LK,MRJ,MW,CO,ZN,JR
10991,RH,LK,MW,DH,MRJ,BE,CO,ZN,JR
10992,LK,MRJ,CO,MW,ZN,RH,JR,DH,BE
10993,MRJ,MW,CO,LK,ZN,RH,JR,DH,BE
10994,RH,LK,BE,DH,MRJ,MW,CO,JR,ZN
10995,RH,LK,DH,BE,MW,MRJ,CO,ZN,JR
10996,CO,MW,JR,ZN,LK,MRJ,RH,DH,BE
10997,LK,MW,RH,CO,MRJ,DH,JR,ZN,BE
10998,MRJ,CO,MW,ZN,LK,JR,RH,DH,BE
10999,JR,ZN,MW,CO,MRJ,RH,LK,BE,DH
11000,CO,LK,MW,MRJ,JR,ZN,RH,BE,DH
11001,RH,BE,DH,LK,MRJ,MW,CO,JR,ZN
11002,JR,ZN,CO,MW,MRJ,LK,BE,RH,DH
11003,RH,BE,DH,LK,MRJ,MW,ZN,CO,JR
11004,JR,CO,ZN,MW,LK,MRJ,DH,BE,RH
11005,ZN,MRJ,MW,JR,LK,BE,DH,RH,CO
11006,DH,BE,RH,LK,MRJ,MW,JR,ZN,CO
11007,MRJ,MW,JR,CO,LK,ZN,RH,DH,BE
11008,BE,DH,RH,MRJ,LK,CO,MW,JR,ZN
11009,CO,MW,JR,ZN,MRJ,LK,RH,DH,BE
11010,JR,ZN,CO,MW,MRJ,LK,DH,BE,RH
11011,JR,ZN,CO,MRJ,MW,LK,RH,DH,BE
11012,MW,CO,LK,RH,MRJ,JR,ZN,DH,BE
11013,CO,MW,LK,JR,MRJ,RH,ZN,DH,BE
11014,BE,RH,DH,LK,MRJ,CO,ZN,JR,MW
11015,ZN,JR,MW,MRJ,CO,LK,DH,RH,BE
11016,RH,MRJ,LK,MW,DH,BE,CO,JR,ZN
11017,BE,DH,RH,MRJ,LK,CO,MW,JR,ZN
11018,JR,CO,ZN,MW,LK,MRJ,DH,RH,BE
11019,RH,MW,LK,MRJ,DH,CO,ZN,BE,JR
11020,CO,JR,ZN,MW,MRJ,LK,BE,RH,DH
11021,LK,RH,MW,MRJ,DH,BE,CO,JR,ZN
11022,RH,LK,DH,MW,MRJ,BE,CO,ZN,JR
11023,BE,DH,RH,LK,MRJ,CO,JR,MW,ZN
11024,LK,MW,CO,RH,MRJ,JR,DH,ZN,BE
11025,RH,DH,BE,LK,MRJ,MW,CO,ZN,JR
11026,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
11027,MW,LK,CO,MRJ,RH,JR,DH,ZN,BE
11028,DH,MRJ,BE,RH,MW,LK,CO,ZN,JR
11029,CO,LK,MW,RH,MRJ,JR,ZN,DH,BE
11030,CO,MW,JR,ZN,MRJ,LK,RH,DH,BE
11031,MW,CO,LK,JR,MRJ,ZN,RH,BE,DH
11032,RH,LK,BE,DH,MRJ,MW,CO,ZN,JR
11033,LK,RH,CO,MW,MRJ,DH,JR,BE,ZN
11034,JR,MW,ZN,MRJ,CO,LK,DH,BE,RH
11035,MW,CO,LK,MRJ,JR,ZN,RH,DH,BE
11036,MW,CO,MRJ,ZN,JR,LK,RH,DH,BE
11037,BE,RH,DH,LK,MRJ,JR,MW,ZN,CO
11038,ZN,MRJ,MW,JR,CO,BE,RH,DH,LK
11039,RH,LK,BE,DH,MRJ,MW,JR,CO,ZN
11040,RH,DH,BE,MRJ,LK,MW,JR,CO,ZN
11041,CO,MW,LK,MRJ,JR,ZN,RH,BE,DH
11042,BE,DH,RH,LK,MRJ,CO,MW,ZN,JR
11043,MRJ,RH,DH,LK,BE,MW,CO,ZN,JR
11044,CO,LK,MW,RH,MRJ,DH,JR,ZN,BE
11045,BE,DH,RH,LK,MRJ,JR,CO,ZN,MW
11046,DH,BE,RH,MRJ,LK,ZN,CO,JR,MW
11047,ZN,JR,CO,MW,MRJ,LK,BE,DH,RH
11048,DH,BE,RH,MRJ,LK,MW,ZN,CO,JR
11049,RH,LK,DH,MRJ,MW,CO,BE,JR,ZN
11050,RH,BE,LK,DH,MRJ,MW,JR,ZN,CO
11051,JR,ZN,CO,MW,MRJ,LK,DH,BE,RH
11052,CO,MW,JR,ZN,MRJ,LK,RH,BE,DH
11053,LK,CO,RH,MW,MRJ,DH,JR,ZN,BE
11054,MW,RH,LK,CO,MRJ,DH,JR,ZN,BE
11055,JR,CO,ZN,MW,LK,MRJ,RH,BE,DH
11056,MW,CO,ZN,LK,JR,MRJ,RH,DH,BE
11057,ZN,MW,JR,MRJ,CO,LK,DH,RH,BE
11058,BE,RH,DH,LK,MRJ,ZN,JR,MW,CO
11059,LK,MW,RH,CO,MRJ,DH,JR,ZN,BE
11060,MRJ,MW,ZN,CO,LK,DH,JR,RH,BE
11061,BE,DH,RH,LK,MRJ,JR,ZN,CO,MW
11062,MW,MRJ,LK,RH,CO,DH,BE,ZN,JR
11063,BE,DH,RH,MRJ,CO,MW,ZN,JR,LK
11064,CO,MW,LK,RH,MRJ,JR,ZN,BE,DH
11065,CO,JR,MW,ZN,MRJ,LK,RH,DH,BE
11066,CO,MW,LK,JR,ZN,MRJ,RH,DH,BE
11067,MW,JR,CO,ZN,MRJ,LK,RH,BE,DH
11068,LK,MW,CO,RH,MRJ,JR,DH,ZN,BE
11069,LK,MW,RH,MRJ,CO,ZN,DH,JR,BE
11070,ZN,JR,MW,MRJ,CO,BE,LK,DH,RH
11071,RH,BE,LK,DH,MRJ,MW,ZN,JR,CO
11072,LK,MW,CO,RH,MRJ,JR,DH,ZN,BE
11073,LK,DH,RH,BE,MRJ,MW,CO,JR,ZN
11074,MW,JR,CO,ZN,MRJ,LK,RH,DH,BE
11075,ZN,JR,CO,MW,MRJ,LK,BE,DH,RH
11076,ZN,JR,MW,CO,MRJ,RH,LK,DH,BE
11077,RH,MRJ,DH,MW,LK,CO,BE,JR,ZN
11078,RH,DH,BE,LK,MRJ,MW,CO,ZN,JR
11079,LK,MW,RH,MRJ,CO,JR,DH,ZN,BE
11080,ZN,JR,CO,MW,MRJ,LK,DH,BE,RH
11081,JR,CO,MW,ZN,MRJ,LK,RH,BE,DH
11082,LK,RH,MW,CO,MRJ,DH,BE,JR,ZN
11083,RH,LK,DH,MRJ,BE,MW,CO,ZN,JR
11084,ZN,JR,MW,MRJ,CO,LK,DH,BE,RH
11085,RH,BE,DH,LK,MRJ,MW,JR,ZN,CO
11086,MRJ,RH,LK,MW,DH,CO,ZN,BE,JR
11087,LK,MW,CO,MRJ,JR,RH,ZN,DH,BE
11088,DH,MRJ,MW,LK,RH,ZN,CO,JR,BE
11089,CO,JR,MW,ZN,MRJ,LK,RH,BE,DH
11090,CO,ZN,MRJ,JR,MW,LK,RH,DH,BE
11091,JR,MW,CO,ZN,LK,MRJ,BE,RH,DH
11092,BE,DH,RH,LK,MRJ,MW,ZN,JR,CO
11093,JR,CO,ZN,MW,MRJ,LK,RH,BE,DH
11094,LK,RH,MRJ,MW,DH,CO,BE,ZN,JR
11095,BE,RH,DH,LK,MRJ,JR,MW,ZN,CO
11096,MRJ,ZN,MW,DH,JR,LK,CO,RH,BE
11097,MW,LK,RH,CO,MRJ,ZN,DH,JR,BE
11098,MW,CO,ZN,JR,MRJ,LK,RH,DH,BE
11099,MW,RH,MRJ,CO,LK,ZN,BE,JR,DH
11100,BE,DH,RH,LK,MRJ,JR,MW,CO,ZN
11101,JR,CO,ZN,MW,MRJ,LK,RH,BE,DH
11102,MRJ,ZN,MW,CO,JR,LK,DH,RH,BE
11103,BE,DH,RH,LK,JR,MRJ,ZN,MW,CO
11104,ZN,JR,MW,CO,MRJ,LK,BE,RH,DH
11105,RH,LK,DH,MW,MRJ,BE,CO,JR,ZN
11106,CO,JR,MW,LK,ZN,MRJ,BE,DH,RH
11107,JR,ZN,CO,MW,MRJ,LK,BE,DH,RH
11108,MW,MRJ,CO,LK,ZN,JR,RH,DH,BE
11109,BE,DH,RH,LK,JR,MRJ,MW,ZN,CO
11110,ZN,MRJ,MW,JR,CO,LK,BE,DH,RH
11111,JR,ZN,CO,MW,MRJ,LK,DH,BE,RH
11112,DH,BE,RH,MW,ZN,MRJ,LK,JR,CO
11113,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
11114,RH,DH,LK,BE,MRJ,MW,CO,JR,ZN
11115,JR,ZN,CO,MW,MRJ,LK,BE,DH,RH
11116,LK,CO,MW,RH,MRJ,DH,JR,ZN,BE
11117,DH,RH,BE,MRJ,LK,MW,CO,JR,ZN
11118,DH,BE,RH,MRJ,ZN,MW,LK,JR,CO
11119,ZN,MW,CO,JR,MRJ,LK,RH,BE,DH
11120,MW,LK,RH,CO,MRJ,DH,ZN,JR,BE
11121,CO,MW,LK,JR,MRJ,ZN,RH,DH,BE
11122,JR,ZN,MW,CO,MRJ,LK,RH,BE,DH
11123,ZN,MRJ,MW,CO,JR,DH,LK,BE,RH
11124,JR,ZN,CO,MW,MRJ,LK,DH,RH,BE
11125,JR,CO,ZN,MW,MRJ,LK,DH,BE,RH
11126,JR,CO,ZN,MW,MRJ,LK,BE,DH,RH
11127,MRJ,MW,LK,CO,RH,JR,DH,ZN,BE
11128,BE,DH,RH,LK,MRJ,MW,JR,ZN,CO
11129,RH,LK,DH,BE,MRJ,MW,CO,JR,ZN
11130,BE,DH,RH,LK,MW,CO,MRJ,JR,ZN
11131,ZN,JR,MW,CO,MRJ,LK,RH,DH,BE
11132,LK,MW,CO,RH,MRJ,JR,ZN,DH,BE
11133,CO,JR,ZN,MW,MRJ,LK,DH,RH,BE
11134,MW,ZN,JR,MRJ,CO,LK,RH,DH,BE
11135,RH,DH,BE,MRJ,MW,LK,JR,CO,ZN
11136,ZN,JR,MW,MRJ,CO,LK,RH,DH,BE
11137,JR,CO,MW,ZN,MRJ,LK,RH,BE,DH
11138,MW,LK,MRJ,CO,RH,ZN,JR,DH,BE
11139,MW,CO,JR,ZN,MRJ,LK,RH,BE,DH
11140,RH,LK,MW,MRJ,CO,DH,BE,ZN,JR
11141,MW,MRJ,RH,CO,LK,ZN,JR,DH,BE
11142,JR,MW,CO,ZN,MRJ,LK,RH,BE,DH
11143,CO,MW,JR,ZN,MRJ,LK,RH,DH,BE
11144,JR,ZN,CO,MW,MRJ,LK,DH,RH,BE
11145,ZN,MRJ,MW,JR,CO,DH,BE,LK,RH
11146,MRJ,ZN,MW,JR,CO,LK,DH,RH,BE
11147,ZN,MRJ,JR,MW,CO,LK,DH,RH,BE
11148,CO,MW,LK,JR,MRJ,RH,ZN,DH,BE
11149,CO,MW,LK,JR,MRJ,ZN,RH,DH,BE
11150,CO,MW,MRJ,LK,JR,ZN,RH,DH,BE
11151,MW,CO,LK,MRJ,JR,RH,ZN,DH,BE
11152,BE,DH,RH,MRJ,LK,CO,MW,ZN,JR
11153,BE,DH,RH,MRJ,LK,CO,ZN,MW,JR
11154,LK,RH,MW,CO,MRJ,JR,DH,ZN,BE
11155,LK,RH,MW,CO,MRJ,DH,BE,JR,ZN
11156,RH,DH,LK,MRJ,MW,BE,CO,JR,ZN
11157,CO,MW,MRJ,LK,JR,ZN,RH,DH,BE
11158,JR,CO,ZN,MW,MRJ,RH,LK,BE,DH
11159,JR,ZN,CO,MW,MRJ,LK,RH,BE,DH
11160,CO,MW,LK,RH,MRJ,JR,ZN,DH,BE
11161,ZN,JR,MRJ,MW,CO,DH,RH,LK,BE
11162,CO,MW,JR,ZN,MRJ,LK,RH,DH,BE
11163,MRJ,CO,MW,LK,RH,ZN,JR,DH,BE
11164,LK,MW,CO,MRJ,RH,JR,ZN,DH,BE
11165,LK,MW,CO,RH,MRJ,JR,DH,ZN,BE
11166,MRJ,MW,ZN,JR,LK,CO,DH,RH,BE
11167,ZN,JR,CO,MW,MRJ,LK,DH,BE,RH
11168,LK,RH,CO,DH,MRJ,BE,MW,JR,ZN
11169,LK,CO,MW,JR,MRJ,ZN,RH,DH,BE
11170,LK,RH,MW,CO,MRJ,DH,JR,ZN,BE
11171,ZN,JR,MRJ,MW,CO,LK,DH,RH,BE
11172,CO,JR,MW,ZN,LK,MRJ,BE,DH,RH
11173,ZN,JR,CO,MW,MRJ,LK,RH,BE,DH
11174,CO,MW,JR,ZN,LK,MRJ,RH,DH,BE
11175,JR,CO,MW,ZN,MRJ,LK,RH,BE,DH
11176,RH,DH,MRJ,MW,LK,BE,CO,ZN,JR
11177,LK,RH,DH,MRJ,MW,CO,BE,JR,ZN
