party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,200,121,66,387,22.42
1,Labor,164,86,36,286,16.57
4,Liberal,132,56,17,205,11.88
3,Nationalist,87,62,28,177,10.25
5,Populist,89,50,26,165,9.56
2,Solidarity,87,57,17,161,9.33
6,Civic Union Party,75,37,23,135,7.82
9,Progressive,56,24,3,83,4.81
7,Order and Opportunity Party,45,15,9,69,4.0
8,DSA,38,15,5,58,3.36
