winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,3715.93,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,2563.43,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,1512.72,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,1237.5,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,1090.34,surplus
After_Retail,POP_1,POP_1,POP_2,POP_2,967.01,surplus
After_Retail,LBR_2,LBR_2,LBR_3,LBR_3,360.22,surplus
After_Retail,CUP_1,CUP_1,CUP_2,CUP_2,52.53,surplus
After_Retail,CUP_2,CUP_2,CON_3,CON_3,16.25,elimination
After_Retail,CUP_2,CUP_2,LBR_3,LBR_3,15.43,elimination
After_Retail,CUP_2,CUP_2,POP_2,POP_2,14.38,elimination
After_Retail,CUP_2,CUP_2,OAO_1,OAO_1,3.95,elimination
After_Retail,CUP_2,CUP_2,LIB_2,LIB_2,2.51,elimination
After_Retail,CUP_2,CUP_2,NAT_2,NAT_2,0.02,elimination
After_Retail,LBR_3,LBR_3,POP_2,POP_2,155.43,elimination
After_Retail,LBR_3,LBR_3,LIB_2,LIB_2,118.49,elimination
After_Retail,LBR_3,LBR_3,DSA_1,DSA_1,66.98,elimination
After_Retail,LBR_3,LBR_3,CON_3,CON_3,21.06,elimination
After_Retail,LBR_3,LBR_3,OAO_1,OAO_1,10.03,elimination
After_Retail,LBR_3,LBR_3,PRG_1,PRG_1,3.65,elimination
After_Retail,POP_2,POP_2,CON_3,CON_3,953.9,elimination
After_Retail,POP_2,POP_2,LIB_2,LIB_2,78.07,elimination
After_Retail,POP_2,POP_2,NAT_2,NAT_2,55.14,elimination
After_Retail,POP_2,POP_2,DSA_1,DSA_1,48.49,elimination
After_Retail,POP_2,POP_2,OAO_1,OAO_1,1.04,elimination
After_Retail,POP_2,POP_2,PRG_1,PRG_1,0.19,elimination
After_Retail,CON_3,CON_3,OAO_1,OAO_1,151.96,surplus
After_Retail,CON_3,CON_3,NAT_2,NAT_2,130.59,surplus
After_Retail,CON_3,CON_3,LIB_2,LIB_2,11.95,surplus
After_Retail,CON_3,CON_3,DSA_1,DSA_1,6.23,surplus
After_Retail,CON_3,CON_3,PRG_1,PRG_1,0.01,surplus
After_Retail,LIB_2,LIB_2,PRG_1,PRG_1,515.52,elimination
After_Retail,LIB_2,LIB_2,DSA_1,DSA_1,502.29,elimination
After_Retail,LIB_2,LIB_2,OAO_1,OAO_1,283.54,elimination
After_Retail,PRG_1,PRG_1,DSA_1,DSA_1,437.63,surplus
After_Retail,PRG_1,PRG_1,OAO_1,OAO_1,8.26,surplus
After_Retail,DSA_1,DSA_1,OAO_1,OAO_1,640.37,surplus
After_Retail,OAO_1,OAO_1,NAT_2,NAT_2,779.97,surplus
After_Retail,NAT_2,NAT_2,CON_1,CON_1,913.97,elimination
After_Retail,NAT_2,NAT_2,POP_1,POP_1,398.26,elimination
After_Retail,NAT_2,NAT_2,DSA_1,DSA_1,231.69,elimination
