winnowing_point,candidate_code,candidate_name,party_code,vote_total,vote_pct,status,quota_threshold,accumulated_pool_size,first_choice_total,first_choice_pct
Initial_Slate,CON_1,CON_1,CON,5919.1453,20.67,surviving,0.0,28641.7462,,
Initial_Slate,LBR_1,LBR_1,LBR,4766.6442,16.64,surviving,0.0,28641.7462,,
Initial_Slate,NAT_1,NAT_1,NAT,3440.7119,12.01,surviving,0.0,28641.7462,,
Initial_Slate,LIB_1,LIB_1,LIB,3293.5466,11.5,surviving,0.0,28641.7462,,
Initial_Slate,POP_1,POP_1,POP,3170.2247,11.07,surviving,0.0,28641.7462,,
Initial_Slate,CUP_1,CUP_1,CUP,2255.7376,7.88,surviving,0.0,28641.7462,,
Initial_Slate,PRG_1,PRG_1,PRG,2129.7354,7.44,surviving,0.0,28641.7462,,
Initial_Slate,OAO_1,OAO_1,OAO,1884.0382,6.58,surviving,0.0,28641.7462,,
Initial_Slate,DSA_1,DSA_1,DSA,1781.9623,6.22,surviving,0.0,28641.7462,,
Initial_Slate,CON_2,CON_2,CON,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,CON_3,CON_3,CON,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,CUP_2,CUP_2,CUP,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,CUP_3,CUP_3,CUP,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,DSA_2,DSA_2,DSA,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,DSA_3,DSA_3,DSA,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,LBR_2,LBR_2,LBR,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,LBR_3,LBR_3,LBR,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,LIB_2,LIB_2,LIB,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,LIB_3,LIB_3,LIB,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,NAT_2,NAT_2,NAT,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,NAT_3,NAT_3,NAT,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,POP_2,POP_2,POP,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,POP_3,POP_3,POP,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,PRG_2,PRG_2,PRG,0.0,0.0,surviving,0.0,28641.7462,,
Initial_Slate,PRG_3,PRG_3,PRG,0.0,0.0,surviving,0.0,28641.7462,,
After_Retail,CON_1,CON_1,CON,2203.2112,7.69,surviving,2203.2112,28641.7462,5919.1453,20.67
After_Retail,CON_2,CON_2,CON,2203.2112,7.69,surviving,2203.2112,28641.7462,0.0,0.0
After_Retail,CON_3,CON_3,CON,2203.2112,7.69,surviving,2203.2112,28641.7462,0.0,0.0
After_Retail,CUP_1,CUP_1,CUP,2203.2112,7.69,surviving,2203.2112,28641.7462,2255.7376,7.88
After_Retail,CUP_2,CUP_2,CUP,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,CUP_3,CUP_3,CUP,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,DSA_1,DSA_1,DSA,2203.2112,7.69,surviving,2203.2112,28641.7462,1781.9623,6.22
After_Retail,DSA_2,DSA_2,DSA,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,DSA_3,DSA_3,DSA,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,LBR_1,LBR_1,LBR,2203.2112,7.69,surviving,2203.2112,28641.7462,4766.6442,16.64
After_Retail,LBR_2,LBR_2,LBR,2203.2112,7.69,surviving,2203.2112,28641.7462,0.0,0.0
After_Retail,LBR_3,LBR_3,LBR,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,LIB_1,LIB_1,LIB,2203.2112,7.69,surviving,2203.2112,28641.7462,3293.5466,11.5
After_Retail,LIB_2,LIB_2,LIB,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,LIB_3,LIB_3,LIB,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,NAT_1,NAT_1,NAT,2203.2112,7.69,surviving,2203.2112,28641.7462,3440.7119,12.01
After_Retail,NAT_2,NAT_2,NAT,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,NAT_3,NAT_3,NAT,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,OAO_1,OAO_1,OAO,2203.2112,7.69,surviving,2203.2112,28641.7462,1884.0382,6.58
After_Retail,POP_1,POP_1,POP,2203.2112,7.69,surviving,2203.2112,28641.7462,3170.2247,11.07
After_Retail,POP_2,POP_2,POP,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,POP_3,POP_3,POP,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,PRG_1,PRG_1,PRG,2203.2112,7.69,surviving,2203.2112,28641.7462,2129.7354,7.44
After_Retail,PRG_2,PRG_2,PRG,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Retail,PRG_3,PRG_3,PRG,0.0,0.0,eliminated_this_round,2203.2112,28641.7462,0.0,0.0
After_Pod_A,CON_1,CON_1,CON,2864.1746,10.0,surviving,2864.1746,28641.7462,5919.1453,20.67
After_Pod_A,CON_2,CON_2,CON,2864.1746,10.0,surviving,2864.1746,28641.7462,0.0,0.0
After_Pod_A,CON_3,CON_3,CON,0.0,0.0,eliminated_this_round,2864.1746,28641.7462,0.0,0.0
After_Pod_A,CUP_1,CUP_1,CUP,2864.1746,10.0,surviving,2864.1746,28641.7462,2255.7376,7.88
After_Pod_A,DSA_1,DSA_1,DSA,0.0,0.0,eliminated_this_round,2864.1746,28641.7462,1781.9623,6.22
After_Pod_A,LBR_1,LBR_1,LBR,2864.1746,10.0,surviving,2864.1746,28641.7462,4766.6442,16.64
After_Pod_A,LBR_2,LBR_2,LBR,2864.1746,10.0,surviving,2864.1746,28641.7462,0.0,0.0
After_Pod_A,LIB_1,LIB_1,LIB,2864.1746,10.0,surviving,2864.1746,28641.7462,3293.5466,11.5
After_Pod_A,NAT_1,NAT_1,NAT,2864.1746,10.0,surviving,2864.1746,28641.7462,3440.7119,12.01
After_Pod_A,OAO_1,OAO_1,OAO,2864.1746,10.0,surviving,2864.1746,28641.7462,1884.0382,6.58
After_Pod_A,POP_1,POP_1,POP,2864.1746,10.0,surviving,2864.1746,28641.7462,3170.2247,11.07
After_Pod_A,PRG_1,PRG_1,PRG,0.0,0.0,eliminated_this_round,2864.1746,28641.7462,2129.7354,7.44
After_Pod_C,CON_1,CON_1,CON,3580.2183,12.5,surviving,3580.2183,28641.7462,5919.1453,20.67
