winnowing_point,candidate_code,candidate_name,party_code,vote_total,vote_pct,status,quota_threshold,accumulated_pool_size,first_choice_total,first_choice_pct
Initial_Slate,CON_1,CON_1,CON,5544.0926,20.56,surviving,0.0,26967.3263,,
Initial_Slate,LBR_1,LBR_1,LBR,3524.7969,13.07,surviving,0.0,26967.3263,,
Initial_Slate,NAT_1,NAT_1,NAT,3313.6615,12.29,surviving,0.0,26967.3263,,
Initial_Slate,LIB_1,LIB_1,LIB,3168.7256,11.75,surviving,0.0,26967.3263,,
Initial_Slate,POP_1,POP_1,POP,2166.9212,8.04,surviving,0.0,26967.3263,,
Initial_Slate,PRG_1,PRG_1,PRG,2078.3676,7.71,surviving,0.0,26967.3263,,
Initial_Slate,CUP_1,CUP_1,CUP,1930.1414,7.16,surviving,0.0,26967.3263,,
Initial_Slate,STY_1,STY_1,STY,1836.7156,6.81,surviving,0.0,26967.3263,,
Initial_Slate,OAO_1,OAO_1,OAO,1795.2639,6.66,surviving,0.0,26967.3263,,
Initial_Slate,DSA_1,DSA_1,DSA,1608.6401,5.97,surviving,0.0,26967.3263,,
Initial_Slate,CON_2,CON_2,CON,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,CON_3,CON_3,CON,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,CUP_2,CUP_2,CUP,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,CUP_3,CUP_3,CUP,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,DSA_2,DSA_2,DSA,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,DSA_3,DSA_3,DSA,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,LBR_2,LBR_2,LBR,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,LBR_3,LBR_3,LBR,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,LIB_2,LIB_2,LIB,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,LIB_3,LIB_3,LIB,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,NAT_2,NAT_2,NAT,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,NAT_3,NAT_3,NAT,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,POP_2,POP_2,POP,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,POP_3,POP_3,POP,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,PRG_2,PRG_2,PRG,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,PRG_3,PRG_3,PRG,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,STY_2,STY_2,STY,0.0,0.0,surviving,0.0,26967.3263,,
Initial_Slate,STY_3,STY_3,STY,0.0,0.0,surviving,0.0,26967.3263,,
After_Retail,CON_1,CON_1,CON,98.5286,7.69,surviving,98.5286,1280.8714,260.3173,20.32
After_Retail,CON_2,CON_2,CON,98.5286,7.69,surviving,98.5286,1280.8714,0.0,0.0
After_Retail,CON_3,CON_3,CON,98.5286,7.69,surviving,98.5286,1280.8714,0.0,0.0
After_Retail,CUP_1,CUP_1,CUP,98.5286,7.69,surviving,98.5286,1280.8714,90.7656,7.09
After_Retail,CUP_2,CUP_2,CUP,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,CUP_3,CUP_3,CUP,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,DSA_1,DSA_1,DSA,98.5286,7.69,surviving,98.5286,1280.8714,71.5425,5.59
After_Retail,DSA_2,DSA_2,DSA,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,DSA_3,DSA_3,DSA,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,LBR_1,LBR_1,LBR,98.5286,7.69,surviving,98.5286,1280.8714,195.7068,15.28
After_Retail,LBR_2,LBR_2,LBR,98.5286,7.69,surviving,98.5286,1280.8714,0.0,0.0
After_Retail,LBR_3,LBR_3,LBR,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,LIB_1,LIB_1,LIB,98.5286,7.69,surviving,98.5286,1280.8714,120.9492,9.44
After_Retail,LIB_2,LIB_2,LIB,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,LIB_3,LIB_3,LIB,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,NAT_1,NAT_1,NAT,98.5286,7.69,surviving,98.5286,1280.8714,154.6076,12.07
After_Retail,NAT_2,NAT_2,NAT,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,NAT_3,NAT_3,NAT,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,OAO_1,OAO_1,OAO,98.5286,7.69,surviving,98.5286,1280.8714,112.3248,8.77
After_Retail,POP_1,POP_1,POP,98.5286,7.69,surviving,98.5286,1280.8714,95.0275,7.42
After_Retail,POP_2,POP_2,POP,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,POP_3,POP_3,POP,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,PRG_1,PRG_1,PRG,0.0,0.0,eliminated_this_round,98.5286,1280.8714,76.1633,5.95
After_Retail,PRG_2,PRG_2,PRG,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,PRG_3,PRG_3,PRG,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,STY_1,STY_1,STY,98.5286,7.69,surviving,98.5286,1280.8714,103.4668,8.08
After_Retail,STY_2,STY_2,STY,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Retail,STY_3,STY_3,STY,0.0,0.0,eliminated_this_round,98.5286,1280.8714,0.0,0.0
After_Pod_A,CON_1,CON_1,CON,705.3906,10.0,surviving,705.3906,7053.9058,1420.8202,20.14
After_Pod_A,CON_2,CON_2,CON,705.3906,10.0,surviving,705.3906,7053.9058,0.0,0.0
After_Pod_A,CON_3,CON_3,CON,0.0,0.0,eliminated_this_round,705.3906,7053.9058,0.0,0.0
After_Pod_A,CUP_1,CUP_1,CUP,705.3906,10.0,surviving,705.3906,7053.9058,555.7672,7.88
After_Pod_A,DSA_1,DSA_1,DSA,705.3906,10.0,surviving,705.3906,7053.9058,632.6776,8.97
After_Pod_A,LBR_1,LBR_1,LBR,705.3906,10.0,surviving,705.3906,7053.9058,1024.0251,14.52
After_Pod_A,LBR_2,LBR_2,LBR,705.3906,10.0,surviving,705.3906,7053.9058,0.0,0.0
After_Pod_A,LIB_1,LIB_1,LIB,705.3906,10.0,surviving,705.3906,7053.9058,1120.9082,15.89
After_Pod_A,NAT_1,NAT_1,NAT,705.3906,10.0,surviving,705.3906,7053.9058,775.2506,10.99
After_Pod_A,OAO_1,OAO_1,OAO,0.0,0.0,eliminated_this_round,705.3906,7053.9058,502.1657,7.12
After_Pod_A,POP_1,POP_1,POP,705.3906,10.0,surviving,705.3906,7053.9058,519.8089,7.37
After_Pod_A,STY_1,STY_1,STY,0.0,0.0,eliminated_this_round,705.3906,7053.9058,502.4822,7.12
After_Pod_C,CON_1,CON_1,CON,1564.1628,12.5,surviving,1564.1628,12513.3026,2753.8808,22.01
After_Pod_C,CON_2,CON_2,CON,1564.1628,12.5,surviving,1564.1628,12513.3026,0.0,0.0
After_Pod_C,CUP_1,CUP_1,CUP,1564.1628,12.5,surviving,1564.1628,12513.3026,1398.0824,11.17
After_Pod_C,DSA_1,DSA_1,DSA,1564.1628,12.5,surviving,1564.1628,12513.3026,1129.7992,9.03
After_Pod_C,LBR_1,LBR_1,LBR,1564.1628,12.5,surviving,1564.1628,12513.3026,2232.6123,17.84
After_Pod_C,LBR_2,LBR_2,LBR,0.0,0.0,eliminated_this_round,1564.1628,12513.3026,0.0,0.0
After_Pod_C,LIB_1,LIB_1,LIB,1564.1628,12.5,surviving,1564.1628,12513.3026,2221.8496,17.76
After_Pod_C,NAT_1,NAT_1,NAT,0.0,0.0,eliminated_this_round,1564.1628,12513.3026,1475.4754,11.79
After_Pod_C,POP_1,POP_1,POP,1564.1628,12.5,surviving,1564.1628,12513.3026,1301.6028,10.4
After_Pod_BD,CON_1,CON_1,CON,4494.5544,16.67,surviving,4494.5544,26967.3263,8334.1472,30.9
After_Pod_BD,CON_2,CON_2,CON,0.0,0.0,eliminated_this_round,4494.5544,26967.3263,0.0,0.0
After_Pod_BD,CUP_1,CUP_1,CUP,4494.5544,16.67,surviving,4494.5544,26967.3263,2840.9724,10.53
After_Pod_BD,DSA_1,DSA_1,DSA,0.0,0.0,eliminated_this_round,4494.5544,26967.3263,2472.2346,9.17
After_Pod_BD,LBR_1,LBR_1,LBR,4494.5544,16.67,surviving,4494.5544,26967.3263,4667.4642,17.31
After_Pod_BD,LIB_1,LIB_1,LIB,4494.5544,16.67,surviving,4494.5544,26967.3263,4774.0236,17.7
After_Pod_BD,POP_1,POP_1,POP,4494.5544,16.67,surviving,4494.5544,26967.3263,3878.4843,14.38
