party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,107,73,28,208,23.83
1,Labor,86,48,18,152,17.41
4,Liberal,72,33,7,112,12.83
5,Populist,42,30,12,84,9.62
3,Nationalist,33,34,14,81,9.28
2,Solidarity,45,29,5,79,9.05
6,Civic Union Party,41,24,8,73,8.36
9,Progressive,22,6,3,31,3.55
8,DSA,17,7,3,27,3.09
7,Order and Opportunity Party,16,6,4,26,2.98
