party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,108,72,28,208,23.83
1,Labor,85,49,19,153,17.53
4,Liberal,72,33,7,112,12.83
3,Nationalist,41,37,14,92,10.54
5,Populist,39,31,11,81,9.28
2,Solidarity,42,24,5,71,8.13
6,Civic Union Party,39,24,7,70,8.02
9,Progressive,22,6,4,32,3.67
8,DSA,17,9,3,29,3.32
7,Order and Opportunity Party,16,5,4,25,2.86
