party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,70,28,203,23.25
1,Labor,89,51,17,157,17.98
2,Solidarity,69,43,7,119,13.63
4,Liberal,69,25,6,100,11.45
5,Populist,47,37,15,99,11.34
6,Civic Union Party,48,29,11,88,10.08
3,Nationalist,19,19,12,50,5.73
8,DSA,12,9,2,23,2.63
7,Order and Opportunity Party,10,4,3,17,1.95
9,Progressive,13,3,1,17,1.95
