party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,79,65,21,165,22.92
1,Labor,74,47,11,132,18.33
4,Liberal,56,23,8,87,12.08
2,Solidarity,47,34,3,84,11.67
6,Civic Union Party,34,27,6,67,9.31
5,Populist,29,28,9,66,9.17
3,Nationalist,23,29,5,57,7.92
9,Progressive,18,7,1,26,3.61
8,DSA,16,5,1,22,3.06
7,Order and Opportunity Party,8,5,1,14,1.94
