state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_LIB,inc_NAT,inc_PRG,inc_DSA
1,AL,CON_1,CON,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CON_2,CON,0.0,8.54,3.78,0.83,1.02,2.56,2.43,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,8.21,0.0,1.69,2.39,0.0,7.09,0.0,0.62,0.0,0.0,0.0
1,AL,DSA_1,DSA,10.19,0.59,0.0,0.0,0.0,2.61,0.93,1.93,15.84,0.0,0.0
1,AL,STY_1,STY,14.55,0.0,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,14.39,0.0,0.0,5.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CUP_1,CUP,18.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LBR_1,LBR,19.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,11.8,0.0,0.0,1.01,0.0,0.59,0.0,0.0,13.24,1.35,0.64
2,AK,STY_1,STY,13.36,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,4.29
4,AZ,CON_1,CON,20.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,10.44,0.0,1.38,4.4,3.15,0.0,3.44,0.0,0.0,0.0,8.88
4,AZ,LIB_1,LIB,8.9,0.0,0.91,0.0,0.0,4.98,0.52,0.0,0.0,4.69,2.8
4,AZ,NAT_1,NAT,17.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,POP_1,POP,10.89,2.25,0.0,0.0,6.83,0.0,0.91,0.0,0.0,0.0,0.0
5,AR,CON_1,CON,22.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,0.0,0.0
5,AR,CUP_1,CUP,9.0,1.08,3.47,0.0,3.55,0.0,0.0,4.3,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.67,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,POP_1,POP,11.09,1.11,0.0,0.0,3.24,0.0,4.4,0.0,0.0,0.0,0.0
5,AR,STY_1,STY,6.76,1.71,1.16,0.0,0.0,0.0,0.0,6.85,0.0,0.0,7.15
6,CA,CON_1,CON,13.0,0.0,5.08,0.0,0.0,0.0,1.65,0.0,3.06,0.0,0.0
6,CA,LBR_1,LBR,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,LIB_1,LIB,14.05,0.0,2.12,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0
6,CA,POP_1,POP,7.93,2.5,0.0,0.0,1.32,0.0,0.89,0.67,7.14,9.38,0.0
6,CA,STY_1,STY,12.66,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,3.02
