state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_STY,inc_LBR,inc_CUP,inc_LIB,inc_NAT,inc_PRG,inc_DSA
1,AL,CON_1,CON,25.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CON_2,CON,0.0,9.05,3.87,0.81,0.65,2.13,2.08,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,8.02,0.0,1.74,2.35,0.0,6.87,0.0,0.65,0.0,0.0,0.0
1,AL,DSA_1,DSA,10.35,0.0,0.0,0.0,0.0,2.48,0.81,2.05,16.09,0.0,0.0
1,AL,STY_1,STY,13.2,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,14.75,0.0,0.0,0.0,1.64,0.0,0.0,0.57,11.55,0.0,0.0
2,AK,CUP_1,CUP,17.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LBR_1,LBR,19.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,12.41,0.0,0.0,0.0,3.38,0.0,0.0,0.0,0.0,1.44,0.69
2,AK,STY_1,STY,12.17,0.0,0.0,5.35,0.0,0.98,0.0,0.0,0.0,0.0,4.37
4,AZ,CON_1,CON,20.31,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,10.17,1.15,2.32,0.0,0.0,0.0,1.34,0.0,0.0,0.0,6.1
4,AZ,LIB_1,LIB,9.21,0.0,1.18,0.0,0.0,1.11,0.0,0.0,0.0,8.4,0.0
4,AZ,NAT_1,NAT,17.94,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,STY_1,STY,7.11,2.34,0.0,6.23,0.0,2.99,0.0,3.41,0.0,0.0,1.83
5,AR,CON_1,CON,22.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01,0.0,0.0
5,AR,CUP_1,CUP,8.75,1.14,3.54,0.0,3.46,0.0,0.0,4.45,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.36,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,POP_1,POP,10.83,1.18,0.0,0.0,2.97,0.0,4.27,0.0,0.52,0.0,0.0
5,AR,STY_1,STY,6.1,1.81,1.18,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.21
6,CA,CON_1,CON,13.2,0.0,4.99,0.0,0.0,0.0,1.61,0.0,3.19,0.0,0.0
6,CA,LBR_1,LBR,16.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89
6,CA,LIB_1,LIB,14.65,0.0,2.12,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0
6,CA,POP_1,POP,7.75,1.28,0.0,0.0,2.63,0.0,0.87,0.0,7.44,9.7,0.0
6,CA,STY_1,STY,11.43,1.5,0.0,0.0,0.0,1.82,2.64,1.33,0.0,0.0,0.0
8,CO,CON_1,CON,21.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.4,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,4.18
8,CO,LIB_1,LIB,13.63,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,10.78,0.0
8,CO,POP_1,POP,10.81,3.69,0.0,0.0,0.0,0.0,0.0,0.0,10.08,0.0,0.0
8,CO,STY_1,STY,5.18,0.52,3.98,8.38,0.0,1.77,0.88,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,CUP_1,CUP,5.95,0.0,4.66,7.29,0.0,0.0,0.0,0.0,1.61,0.0,0.0
9,CT,LBR_1,LBR,13.47,0.0,0.0,0.0,3.72,0.0,0.0,0.0,0.0,0.82,2.5
9,CT,LIB_1,LIB,16.82,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,10.77,0.0
9,CT,POP_1,POP,9.04,0.92,1.89,0.0,2.29,1.73,0.0,0.0,8.39,0.0,0.0
10,DE,CON_1,CON,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_2,CON,0.0,7.65,14.7,1.32,0.0,0.0,1.05,0.0,6.3,0.0,0.0
10,DE,LBR_1,LBR,20.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.39,0.0,0.0,0.0,0.0,0.54,1.61,0.0,0.0,4.95,0.0
10,DE,STY_1,STY,5.43,0.0,0.0,2.64,0.0,3.7,4.78,0.0,0.0,0.0,0.0
11,DC,LBR_1,LBR,18.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,29.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.34,0.0,0.0,0.0,1.31,11.92,0.0,0.0,3.17
11,DC,POP_1,POP,10.39,12.89,0.0,0.0,2.94,0.0,1.62,0.0,0.0,0.0,0.0
11,DC,PRG_1,PRG,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91
12,FL,CON_1,CON,22.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,CUP_1,CUP,10.35,2.16,4.1,0.0,0.0,0.0,0.0,3.21,0.0,0.0,0.0
