party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,157,95,54,306,21.86
1,Labor,130,67,29,226,16.14
4,Liberal,113,46,21,180,12.86
3,Nationalist,75,52,17,144,10.29
5,Populist,69,44,23,136,9.71
2,Solidarity,70,44,9,123,8.79
6,Civic Union Party,55,38,19,112,8.0
9,Progressive,50,16,11,77,5.5
8,DSA,33,12,5,50,3.57
7,Order and Opportunity Party,28,12,6,46,3.29
