state_fips,state_abbr,winner_code,runner_up_code,condorcet_winner_code,n_respondents,n_irv_rounds,r1_pct_CON_1,r1_pct_CUP_1,r1_pct_LBR_1,r1_pct_LIB_1,r1_pct_STY_1
1,AL,CON_1,CUP_1,CON_1,661,3,45.26,11.85,13.63,8.29,20.97
2,AK,LBR_1,CUP_1,STY_1,105,4,26.11,18.08,22.62,14.54,18.65
4,AZ,CON_1,STY_1,STY_1,1159,3,42.53,6.38,17.7,18.01,15.37
5,AR,CON_1,STY_1,STY_1,390,4,36.0,13.03,23.1,11.11,16.76
6,CA,LBR_1,LIB_1,LBR_1,3626,4,27.68,8.56,21.55,25.02,17.19
8,CO,LBR_1,LIB_1,STY_1,785,4,35.3,6.45,19.2,25.55,13.5
9,CT,CON_1,LBR_1,LBR_1,465,4,33.01,10.29,17.09,29.3,10.32
10,DE,LBR_1,LIB_1,LBR_1,164,4,32.81,10.89,25.5,22.73,8.06
11,DC,LBR_1,STY_1,LBR_1,122,4,9.68,8.42,27.64,44.41,9.85
12,FL,LBR_1,CUP_1,STY_1,3350,4,33.58,16.41,19.33,12.4,18.27
13,GA,LBR_1,STY_1,STY_1,1489,4,35.35,12.12,19.71,16.55,16.27
15,HI,LBR_1,LIB_1,LBR_1,153,4,27.64,10.76,25.25,24.71,11.64
16,ID,CON_1,CUP_1,STY_1,244,4,41.43,16.15,16.74,13.94,11.75
17,IL,LBR_1,LIB_1,LBR_1,1758,4,31.88,13.98,19.3,23.5,11.33
18,IN,CON_1,CUP_1,STY_1,978,4,37.95,14.49,17.46,16.12,13.97
19,IA,CON_1,STY_1,STY_1,490,4,38.56,12.66,19.27,13.81,15.71
20,KS,CON_1,STY_1,STY_1,385,3,40.73,6.63,15.24,21.44,15.96
21,KY,CON_1,CUP_1,CON_1,674,3,40.37,14.4,16.56,11.7,16.96
22,LA,CON_1,CUP_1,CON_1,493,4,42.18,16.63,13.16,12.33,15.71
23,ME,LIB_1,LBR_1,LBR_1,236,4,27.61,6.75,19.66,31.57,14.4
24,MD,LBR_1,LIB_1,LBR_1,791,4,26.71,8.33,25.02,25.64,14.29
25,MA,LBR_1,LIB_1,LBR_1,906,4,28.96,7.99,23.78,29.15,10.12
26,MI,CON_1,STY_1,STY_1,1531,3,39.88,8.45,19.25,19.83,12.59
27,MN,CON_1,LBR_1,LBR_1,811,4,30.05,8.35,15.36,32.67,13.56
28,MS,STY_1,LBR_1,STY_1,349,4,34.79,14.75,17.7,5.74,27.03
29,MO,CON_1,STY_1,STY_1,1047,4,39.02,10.4,21.09,13.72,15.75
30,MT,CON_1,STY_1,CON_1,185,3,43.71,9.83,15.58,20.48,10.4
31,NE,LBR_1,CUP_1,STY_1,286,4,33.71,17.95,21.27,14.08,12.99
32,NV,LBR_1,LIB_1,STY_1,573,4,36.62,6.65,20.28,20.28,16.16
33,NH,LBR_1,LIB_1,LBR_1,252,4,29.79,12.25,26.85,23.54,7.57
34,NJ,LBR_1,LIB_1,LBR_1,1241,4,33.27,9.09,20.14,26.48,11.01
35,NM,LBR_1,LIB_1,LBR_1,309,4,27.82,15.35,26.46,18.48,11.89
36,NY,LBR_1,LIB_1,LBR_1,2585,4,28.37,10.21,23.56,23.29,14.57
37,NC,STY_1,LIB_1,STY_1,1444,4,38.86,10.34,16.78,18.33,15.69
38,ND,CON_1,CUP_1,STY_1,90,4,36.14,16.9,19.16,17.25,10.55
39,OH,CON_1,STY_1,STY_1,1978,4,40.28,13.67,16.65,15.5,13.9
40,OK,CON_1,CUP_1,CON_1,537,4,42.63,14.56,10.5,13.02,19.29
41,OR,LIB_1,LBR_1,LBR_1,810,4,31.6,5.08,21.13,33.21,8.98
42,PA,LBR_1,LIB_1,LBR_1,2418,4,36.25,9.02,18.69,25.15,10.89
44,RI,LBR_1,LIB_1,LBR_1,176,4,25.86,8.36,21.89,29.99,13.9
45,SC,CON_1,STY_1,STY_1,736,4,39.26,10.9,19.95,11.83,18.06
46,SD,CON_1,CUP_1,STY_1,137,4,35.33,18.4,15.33,14.03,16.92
47,TN,CON_1,none,CON_1,1065,1,51.86,12.96,11.98,8.02,15.18
48,TX,CON_1,STY_1,STY_1,3392,4,35.89,14.76,18.67,11.42,19.26
49,UT,LBR_1,STY_1,STY_1,387,4,30.62,11.42,25.39,11.86,20.7
50,VT,LIB_1,LBR_1,LBR_1,105,4,25.43,7.83,15.33,44.54,6.88
51,VA,LBR_1,LIB_1,STY_1,1234,4,35.55,9.24,21.91,21.09,12.21
53,WA,LBR_1,LIB_1,LBR_1,1112,4,28.77,10.24,22.66,28.44,9.89
54,WV,STY_1,LBR_1,STY_1,335,4,37.87,18.04,15.57,8.67,19.86
55,WI,LBR_1,LIB_1,STY_1,1088,4,38.66,10.21,18.76,20.76,11.61
56,WY,STY_1,LIB_1,CON_1,70,4,39.93,14.1,12.75,15.3,17.92
