party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,197,121,67,385,22.31
1,Labor,162,91,36,289,16.74
4,Liberal,126,51,15,192,11.12
2,Solidarity,106,61,19,186,10.78
3,Nationalist,84,60,27,171,9.91
5,Populist,85,49,27,161,9.33
6,Civic Union Party,78,40,22,140,8.11
9,Progressive,52,20,3,75,4.35
7,Order and Opportunity Party,42,14,8,64,3.71
8,DSA,41,16,6,63,3.65
