party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,72,27,204,23.37
1,Labor,88,49,18,155,17.75
4,Liberal,73,28,7,108,12.37
5,Populist,42,37,14,93,10.65
2,Solidarity,54,33,5,92,10.54
6,Civic Union Party,45,25,8,78,8.93
3,Nationalist,28,29,13,70,8.02
8,DSA,16,7,3,26,2.98
9,Progressive,17,5,3,25,2.86
7,Order and Opportunity Party,13,5,4,22,2.52
