party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,105,72,28,205,23.48
1,Labor,89,51,18,158,18.1
4,Liberal,71,28,6,105,12.03
2,Solidarity,54,34,5,93,10.65
5,Populist,43,36,14,93,10.65
6,Civic Union Party,45,23,10,78,8.93
3,Nationalist,30,29,13,72,8.25
8,DSA,16,7,3,26,2.98
7,Order and Opportunity Party,13,5,4,22,2.52
9,Progressive,15,5,1,21,2.41
