state_fips,state_abbr,senator_code,senator_party,senator_axis,senator_dir,total_weighted_respondents,n_finalists,fc_pct_CON,fc_pct_CON_hi_id,fc_pct_CON_hi_pc,fc_pct_CON_lo_id,fc_pct_CON_lo_pc,fc_pct_CUP,fc_pct_CUP_hi_pc,fc_pct_CUP_lo_pc,fc_pct_DSA,fc_pct_DSA_hi_id,fc_pct_DSA_lo_id,fc_pct_LBR,fc_pct_LBR_hi_id,fc_pct_LBR_hi_pc,fc_pct_LBR_hi_so,fc_pct_LBR_lo_id,fc_pct_LBR_lo_pc,fc_pct_LBR_lo_so,fc_pct_LIB,fc_pct_LIB_hi_pc,fc_pct_LIB_lo_pc,fc_pct_NAT,fc_pct_NAT_hi_id,fc_pct_NAT_lo_id,fc_pct_OAO,fc_pct_POP,fc_pct_POP_hi_id,fc_pct_POP_hi_pc,fc_pct_POP_lo_id,fc_pct_POP_lo_pc,fc_pct_PRG,fc_pct_STY,fc_pct_STY_hi_id,fc_pct_STY_hi_pc,fc_pct_STY_hi_so,fc_pct_STY_lo_id,fc_pct_STY_lo_pc,fc_pct_STY_lo_so
28,MS,CON_lo_pc,CON,pc,lo,246.91,5,0.039,4.924,7.229,5.678,6.084,0.837,4.713,5.259,0.407,1.465,2.748,0.0,2.782,3.288,3.217,1.912,0.641,2.502,0.0,0.042,1.333,0.494,4.497,6.902,5.276,0.0,1.954,2.616,3.336,0.339,1.179,0.912,2.792,3.833,3.423,2.633,1.977,2.735
29,MO,LBR_hi_id,LBR,id,hi,570.3,5,0.221,4.628,9.484,7.262,4.5,0.595,3.76,2.676,0.158,1.89,5.571,0.0,4.892,0.547,2.774,2.392,1.817,3.707,3.217,1.736,2.081,0.977,2.783,8.579,2.878,0.0,1.036,1.933,2.047,2.569,4.207,0.0,2.018,1.242,1.872,2.124,1.012,0.817
30,MT,LBR_hi_so,LBR,so,hi,161.14,5,0.0,3.562,13.737,5.749,1.073,0.476,4.996,1.501,0.0,2.218,2.276,0.0,1.373,0.392,4.245,1.206,2.376,1.627,2.981,7.706,3.949,1.969,1.477,13.094,1.392,0.0,0.296,0.379,1.599,2.393,4.909,0.0,4.04,0.248,0.64,4.754,0.504,0.864
31,NE,LBR_hi_id,LBR,id,hi,175.62,5,0.198,6.049,5.024,7.506,5.302,3.214,6.203,2.995,0.0,2.627,6.286,0.0,3.866,0.0,1.083,1.5,2.14,5.67,2.162,1.986,1.721,0.322,5.009,4.709,2.648,0.0,0.0,2.67,3.975,2.581,4.0,0.0,2.014,1.872,0.654,3.223,0.201,0.591
32,NV,LBR_lo_so,LBR,so,lo,430.65,5,0.225,7.609,6.412,1.7,7.724,0.093,2.905,2.432,0.0,2.593,3.158,0.0,4.518,0.796,1.336,3.726,3.438,5.401,2.789,4.538,1.993,0.193,7.257,2.823,4.283,0.0,4.492,0.833,0.714,2.497,5.979,0.31,1.773,0.831,0.403,2.058,0.37,1.797
33,NH,LBR_lo_id,LBR,id,lo,167.18,5,0.377,2.54,4.447,6.094,4.652,0.542,1.894,0.879,0.0,3.859,7.865,0.142,0.46,3.477,1.831,4.564,3.34,4.261,4.469,2.57,2.525,0.0,4.305,1.565,10.169,0.0,0.555,1.706,3.412,0.0,11.51,0.233,0.779,0.903,0.183,3.778,0.117,0.0
34,NJ,LIB,LIB,base,base,731.46,5,0.022,5.962,6.493,3.774,5.697,0.515,2.73,6.572,0.131,0.641,6.302,0.001,1.562,0.95,3.833,1.023,1.852,4.754,4.152,2.883,4.537,0.102,6.594,2.743,4.628,0.312,1.858,0.27,1.964,2.128,9.331,0.059,0.461,0.519,0.434,2.804,0.97,0.436
35,NM,LBR_lo_pc,LBR,pc,lo,245.1,5,0.0,4.519,7.433,4.288,5.388,0.0,1.392,5.692,0.0,0.487,4.932,0.0,0.896,3.133,7.398,2.258,5.204,3.477,2.236,3.183,4.063,0.204,5.583,1.756,2.801,0.0,0.987,1.886,0.313,4.879,7.134,0.028,0.592,1.958,0.527,0.792,2.546,2.037
36,NY,LBR_hi_so,LBR,so,hi,1427.32,5,0.123,4.55,3.557,4.116,7.343,0.218,2.612,6.356,0.17,3.232,4.137,0.111,3.174,0.528,4.637,3.561,1.357,3.574,2.939,2.934,4.409,0.244,4.383,3.051,4.11,0.057,1.973,1.764,2.834,0.757,9.132,0.022,1.422,1.592,0.883,2.585,1.029,0.523
37,NC,CON_hi_pc,CON,pc,hi,894.12,5,0.679,4.649,8.234,5.726,8.814,0.298,2.525,3.127,0.003,2.78,2.744,0.0,1.905,0.607,4.266,1.736,1.601,2.542,2.218,1.565,3.656,0.977,4.547,5.614,4.745,0.0,4.073,1.065,2.628,1.417,7.882,0.057,1.383,0.663,0.537,2.477,0.995,1.267
38,ND,CON_hi_pc,CON,pc,hi,67.51,5,0.0,13.148,9.26,2.013,2.011,0.0,10.597,7.199,0.0,0.0,2.873,0.0,1.041,0.214,2.892,0.817,8.142,2.426,2.042,3.813,0.605,0.0,0.0,2.872,5.128,0.709,0.531,0.0,10.784,0.168,5.177,0.0,0.203,1.055,0.0,4.092,0.0,0.187
39,OH,CON_hi_pc,CON,pc,hi,1052.5,5,0.075,5.159,7.607,9.675,5.84,0.256,3.993,4.576,0.157,2.083,4.192,0.014,3.167,0.746,2.597,1.624,1.638,2.278,2.749,2.46,2.688,0.562,2.055,9.024,3.627,0.085,1.601,1.801,2.505,2.703,4.344,0.13,1.538,1.584,0.549,2.845,1.32,0.155
40,OK,STY_lo_id,STY,id,lo,370.99,5,0.711,3.856,12.853,6.601,5.327,0.057,4.154,3.913,0.0,3.881,2.497,0.0,2.156,0.042,0.872,2.589,1.324,1.826,2.179,5.67,0.788,0.0,2.291,11.136,5.521,0.0,0.658,2.72,3.742,4.445,1.876,0.0,1.229,1.381,0.058,2.541,1.029,0.075
41,OR,LBR_lo_so,LBR,so,lo,566.03,5,0.122,5.001,4.329,2.3,3.435,0.369,2.448,1.464,0.124,3.289,5.924,0.0,2.604,1.257,2.036,2.742,1.409,4.68,3.143,4.521,5.842,0.209,10.682,3.629,2.526,0.0,3.102,0.938,1.481,0.787,16.176,0.107,0.322,0.303,0.945,0.697,0.564,0.492
42,PA,LBR_hi_so,LBR,so,hi,1382.94,5,0.157,6.383,6.742,4.572,7.9,0.293,3.25,3.163,0.177,1.685,4.135,0.023,2.017,0.517,3.982,4.356,1.722,3.372,3.764,3.996,2.498,0.214,5.282,3.557,4.344,0.025,3.135,0.821,1.876,1.668,9.246,0.1,1.453,0.78,0.899,0.774,0.84,0.281
44,RI,LBR_hi_so,LBR,so,hi,102.59,5,0.289,2.79,3.075,3.481,10.892,0.0,0.692,2.829,0.0,3.623,5.5,0.0,1.593,1.173,5.258,5.15,2.141,5.657,3.905,2.797,7.876,0.0,2.61,3.71,3.361,0.0,0.328,0.234,2.354,4.245,8.602,0.0,0.843,1.609,2.897,0.484,0.0,0.0
45,SC,LBR_lo_id,LBR,id,lo,439.73,5,0.375,5.936,8.778,6.817,5.798,0.415,3.842,2.906,0.004,4.186,3.761,0.0,2.729,0.556,4.131,2.981,2.928,3.034,3.487,0.784,3.517,0.744,5.449,6.043,2.756,0.0,1.727,0.827,4.656,0.866,2.145,0.0,1.981,1.134,1.217,1.403,1.642,0.443
46,SD,STY_hi_pc,STY,pc,hi,84.77,5,0.0,2.221,10.138,5.966,5.756,3.968,2.4,2.784,0.0,2.36,3.434,0.0,0.407,0.52,0.758,2.468,3.519,3.579,0.933,4.346,2.211,0.0,2.516,10.217,6.779,0.0,1.335,0.0,2.746,0.477,3.825,1.117,0.322,8.01,1.109,2.925,0.854,0.0
47,TN,CON_lo_id,CON,id,lo,702.26,5,0.234,3.654,10.825,10.244,8.987,1.221,3.301,2.674,0.026,1.957,4.163,0.0,2.891,0.491,1.443,0.84,1.425,0.785,1.803,1.079,1.584,1.375,1.012,14.17,5.021,0.001,1.74,0.768,2.091,3.324,2.875,0.048,1.245,0.916,1.434,2.783,0.177,1.394
48,TX,LBR_hi_id,LBR,id,hi,2081.81,5,0.363,4.725,6.953,7.502,6.637,0.591,4.879,4.349,0.137,3.836,3.641,0.0,3.926,1.114,2.56,2.054,1.383,3.245,2.037,2.96,2.124,0.759,2.218,6.541,4.408,0.14,0.902,1.572,1.981,1.512,2.563,0.409,1.472,1.694,1.772,3.533,1.819,1.687
49,UT,LBR_lo_so,LBR,so,lo,270.53,5,0.307,4.06,3.151,5.581,3.797,1.173,4.049,3.533,0.0,4.418,4.877,0.181,1.088,0.968,0.925,5.177,2.893,6.266,2.408,1.578,2.005,0.879,3.398,7.259,2.479,1.197,1.563,2.024,4.877,1.734,3.964,0.0,0.858,3.344,0.153,3.066,2.945,1.828
50,VT,LBR_lo_so,LBR,so,lo,72.45,5,0.0,2.044,0.795,5.77,4.919,0.0,1.528,4.749,0.0,1.34,5.116,0.0,0.359,0.408,1.305,2.424,4.041,4.175,3.323,4.172,2.609,0.0,0.0,3.796,8.63,0.0,0.588,1.924,0.806,1.509,30.161,0.0,0.366,0.0,0.486,2.654,0.0,0.0
51,VA,STY_lo_id,STY,id,lo,824.16,5,1.14,3.866,7.076,4.866,6.009,0.396,3.438,3.513,0.054,1.603,5.482,0.0,2.733,0.749,4.085,3.454,1.235,4.692,2.889,2.889,3.166,0.559,4.311,6.243,2.882,0.02,1.464,1.306,2.071,1.061,8.808,0.145,0.989,1.215,1.034,3.182,0.992,0.384
53,WA,LBR_lo_so,LBR,so,lo,775.96,5,0.188,3.984,4.608,2.556,5.626,1.565,1.707,3.471,0.209,1.595,7.177,0.328,1.875,1.367,4.504,1.675,2.342,4.095,4.833,2.237,5.215,0.0,8.851,1.495,4.189,0.0,3.445,0.954,0.722,1.356,13.426,0.02,0.84,0.152,0.603,1.664,0.08,1.046
54,WV,STY_hi_so,STY,so,hi,209.24,5,0.0,5.297,11.405,6.533,9.523,0.014,2.851,3.241,0.0,3.889,0.72,0.0,3.451,0.286,6.445,6.274,0.906,0.408,3.863,0.456,1.904,0.9,1.46,4.988,3.034,0.036,0.493,1.259,8.717,0.771,2.3,0.0,0.75,0.294,4.184,2.137,1.21,0.0
55,WI,LBR_hi_so,LBR,so,hi,604.99,5,0.129,9.124,6.28,4.538,7.192,0.448,1.281,3.868,0.222,1.15,4.573,0.001,2.65,1.909,2.372,2.635,1.275,3.211,2.876,2.646,3.01,0.093,5.959,4.68,5.103,0.045,2.163,1.308,2.175,1.601,9.084,0.027,1.043,1.808,1.783,1.315,0.165,0.258
56,WY,POP_lo_id,POP,id,lo,60.58,5,1.266,3.492,8.403,12.75,5.311,4.554,8.131,0.0,0.0,0.0,0.824,0.0,4.004,1.143,0.0,0.631,0.795,3.846,3.262,7.215,1.273,0.0,0.0,8.317,5.697,0.0,0.0,0.0,7.418,0.106,1.648,2.151,0.789,5.889,0.0,1.085,0.0,0.0
