candidate_a,candidate_b,votes_a_beats_b,votes_b_beats_a,margin,margin_pct,lock_order,locked,rp_winner_overall,state_fips,state_abbr
CON_hi_pc,CON_lo_pc,156.55149132807804,267.9601074587431,111.41,26.244,2,True,CON_lo_pc,1,AL
CON_hi_pc,CUP_hi_pc,251.0992051314907,173.41239365533042,77.69,18.3003,6,True,CON_lo_pc,1,AL
CON_hi_pc,LBR_lo_so,253.17094554235976,171.34065324446135,81.83,19.2763,5,True,CON_lo_pc,1,AL
CON_hi_pc,STY_hi_es,220.02564406307468,204.48595472374643,15.54,3.6606,9,True,CON_lo_pc,1,AL
CON_lo_pc,CUP_hi_pc,236.61631187953984,187.89528690728127,48.72,11.477,7,True,CON_lo_pc,1,AL
CON_lo_pc,LBR_lo_so,267.9162528431395,156.59534594368162,111.32,26.2233,3,True,CON_lo_pc,1,AL
CON_lo_pc,STY_hi_es,235.47210939183316,189.03948939498792,46.43,10.9379,8,True,CON_lo_pc,1,AL
CUP_hi_pc,LBR_lo_so,211.00486185030766,213.50673693651345,2.5,0.5894,10,True,CON_lo_pc,1,AL
CUP_hi_pc,STY_hi_es,171.33941451687156,253.17218426994958,81.83,19.2769,4,True,CON_lo_pc,1,AL
LBR_lo_so,STY_hi_es,137.6783763853084,286.8332224015127,149.15,35.1356,1,True,CON_lo_pc,1,AL
CON_lo_es,CUP_hi_pc,28.44651818677309,47.028985338001874,18.58,24.6205,5,True,STY_lo_es,2,AK
CON_lo_es,LBR_lo_so,35.40044149036308,40.07506203441188,4.67,6.1936,9,True,STY_lo_es,2,AK
CON_lo_es,LIB,38.21261863518839,37.26288488958657,0.95,1.2583,10,True,STY_lo_es,2,AK
CON_lo_es,STY_lo_es,28.49279520710061,46.98270831767436,18.49,24.4979,6,True,STY_lo_es,2,AK
CUP_hi_pc,LBR_lo_so,29.91879747899889,45.55670604577607,15.64,20.7192,8,True,STY_lo_es,2,AK
CUP_hi_pc,LIB,48.93286014001282,26.54264338476214,22.39,29.6655,4,True,STY_lo_es,2,AK
CUP_hi_pc,STY_lo_es,23.42595927247974,52.04954425229521,28.62,37.9243,3,True,STY_lo_es,2,AK
LBR_lo_so,LIB,62.83390337149874,12.641600153276219,50.19,66.5014,1,True,STY_lo_es,2,AK
LBR_lo_so,STY_lo_es,28.783600871172048,46.69190265360291,17.91,23.7273,7,True,STY_lo_es,2,AK
LIB,STY_lo_es,14.707420953738659,60.7680825710363,46.06,61.0273,2,True,STY_lo_es,2,AK
CON_hi_es,CON_hi_pc,526.5950457134518,201.38533427446245,325.21,44.6729,3,True,STY_lo_es,4,AZ
CON_hi_es,DSA_lo_es,496.1312709140562,231.84910907385802,264.28,36.3035,4,True,STY_lo_es,4,AZ
CON_hi_es,LBR_lo_es,376.00923303015884,351.9711469577554,24.04,3.302,9,True,STY_lo_es,4,AZ
CON_hi_es,STY_lo_es,340.56752231481124,387.412857673103,46.85,6.435,8,True,STY_lo_es,4,AZ
CON_hi_pc,DSA_lo_es,486.1991094709613,241.781270516953,244.42,33.5748,5,True,STY_lo_es,4,AZ
CON_hi_pc,LBR_lo_es,367.75175276268817,360.22862722522603,7.52,1.0334,10,True,STY_lo_es,4,AZ
CON_hi_pc,STY_lo_es,324.2878577994021,403.69252218851216,79.4,10.9075,7,True,STY_lo_es,4,AZ
DSA_lo_es,LBR_lo_es,137.1422613253905,590.8381186625237,453.7,62.3225,1,True,STY_lo_es,4,AZ
DSA_lo_es,STY_lo_es,155.12582573738962,572.8545542505246,417.73,57.3819,2,True,STY_lo_es,4,AZ
LBR_lo_es,STY_lo_es,275.55268510429306,452.42769488362114,176.88,24.2967,6,True,STY_lo_es,4,AZ
CON_hi_pc,CON_lo_pc,92.10665052261696,157.4697911992121,65.36,26.1896,1,True,STY_hi_pc,5,AR
CON_hi_pc,LBR_hi_so,113.96339216681183,135.61304955501723,21.65,8.6746,6,True,STY_hi_pc,5,AR
CON_hi_pc,POP_lo_es,114.0232092707513,135.55323245107778,21.53,8.6266,7,True,STY_hi_pc,5,AR
CON_hi_pc,STY_hi_pc,103.6668211350976,145.90962058673142,42.24,16.9258,4,True,STY_hi_pc,5,AR
CON_lo_pc,LBR_hi_so,126.56686847497173,123.00957324685733,3.56,1.4253,10,False,STY_hi_pc,5,AR
CON_lo_pc,POP_lo_es,98.52104373467307,151.05539798715597,52.53,21.0494,2,True,STY_hi_pc,5,AR
CON_lo_pc,STY_hi_pc,114.55042513618574,135.0260165856433,20.48,8.2041,8,True,STY_hi_pc,5,AR
LBR_hi_so,POP_lo_es,129.16015535396906,120.41628636786001,8.74,3.5035,9,True,STY_hi_pc,5,AR
LBR_hi_so,STY_hi_pc,109.0229147792345,140.55352694259454,31.53,12.6336,5,True,STY_hi_pc,5,AR
POP_lo_es,STY_hi_pc,101.93248096906753,147.64396075276153,45.71,18.3156,3,True,STY_hi_pc,5,AR
CON_lo_pc,LBR_hi_so,920.9360124658851,1478.2798547149753,557.34,23.2302,6,True,LBR_hi_so,6,CA
CON_lo_pc,LBR_lo_so,1048.5932573536047,1350.622609827256,302.03,12.5887,8,True,LBR_hi_so,6,CA
CON_lo_pc,LIB,1288.1904029996417,1111.025464181219,177.16,7.3843,9,True,LBR_hi_so,6,CA
CON_lo_pc,STY_lo_es,897.4038078998251,1501.8120592810353,604.41,25.1919,5,True,LBR_hi_so,6,CA
LBR_hi_so,LBR_lo_so,1581.9302145891907,817.2856525916701,764.64,31.8706,4,True,LBR_hi_so,6,CA
LBR_hi_so,LIB,1732.1764683737624,667.0393988070982,1065.14,44.3952,1,True,LBR_hi_so,6,CA
LBR_hi_so,STY_lo_es,1232.368286991029,1166.8475801898314,65.52,2.7309,10,True,LBR_hi_so,6,CA
LBR_lo_so,LIB,1730.1874318117593,669.0284353691014,1061.16,44.2294,2,True,LBR_hi_so,6,CA
LBR_lo_so,STY_lo_es,1033.2353441648042,1365.9805230160564,332.75,13.8689,7,True,LBR_hi_so,6,CA
LIB,STY_lo_es,742.8283996612214,1656.3874675196394,913.56,38.0774,3,True,LBR_hi_so,6,CA
CON_hi_pc,CON_lo_pc,190.02263576483148,333.74737719193695,143.72,27.4404,2,True,LBR_lo_so,8,CO
CON_hi_pc,LBR_lo_so,235.8384582396318,287.9315547171365,52.09,9.9458,7,True,LBR_lo_so,8,CO
CON_hi_pc,LIB_lo_pc,269.8422790064891,253.92773395027928,15.91,3.0385,9,True,LBR_lo_so,8,CO
CON_hi_pc,POP_hi_es,204.40752277360994,319.3624901831584,114.95,21.9476,3,True,LBR_lo_so,8,CO
CON_lo_pc,LBR_lo_so,254.7886477527217,268.98136520404665,14.19,2.7097,10,True,LBR_lo_so,8,CO
CON_lo_pc,LIB_lo_pc,278.93451771715587,244.83549523961256,34.1,6.5103,8,True,LBR_lo_so,8,CO
CON_lo_pc,POP_hi_es,208.20796698330082,315.56204597346755,107.35,20.4964,4,True,LBR_lo_so,8,CO
LBR_lo_so,LIB_lo_pc,392.71122670072685,131.0587862560415,261.65,49.9556,1,True,LBR_lo_so,8,CO
LBR_lo_so,POP_hi_es,294.0114856173798,229.75852733938854,64.25,12.2674,6,True,LBR_lo_so,8,CO
LIB_lo_pc,POP_hi_es,215.5428824624094,308.2271304943589,92.68,17.6956,5,True,LBR_lo_so,8,CO
CON_hi_es,CON_lo_pc,91.85392690620485,217.3169254831564,125.46,40.5805,1,True,LBR_hi_so,9,CT
CON_hi_es,LBR_hi_so,113.86864018889472,195.3022122004665,81.43,26.3393,4,True,LBR_hi_so,9,CT
CON_hi_es,LIB,155.93555099217167,153.23530139718957,2.7,0.8734,10,True,LBR_hi_so,9,CT
CON_hi_es,STY_lo_es,116.65587770270585,192.51497468665536,75.86,24.5363,5,True,LBR_hi_so,9,CT
CON_lo_pc,LBR_hi_so,126.09694626996054,183.07390611940068,56.98,18.429,7,True,LBR_hi_so,9,CT
CON_lo_pc,LIB,163.4487233042019,145.72212908515928,17.73,5.7336,8,True,LBR_hi_so,9,CT
CON_lo_pc,STY_lo_es,126.0678688138897,183.1029835754715,57.04,18.4478,6,True,LBR_hi_so,9,CT
LBR_hi_so,LIB,213.69694744765755,95.4739049417037,118.22,38.2387,2,True,LBR_hi_so,9,CT
LBR_hi_so,STY_lo_es,159.6836806180238,149.48717177133742,10.2,3.298,9,True,LBR_hi_so,9,CT
LIB,STY_lo_es,107.17868193891016,201.99217045045106,94.81,30.667,3,True,LBR_hi_so,9,CT
CON_hi_pc,CON_lo_pc,31.514362715702866,102.5584361960968,71.04,52.9892,3,True,LBR_hi_so,10,DE
CON_hi_pc,LBR_hi_so,42.019697319217094,92.05310159258259,50.03,37.3181,6,True,LBR_hi_so,10,DE
CON_hi_pc,LBR_lo_es,47.83699920468515,86.23579970711454,38.4,28.6403,8,True,LBR_hi_so,10,DE
CON_hi_pc,OAO,103.2852744908022,30.78752442099748,72.5,54.0734,2,True,LBR_hi_so,10,DE
CON_lo_pc,LBR_hi_so,61.972881112456655,72.09991779934303,10.13,7.5534,9,True,LBR_hi_so,10,DE
CON_lo_pc,LBR_lo_es,68.14053194861731,65.93226696318239,2.21,1.6471,10,True,LBR_hi_so,10,DE
CON_lo_pc,OAO,111.36613597614452,22.70666293565517,88.66,66.1279,1,True,LBR_hi_so,10,DE
LBR_hi_so,LBR_lo_es,89.7277193531252,44.345079558674485,45.38,33.8493,7,True,LBR_hi_so,10,DE
LBR_hi_so,OAO,102.39042071658797,31.682378195211708,70.71,52.7385,4,True,LBR_hi_so,10,DE
LBR_lo_es,OAO,94.97734069646901,39.09545821533066,55.88,41.6803,5,True,LBR_hi_so,10,DE
LBR_lo_pc,LBR_lo_so,30.388808072565535,45.6761713163545,15.29,20.0978,8,True,LBR_lo_so,11,DC
LBR_lo_pc,LIB,42.56024306774103,33.50473632117901,9.06,11.905,10,True,LBR_lo_so,11,DC
LBR_lo_pc,POP_lo_pc,58.59543440428091,17.46954498463912,41.13,54.0668,4,True,LBR_lo_so,11,DC
LBR_lo_pc,PRG,63.5786372891459,12.486342099774133,51.09,67.1693,2,True,LBR_lo_so,11,DC
LBR_lo_so,LIB,47.0157600725189,29.04921931640113,17.97,23.62,7,True,LBR_lo_so,11,DC
LBR_lo_so,POP_lo_pc,58.05918453873605,18.005794850183985,40.05,52.6568,5,True,LBR_lo_so,11,DC
LBR_lo_so,PRG,64.15198492804578,11.912994460874238,52.24,68.6768,1,True,LBR_lo_so,11,DC
LIB,POP_lo_pc,51.67250926525096,24.39247012366907,27.28,35.8641,6,True,LBR_lo_so,11,DC
LIB,PRG,59.022110053813265,17.042869335106765,41.98,55.1887,3,True,LBR_lo_so,11,DC
POP_lo_pc,PRG,42.81702633150593,33.247953057414115,9.57,12.5801,9,True,LBR_lo_so,11,DC
CON_hi_pc,CON_lo_pc,637.936249121941,1225.75485308282,587.82,31.5406,1,True,CON_lo_pc,12,FL
CON_hi_pc,CUP_lo_pc,929.3024754799866,934.3886267247744,5.09,0.2729,9,True,CON_lo_pc,12,FL
