district_id,state_fips,seat_count,vote_weight,nonfirst_weight,unrep_weight,below_quota_seats
01-01,1,7,186.809,34.0286,0.4587,1
01-02,1,7,143.541,19.231,0.0,1
01-03,1,7,141.7979,31.962,0.0,2
02-01,2,4,84.1854,30.853,0.5787,2
04-01,4,9,211.0678,17.4015,0.0,2
04-02,4,9,313.3957,41.5732,0.0,2
04-03,4,7,267.0801,54.6269,0.5942,1
04-04,4,5,4.667,0.0001,0.0,4
05-01,5,7,146.8995,24.231,0.0,3
05-02,5,6,128.3515,38.3385,0.0,1
06-01,6,9,652.0815,60.6656,0.0,2
06-02,6,9,195.1852,23.4307,0.0,4
06-03,6,9,167.3932,8.1859,0.0,3
06-04,6,9,198.148,18.637,0.0,3
06-05,6,9,220.5339,29.4584,0.0,4
06-06,6,9,87.2611,12.8538,0.0,3
06-07,6,9,160.2951,15.0503,0.0,3
06-08,6,9,165.2592,31.0909,0.0,3
06-09,6,9,147.8433,27.4098,0.0,2
06-10,6,9,107.028,13.0705,0.0,3
06-11,6,7,103.3771,17.9942,0.0,3
06-12,6,7,104.5145,18.084,0.0,2
06-13,6,7,119.425,16.7212,0.0,2
06-14,6,7,12.6213,1.3629,0.0,5
06-15,6,7,42.7735,8.3562,2.1185,5
06-16,6,7,48.5631,6.1052,0.0,3
06-17,6,7,98.6849,17.2933,0.0,2
06-18,6,7,6.3866,0.0,0.0,5
06-19,6,7,9.2098,0.0,0.0,5
06-20,6,7,2646.5841,683.4857,0.0,3
06-21,6,5,2646.5841,888.5884,0.0,1
08-01,8,9,210.3516,21.6561,0.3146,3
08-02,8,5,104.8806,31.7935,0.0,1
08-03,8,5,146.5107,44.7958,0.0,1
08-04,8,5,109.9506,42.3811,0.0,1
09-01,9,9,215.6135,27.0311,0.0,4
09-02,9,6,121.1863,20.7844,1.8262,2
10-01,10,5,147.1587,44.0006,2.4223,3
11-01,11,4,82.5848,23.444,7.0692,2
12-01,12,9,190.4726,9.209,0.0,3
12-02,12,9,166.8914,8.2419,0.0,2
12-03,12,9,157.8,12.8286,0.0,3
12-04,12,9,262.3032,21.1472,0.0,4
12-05,12,9,308.6523,29.9547,0.0,2
12-06,12,7,217.0479,34.0668,2.2927,3
12-07,12,7,203.0744,33.9825,3.9981,3
12-08,12,7,175.3987,35.0674,0.0,3
12-09,12,7,174.7501,31.9693,3.6427,3
12-10,12,7,150.597,30.258,0.0,2
12-11,12,5,59.7764,11.4975,0.0001,3
12-12,12,5,5.4179,0.3411,0.0,4
13-01,13,9,173.1739,13.3758,0.0,3
13-02,13,9,255.9135,22.3596,0.0,3
13-03,13,7,178.7849,37.5937,0.0,2
13-04,13,7,133.7285,26.4598,0.1242,3
13-05,13,7,123.2639,31.3344,3.4445,3
13-06,13,6,108.2884,23.3529,0.0,1
15-01,15,8,139.5734,22.8417,0.0,2
16-01,16,10,221.1924,29.2437,0.0,3
17-01,17,9,393.4006,46.4534,0.0,2
17-02,17,9,86.0121,10.7529,0.0,2
17-03,17,9,157.5515,6.7469,0.0,3
17-04,17,7,120.9767,20.5093,0.0,3
17-05,17,7,122.3266,13.2361,0.0,3
17-06,17,7,117.4402,22.6428,0.0,2
17-07,17,6,4.2617,0.0605,0.0,5
18-01,18,9,248.5803,37.7769,0.0,3
18-02,18,7,250.1276,63.5276,0.0,1
18-03,18,7,160.6168,21.8726,0.0,2
18-04,18,5,8.8263,0.895,0.2194,4
19-01,19,7,169.2812,36.4569,0.0,1
19-02,19,7,131.22,24.7376,0.0,3
20-01,20,7,126.9424,21.5489,0.7597,3
20-02,20,5,124.8951,28.9021,0.0,1
21-01,21,7,162.2259,39.7566,0.0,1
21-02,21,6,129.8061,35.6277,0.0,2
21-03,21,5,181.0279,41.4517,2.0114,1
22-01,22,9,176.3734,13.41,0.0,3
22-02,22,5,59.0755,13.1202,0.0,3
22-03,22,5,100.246,22.8444,4.9846,2
23-01,23,7,167.5384,27.3506,0.0,3
24-01,24,9,156.8878,19.1709,0.0,1
24-02,24,7,225.6778,60.1488,4.0677,2
24-03,24,5,106.8217,33.3223,1.949,1
24-04,24,5,38.8456,12.0786,0.0,3
25-01,25,9,202.0636,24.6707,0.0,3
25-02,25,9,206.9245,25.9985,3.4225,4
25-03,25,7,127.9307,30.0873,0.0,2
25-04,25,5,11.2772,1.5436,0.0,4
26-01,26,9,188.4618,10.5766,0.0,3
26-02,26,9,194.5973,10.6914,0.0,4
26-03,26,7,111.9582,18.0974,0.0,4
26-04,26,7,246.6094,55.028,0.0,3
26-05,26,5,135.8646,14.3327,0.0,2
26-06,26,5,36.4001,8.7683,0.3891,3
27-01,27,9,213.1386,19.7128,0.0,3
27-02,27,5,92.878,23.4415,0.0,2
27-03,27,5,111.8326,27.166,0.0001,1
27-04,27,5,83.1555,29.5945,0.0,2
28-01,28,7,159.8457,23.4591,1.1514,2
28-02,28,5,118.2273,19.7492,0.1939,1
29-01,29,9,217.7879,20.3443,0.0,3
29-02,29,7,154.6108,35.5034,0.0,2
29-03,29,5,142.7484,28.9986,2.8292,1
29-04,29,5,115.2216,33.7923,0.0,2
30-01,30,6,176.3379,29.757,0.0,2
31-01,31,10,194.6171,15.2448,0.0,2
32-01,32,7,373.8623,114.9004,0.0,3
32-02,32,6,100.5083,16.7524,0.0,2
33-01,33,7,182.5813,32.8909,0.0,3
34-01,34,9,184.9124,25.0423,0.0,3
34-02,34,9,198.7608,17.4727,0.0,3
34-03,34,7,129.9571,22.9293,0.0,2
34-04,34,7,185.3434,33.4306,0.0,5
34-05,34,6,100.4957,12.2773,1.4508,3
35-01,35,6,161.6914,53.1824,0.0,1
35-02,35,5,110.2498,25.9406,10.0474,1
36-01,36,9,148.4776,6.6402,0.0,3
36-02,36,9,131.0596,10.6315,0.0,3
36-03,36,9,328.5691,22.0828,0.0,1
36-04,36,9,202.0964,27.1007,0.0,6
36-05,36,7,107.2481,13.0637,0.0,4
36-06,36,7,174.9645,23.5064,0.0,3
36-07,36,7,113.4677,24.4373,0.0,3
36-08,36,7,125.4339,12.95,0.9116,4
36-09,36,7,78.1618,15.7856,0.0,4
36-10,36,7,139.5935,32.3806,0.0,2
36-11,36,6,18.3192,2.9517,1.3373,3
37-01,37,9,212.7524,38.6752,0.0,4
37-02,37,7,190.183,45.3536,0.0,1
37-03,37,7,135.6595,16.3545,0.0,2
37-04,37,7,159.8536,35.2241,0.0,2
37-05,37,7,199.9586,37.9988,0.0,0
37-06,37,6,84.3299,21.4834,1.0314,2
38-01,38,4,74.5368,24.5901,3.5199,1
39-01,39,9,161.0225,26.5914,0.0,3
39-02,39,9,198.1239,23.5554,0.0,1
39-03,39,7,247.4666,50.7538,0.0,2
39-04,39,7,184.0884,30.2238,0.0,1
39-05,39,7,226.5202,41.0699,0.0,2
39-06,39,5,111.5442,29.8478,0.3906,1
39-07,39,5,30.2534,5.9438,0.0064,2
40-01,40,7,216.7504,32.6265,0.0,1
40-02,40,5,136.3858,38.7925,3.5163,1
40-03,40,5,54.9933,10.0226,5.2683,2
41-01,41,9,294.3612,31.0349,0.0,4
41-02,41,9,318.3606,28.3269,0.0,2
42-01,42,9,277.0176,30.6043,0.0,2
42-02,42,9,254.9099,22.3395,0.0,4
42-03,42,7,164.8012,34.0828,0.0,2
42-04,42,7,149.9349,26.8324,0.0,3
42-05,42,7,176.9262,22.3095,0.0,2
42-06,42,5,165.1457,49.0241,5.3897,1
42-07,42,5,221.3474,87.6012,0.6543,0
42-08,42,5,100.2167,28.4124,4.178,1
44-01,44,6,112.1791,28.3991,0.0,2
45-01,45,9,279.5216,19.1832,0.0,1
45-02,45,7,192.829,31.651,0.0,2
45-03,45,6,13.2531,1.5335,0.0,5
46-01,46,5,93.7226,30.6252,4.1643,1
47-01,47,9,178.448,23.4853,0.0,3
47-02,47,7,165.1129,39.5374,5.8901,2
47-03,47,7,246.8144,47.7163,1.5752,1
47-04,47,6,181.538,39.0544,9.563,3
48-01,48,9,324.3273,49.1523,0.0,2
48-02,48,9,159.6416,24.6175,0.0,2
48-03,48,9,175.2289,24.3875,0.0,4
48-04,48,9,183.081,14.0157,0.0,2
48-05,48,9,191.2192,12.745,0.0,2
48-06,48,9,164.7124,17.1494,0.0,3
48-07,48,7,210.948,55.4806,0.0,1
48-08,48,7,130.3852,17.5985,0.0,2
48-09,48,7,148.5001,27.1848,0.0,3
48-10,48,7,108.7488,11.295,0.0,3
48-11,48,7,110.5357,16.8886,0.0,3
48-12,48,7,137.5104,31.1121,0.3144,2
48-13,48,7,129.9864,13.9045,0.5169,1
48-14,48,7,108.8813,10.1418,0.8857,2
48-15,48,7,12.2402,0.6096,0.0,5
48-16,48,5,18.4835,2.4479,0.3613,3
49-01,49,9,193.1275,16.9811,0.0,3
49-02,49,5,107.6557,19.7274,1.9351,1
50-01,50,3,78.0104,36.8605,1.7837,0
51-01,51,9,212.158,19.7815,0.0,3
51-02,51,7,140.0302,24.2987,0.0,4
51-03,51,7,301.1564,70.1794,0.0,1
51-04,51,7,17.3131,0.942,0.0,5
51-05,51,6,232.8516,74.324,0.0,2
53-01,53,9,246.1227,22.3545,0.0,4
53-02,53,9,298.733,15.4547,0.0,2
53-03,53,7,275.4243,39.9926,0.0,1
53-04,53,7,26.075,3.3778,0.0,3
54-01,54,9,233.0819,14.8665,0.0,3
55-01,55,9,214.9049,17.9754,0.0,4
55-02,55,6,276.5368,84.0234,1.0961,3
55-03,55,5,163.2392,40.4904,8.0945,1
55-04,55,5,7.8473,0.9492,0.0,4
56-01,56,3,66.5375,29.9772,9.78,1
