party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,64,19,163,22.64
1,Labor,68,45,10,123,17.08
4,Liberal,59,26,9,94,13.06
3,Nationalist,31,36,6,73,10.14
5,Populist,27,31,11,69,9.58
6,Civic Union Party,34,25,5,64,8.89
2,Solidarity,41,21,1,63,8.75
9,Progressive,20,10,3,33,4.58
8,DSA,16,5,1,22,3.06
7,Order and Opportunity Party,8,7,1,16,2.22
