party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,80,67,21,168,23.33
1,Labor,71,46,10,127,17.64
4,Liberal,59,26,8,93,12.92
5,Populist,32,33,10,75,10.42
2,Solidarity,42,27,3,72,10.0
6,Civic Union Party,35,26,6,67,9.31
3,Nationalist,26,29,5,60,8.33
9,Progressive,18,5,1,24,3.33
8,DSA,13,5,1,19,2.64
7,Order and Opportunity Party,8,6,1,15,2.08
