party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,152,89,54,295,21.07
1,Labor,128,64,30,222,15.86
4,Liberal,106,43,17,166,11.86
3,Nationalist,76,53,19,148,10.57
2,Solidarity,74,46,11,131,9.36
5,Populist,63,45,21,129,9.21
6,Civic Union Party,53,39,18,110,7.86
9,Progressive,50,16,12,78,5.57
7,Order and Opportunity Party,42,16,6,64,4.57
8,DSA,36,15,6,57,4.07
