party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,155,93,55,303,21.64
1,Labor,137,67,31,235,16.79
4,Liberal,105,42,18,165,11.79
2,Solidarity,85,53,11,149,10.64
5,Populist,71,44,24,139,9.93
3,Nationalist,67,49,16,132,9.43
6,Civic Union Party,57,42,18,117,8.36
9,Progressive,42,14,11,67,4.79
7,Order and Opportunity Party,30,13,6,49,3.5
8,DSA,31,9,4,44,3.14
