party,party_name,URBAN,SUBURBAN,RURAL,NATIONAL,pct_national
0,Conservative,154,93,55,302,21.57
1,Labor,137,67,30,234,16.71
4,Liberal,105,42,18,165,11.79
2,Solidarity,84,52,11,147,10.5
3,Nationalist,72,49,17,138,9.86
5,Populist,68,45,24,137,9.79
6,Civic Union Party,56,41,18,115,8.21
9,Progressive,43,14,11,68,4.86
8,DSA,34,11,5,50,3.57
7,Order and Opportunity Party,27,12,5,44,3.14
